,ReH,ReE,ReHtilde,SetNum
0,2.248491048812866,2.19283127784729,6.555634498596191,4
1,1.6255775690078735,1.026020884513855,4.423125267028809,4
2,2.1523571014404297,0.9384256601333618,2.5653622150421143,4
3,1.6679338216781616,1.657967448234558,4.733205318450928,4
4,1.894996166229248,0.9670332074165344,3.586383819580078,4
5,1.784513235092163,2.375699281692505,8.107580184936523,4
6,1.5193917751312256,1.258882761001587,5.809993267059326,4
7,1.5541692972183228,2.2214293479919434,7.734116554260254,4
8,1.9435398578643799,-0.5999363660812378,-0.9175078272819519,4
9,2.4865636825561523,1.3085366487503052,3.3891217708587646,4
10,1.9434804916381836,1.1637277603149414,4.169066905975342,4
11,1.8434278964996338,2.8256161212921143,7.81459903717041,4
12,1.962320327758789,0.04366551339626312,0.42236173152923584,4
13,1.8442625999450684,0.726747453212738,2.3624727725982666,4
14,2.0197701454162598,1.612615704536438,3.372800350189209,4
15,2.2057981491088867,0.06945329904556274,1.265112042427063,4
16,2.142899990081787,-0.6545999050140381,0.31620505452156067,4
17,1.9673818349838257,1.7756059169769287,5.288069725036621,4
18,1.9553419351577759,0.25666967034339905,2.2636773586273193,4
19,2.4069137573242188,-1.2152255773544312,-1.1812963485717773,4
20,2.170124053955078,0.308967649936676,1.5114212036132812,4
21,2.0346102714538574,1.5639978647232056,4.918405055999756,4
22,1.6154730319976807,3.247366428375244,8.131585121154785,4
23,1.9894095659255981,3.866989850997925,8.557608604431152,4
24,1.770368218421936,-0.6515762805938721,0.2003609836101532,4
25,1.8859262466430664,1.9340293407440186,6.251152515411377,4
26,2.174386978149414,1.8360317945480347,5.685219764709473,4
27,1.9832383394241333,1.1950801610946655,4.403253555297852,4
28,2.1959846019744873,1.8311891555786133,5.71841287612915,4
29,2.3097872734069824,1.084964632987976,3.560823678970337,4
30,1.9566497802734375,0.6336197257041931,2.620689868927002,4
31,1.8162336349487305,1.1347825527191162,4.59235143661499,4
32,2.3888282775878906,0.37326234579086304,2.2889435291290283,4
33,2.0394294261932373,3.0053746700286865,9.640403747558594,4
34,1.6158428192138672,0.7714498043060303,3.8719027042388916,4
35,1.5831373929977417,1.4293789863586426,4.869845390319824,4
36,2.041045904159546,1.3800480365753174,5.213923454284668,4
37,2.0643746852874756,-0.1441984474658966,0.7435252070426941,4
38,1.860873818397522,2.1510848999023438,6.360154151916504,4
39,1.6746211051940918,2.6883108615875244,6.870175838470459,4
40,1.5557454824447632,2.0658349990844727,7.595104694366455,4
41,2.2906157970428467,3.018744945526123,9.778888702392578,4
42,1.8053094148635864,1.9984304904937744,7.878367900848389,4
43,1.8101533651351929,1.086487054824829,5.16121244430542,4
44,1.9800297021865845,1.55513334274292,7.743971824645996,4
45,1.9642343521118164,0.3224466145038605,4.451894760131836,4
46,2.318084955215454,-0.017026185989379883,2.2187440395355225,4
47,2.27543306350708,-1.1739915609359741,-1.133916974067688,4
48,2.05385160446167,0.6685495376586914,4.430427551269531,4
49,2.2896173000335693,0.15321436524391174,2.1236648559570312,4
50,2.28747820854187,-0.6503086090087891,-0.5231294631958008,4
51,1.5800869464874268,0.8912330865859985,5.943994522094727,4
52,2.0511474609375,0.5707708597183228,2.0116920471191406,4
53,1.6833267211914062,0.00925704836845398,3.588833808898926,4
54,1.835829257965088,-1.3515468835830688,-0.8754329681396484,4
55,1.7605557441711426,-0.8598134517669678,2.00185489654541,4
56,2.28568434715271,-0.14785778522491455,-1.7195148468017578,4
57,1.3619699478149414,1.006287693977356,1.3937196731567383,4
58,2.0717673301696777,0.9238014221191406,1.5706126689910889,4
59,1.8906843662261963,2.1116857528686523,6.325356960296631,4
60,1.5625627040863037,0.4848121404647827,1.3479042053222656,4
61,2.2864444255828857,0.582740306854248,3.958780288696289,4
62,1.5591899156570435,1.7952183485031128,7.682765483856201,4
63,2.0276434421539307,1.2470725774765015,5.999109268188477,4
64,2.054248809814453,-0.36132997274398804,2.210048198699951,4
65,1.6800161600112915,-0.47627192735671997,0.6497962474822998,4
66,1.8356080055236816,0.30464911460876465,2.388439416885376,4
67,2.1013448238372803,-0.6597655415534973,-0.7020251154899597,4
68,2.1681554317474365,1.1921215057373047,4.412877082824707,4
69,1.9102723598480225,0.7704142332077026,3.923198938369751,4
70,2.130584716796875,0.6042674779891968,3.40700626373291,4
71,1.6596794128417969,0.49100416898727417,4.2291259765625,4
72,1.8781616687774658,2.0323712825775146,8.449688911437988,4
73,1.78449547290802,0.49082255363464355,4.6262383460998535,4
74,2.063796043395996,1.2512187957763672,7.173022270202637,4
75,1.9657349586486816,-0.18691736459732056,2.5169382095336914,4
76,2.152523994445801,1.6305999755859375,7.543088912963867,4
77,2.31791353225708,-1.5559558868408203,1.1705503463745117,4
78,1.8747612237930298,-0.5544735193252563,2.380242347717285,4
79,2.007356643676758,1.2396488189697266,7.232237339019775,4
80,2.0866096019744873,-0.19872859120368958,3.909860372543335,4
81,2.1529617309570312,-0.6121752262115479,2.126533269882202,4
82,1.987574577331543,0.8890466690063477,5.814684867858887,4
83,1.6377917528152466,0.3273295760154724,5.2861528396606445,4
84,2.0362234115600586,0.5548468828201294,5.5021748542785645,4
85,1.6911771297454834,0.9270554184913635,6.668888568878174,4
86,2.522502899169922,-0.9853179454803467,0.1679779291152954,4
87,1.8860385417938232,-0.7306909561157227,1.0389511585235596,4
88,2.0883285999298096,0.7658393979072571,2.9911997318267822,4
89,2.0428695678710938,-0.36861318349838257,0.43031084537506104,4
90,1.917935848236084,-0.7126076221466064,0.3306673765182495,4
91,2.121778726577759,-0.041200995445251465,1.3126864433288574,4
92,2.386521339416504,-0.5606777667999268,-0.6383045315742493,4
93,1.9697599411010742,1.3734612464904785,4.756114482879639,4
