-0.99999	-0.99999	-0.99999	0.02168
-0.98118	-0.96880	-0.96872	0.01642
-1.00000	-1.00000	-1.00000	0.01462
-0.99999	-0.99997	-0.99996	0.01314
-1.00000	-1.00000	-1.00000	0.01180
-1.00000	-1.00000	-1.00000	0.01107
-0.51854	-0.09765	-0.27974	0.01021
-0.80506	-0.78892	-0.74757	0.00846
-1.00000	-1.00000	-0.99999	0.00728
-0.91579	-0.72420	-0.57353	0.00712
-0.72104	-0.77611	-0.89580	0.01437
-0.69503	-0.59727	-0.67733	0.01328
-0.98047	-0.64397	-0.99628	0.01228
-0.99349	-0.97412	-0.96051	0.01106
-0.99999	-0.99999	-0.99999	0.01080
-0.67693	-0.27645	-0.40540	0.01329
-1.00000	-1.00000	-1.00000	0.01150
-1.00000	-1.00000	-1.00000	0.01004
-1.00000	-0.99999	-0.99999	0.00961
-1.00000	-1.00000	-1.00000	0.00601
-0.89645	-0.86756	-0.99974	0.00317
-0.96264	-0.93743	-0.92546	0.00315
-0.99998	-0.99995	-0.99982	0.00273
-0.99428	-0.98908	-0.97518	0.00236
-0.98660	-0.96269	-0.92815	0.00227
-0.64135	-0.99916	-0.99726	0.00220
-0.95316	-0.74221	-0.67245	0.00218
-0.96686	-0.89798	-0.84711	0.00203
-0.89792	-0.74793	-0.61596	0.00196
-0.99999	-0.99998	-0.99995	0.00139
-0.86537	-0.59263	-0.66686	0.00129
-0.98208	-0.90168	-0.89310	0.00112
-0.89418	-0.61164	-0.52938	0.00113
-0.89553	-0.70408	-0.58090	0.00100
-0.28075	-0.99999	-0.99998	0.00096
-0.40050	-0.72915	-0.99974	0.00348
-0.82275	-0.78365	-0.85538	0.00372
-0.71997	-0.43971	-0.32937	0.00363
-0.95331	0.86888	-0.98301	0.00330
-0.92535	-0.99997	-0.99998	0.00120
-0.53285	-0.97118	-0.97519	0.00092
-0.52062	-0.93155	-0.90405	0.00083
-0.57599	-0.41531	-0.42929	0.00079
-0.46899	-0.92642	-0.77392	0.00064
-0.94576	0.80290	-0.76111	0.00076
-0.29106	-0.07570	-0.26533	0.00055
-0.29979	-0.22716	-0.14123	0.00051
-0.67549	-0.07044	-0.14781	0.00049
-0.81707	-0.00374	-0.02419	0.00050
-0.65998	-0.98832	-0.99968	0.00033
-0.53409	-0.59848	-0.61578	0.00017
-0.50712	-0.21787	-0.19409	0.00022
-0.86415	-0.30614	-0.15855	0.00020
-0.54894	-0.26400	-0.21569	0.00019
0.58523	-0.99997	-0.99778	0.00055
-0.06677	-0.53710	-0.58133	0.00032
-0.43368	-0.68236	-0.02237	0.00031
-0.30086	-0.32589	-0.29939	0.00027
-0.31243	-0.92889	-0.30649	0.00025
0.19379	-0.83233	-0.99989	0.00029
-0.22149	-0.22853	-0.35280	0.00010
-0.42408	-0.20050	-0.42639	0.00008
-0.14971	0.03930	-0.01531	0.00008
-0.53917	-0.07894	0.03136	0.00008
-0.99986	0.47897	0.02293	0.00007
-0.09222	-0.12196	-0.14150	0.27230
-0.88433	0.99998	-0.99969	0.15768
-1.00000	-1.00000	-1.00000	0.10420
-1.00000	-1.00000	-1.00000	0.06704
-0.67775	-0.31802	-0.66017	0.12751
-1.00000	-1.00000	-1.00000	0.11000
-0.07051	0.04984	0.10323	0.10835
-1.00000	-1.00000	-1.00000	0.05580
-0.25005	-0.15500	-0.30129	0.06297
-1.00000	-1.00000	-1.00000	0.07595
-1.00000	-0.99998	-1.00000	0.07578
-0.99998	-0.99995	-0.99998	0.05366
-1.00000	-1.00000	-1.00000	0.03708
-1.00000	-1.00000	-1.00000	0.07020
-0.87403	-0.56610	-0.83937	0.07475
-1.00000	-1.00000	-1.00000	0.04925
0.04504	-0.07656	0.07195	0.06102
-1.00000	-1.00000	-1.00000	0.03035
-1.00000	-1.00000	-1.00000	0.07408
-1.00000	-0.99999	-1.00000	0.05838
-0.88176	-0.72888	-0.89630	0.03938
-1.00000	-1.00000	-1.00000	0.02510
-1.00000	-0.99999	-1.00000	0.02560
-1.00000	-1.00000	-1.00000	0.04777
-1.00000	-1.00000	-1.00000	0.03614
-1.00000	-1.00000	-1.00000	0.03400
-0.99997	-0.99564	-0.99998	0.02779
-0.99998	-0.99988	-0.99997	0.02122
-0.62510	1.00000	-1.00000	0.03010
-1.00000	-1.00000	-1.00000	0.02670
-0.19155	-0.11283	-0.16407	0.03019
-1.00000	-0.99999	-0.99999	0.01604
-1.00000	-0.99997	-1.00000	0.01588
-1.00000	-0.99999	-0.99999	0.02832
-0.91048	-0.86486	-0.77871	0.02818
