,Set#,RepNum,ReH,ReE,ReHtilde
13372,134,72,1.7287329834249687,-18.78110641161588,13.711321204229446
13373,134,73,-1.7852503335933296,21.94719002987946,-5.345814168517315
13374,134,74,2.3362616925067057,-19.506468002783016,7.894036857681187
13375,134,75,1.5227756874171332,8.60009565349809,3.1298248387098018
13376,134,76,-1.4709506705468116,46.189441408111676,-10.564362712582351
13377,134,77,-14.05356199047508,90.0721386657075,-9.78395731957196
13378,134,78,1.4205550350749738,-11.329810260074295,9.398139702395573
13379,134,79,3.6632117830675592,-19.069805140499305,9.291211381396726
13380,134,80,1.2269098704471015,0.8663518288235476,3.3253390223332575
13381,134,81,0.7357849544781214,-14.32697746788462,7.18016205324591
13382,134,82,0.8488132118856498,13.552480757675218,1.5420271005957522
13383,134,83,-0.3059800428890374,11.766396512997243,-1.516766728537484
13384,134,84,1.1994678154146035,0.9372260526811403,0.9056135388983572
13385,134,85,-3.230541116323417,89.45795094714462,-27.558156227949496
13386,134,86,7.6849764890236,-85.08770682495418,50.254469426578495
13387,134,87,-0.4102053698101723,12.261071700782555,-1.1637918799922555
13388,134,88,0.08989903904584998,4.48648602037654,1.5274397534152413
13389,134,89,0.43365343846905774,21.709108856876433,-12.09406683096512
13390,134,90,-0.6179443235817506,11.97711595784993,-2.11584729821311
13391,134,91,2.9077890529465513,-55.355694074010934,45.60504225342044
13392,134,92,1.750193742269344,-35.87590678569233,14.150232318224463
13393,134,93,0.7624411468479525,3.0188524863334805,1.452855825705801
13394,134,94,1.9534511228845433,-9.838003495586175,5.2010467711733455
13395,134,95,-7.473370422746394,58.621203381187094,-6.779203660063567
13396,134,96,1.598039284572123,-11.002754436061773,7.014248794289921
13397,134,97,-0.6794089664581973,45.506843193846514,-30.69160277704039
13398,134,98,-0.08826520612844924,12.203387141903873,-4.630867019149764
13399,134,99,0.5291948688819945,17.222519112252318,-8.133407114685417
13400,135,0,1.1423144169751394,-7.173835043205756,4.765851153230418
13401,135,1,2.26812763399867,-27.80084998784845,8.070753478697082
13402,135,2,5.241394161855978,-32.02335688428155,11.8823974817173
13403,135,3,-2.0801513586217806,30.967296136298266,-15.283387703685973
13404,135,4,-0.2749639966967427,14.713153892758534,-5.6753106236553945
13405,135,5,0.7167729826356539,3.978231685244847,-0.08455176682383514
13406,135,6,2.4441355566838436,37.12217080532218,4.052727671191731
13407,135,7,0.6163889111893049,46.308065018933036,6.545725716875685
13408,135,8,2.4011661590057796,-17.243217219204972,6.055787987414187
13409,135,9,2.1636726440990515,-5.811000296815404,1.151592799509493
13410,135,10,1.9841304476381445,-6.899163347912845,7.179890067048486
13411,135,11,3.6401251687741727,-39.851885090470255,12.05949270370543
13412,135,12,2.583482744140782,-9.613652038243279,4.829048070967664
13413,135,13,2.35702350717272,-13.541418033897411,7.754187125278883
13414,135,14,0.24338114139006667,13.883831056692475,-8.002941747139031
13415,135,15,0.9531074743388807,7.8036196773275375,-5.311393435172723
13416,135,16,1.5177294865765425,-12.03151485234028,7.876789583850862
13417,135,17,1.0708237472205333,12.073757749678524,-4.33276789336722
13418,135,18,0.5315222294087392,30.394853552947826,-19.502340911447256
13419,135,19,4.372250185885258,-29.311117401079738,14.561410340633195
13420,135,20,-4.417204130170414,47.21853778580698,-15.12059664498633
13421,135,21,1.9629342950111013,-8.457540055678354,8.666526037709573
13422,135,22,1.98545728771228,-4.747619200862574,5.674749991649404
13423,135,23,1.4052118026609137,-2.0237881535229376,-1.5193084639080898
13424,135,24,0.34461636114201144,-1.4475625250085011,1.5144538287077414
13425,135,25,-0.37171989774526165,49.15818885552445,-52.00549170907726
13426,135,26,12.724659209508273,788.8719998473543,-425.28234355686976
13427,135,27,1.4802136611752983,-7.921214142110711,8.455153900839099
13428,135,28,3.8343398826661796,-36.35855817604942,17.385270208785386
13429,135,29,0.2508653308466213,12.398930588501884,-3.7636736849361263
13430,135,30,1.1740740642231982,-2.6299489506301295,4.350794392736689
13431,135,31,0.7394237982285778,-50.72967385803661,30.888657369241706
13432,135,32,1.3535513767069998,-9.282643648131133,5.010834737260841
13433,135,33,0.8126210657263945,-30.580985916873836,16.637364735877135
13434,135,34,2.2120731040077097,-8.034093211276168,7.264248162274613
13435,135,35,-7.937949486936442,78.93399186814756,-10.193549113018525
13436,135,36,0.22780600595171352,5.808759931024269,0.260028477655852
13437,135,37,13.091391521927413,-78.90713487360857,19.677947382285303
13438,135,38,1.8344449346298266,-31.884170753088714,26.753751398675345
13439,135,39,5.026202527402976,-28.72515455163093,4.779115197650805
13440,135,40,4.171759138579616,-32.29049448774616,18.128622690913026
13441,135,41,1.9761734123525052,-9.331622479765269,9.580008465368229
13442,135,42,3.916490903104939,-28.585573468662965,12.171815530321934
13443,135,43,4.06327592967889,-26.754576965251534,8.922190575684352
13444,135,44,0.17821673457922782,4.944361747337766,0.27689205480475554
13445,135,45,1.1236875810926112,33.83472590483983,-18.53575521361405
13446,135,46,0.414905441992468,7.097398321252181,-1.1752209020434532
13447,135,47,1.475067370471769,-47.58072253950535,45.96243927465642
13448,135,48,0.31050153371505573,0.905866170119679,0.3837119172378459
13449,135,49,1.3785389211800774,-23.28794296774401,12.75451441559299
13450,135,50,0.190952027827149,6.484830335437965,-1.0832751748089402
13451,135,51,0.29997477650797416,20.036627963321553,-13.677352555216174
13452,135,52,2.1323711471641404,-9.182734688916975,6.57876192061409
13453,135,53,-0.08437489677863722,5.039868653937907,0.9700858633062103
13454,135,54,0.7458071374390259,-6.139647994291544,3.50757058874138
13455,135,55,4.082232063780522,-22.812956439940958,7.024821923715862
13456,135,56,1.201541561599775,-1.0146432777734247,4.010137756688971
13457,135,57,3.0767016090444774,-18.99907867393526,13.096309200688438
13458,135,58,-4.318090642861882,43.073540922615265,-13.565002344054852
13459,135,59,0.533488142452395,-5.713903676664194,3.990954125672355
13460,135,60,0.4915609457419564,-2.5457003105216915,7.0322846149375104
13461,135,61,1.072665485690723,1.0927734271816296,3.499388773692016
13462,135,62,1.5558768957796856,0.039914036525651175,2.0767069490002736
13463,135,63,4.638425151452757,-25.925879168655666,6.2669568896790775
13464,135,64,0.22196661468303663,4.8605388255522275,0.18464133242103878
13465,135,65,-2.1492693877007456,20.057940257852948,-2.1309134579781768
13466,135,66,0.7634814911793095,-0.9344043330030362,2.9037819342706763
13467,135,67,0.027961491397888727,2.8615768390139618,2.192556339755789
13468,135,68,0.413512616021256,-8.569193355245414,5.900858928607138
13469,135,69,1.4711608470480484,-24.125254048085147,11.73069309100688
13470,135,70,1.9278873385276194,-7.419402712258164,10.893813798353575
13471,135,71,2.079597168010815,-10.224341199097802,7.311269964433662
13472,135,72,0.24402982734033762,0.024629200034424925,1.9126381215169108
13473,135,73,0.3520832249447031,0.7455555541881744,1.428906823835195
13474,135,74,0.49355243348131006,2.8581260762636016,1.2959141794945086
13475,135,75,0.7929722607674858,-6.772684335329549,4.664750449507476
13476,135,76,1.8450711868925458,-4.538479919210898,5.150591595479534
13477,135,77,0.4925958803005507,-7.413867265260523,6.476088726936079
13478,135,78,1.4036552799498045,-3.076634848299753,3.5124314855691527
13479,135,79,2.4099088199604544,-14.129887521183802,14.116736204532033
13480,135,80,2.247998098466584,-14.354528207810688,6.736862661939399
13481,135,81,2.785986167181387,-20.457689227483815,11.632647479000937
13482,135,82,3.3016694020593156,-25.6758053066539,12.927413170365945
13483,135,83,1.2615739790719913,-1.0616567361114038,3.2490658679351747
13484,135,84,1.3247686383161144,-7.5279197017465,5.272337064277663
13485,135,85,2.3225358736051986,-8.517155629643637,1.6099444574655533
13486,135,86,0.8966769309787709,-1.3962841306003448,3.12780067623016
13487,135,87,0.8926850288984074,-8.139229009420397,9.126799969348665
13488,135,88,-1.3209098366194476,14.838617481953838,-2.918068178392942
13489,135,89,0.18120816179475607,-0.5628480200432968,2.1453007238755504
13490,135,90,1.1209373926011172,21.929834190510878,-14.374588152241223
13491,135,91,0.29520016183267866,1.9053781429654264,1.4672065227114108
