,Epoch,Batch,Set,Calculated Points,Calculated CFFs,MAE,Max Residual,NRMSE
0,15000,1,0,"[4.2986445  2.9697394  1.9478856  1.303791   0.9064899  0.65446
 0.48845243 0.37514606 0.29540405 0.23783377 0.19539377 0.16357623
 0.13940519 0.1208629  0.10655083 0.09548213 0.08695181 0.08045262
 0.07562003 0.07219572 0.07000359 0.06893387 0.06893386 0.07000359
 0.07219572 0.07561999 0.08045261 0.08695178 0.0954821  0.10655083
 0.12086287 0.13940519 0.16357623 0.19539362 0.23783375 0.29540405
 0.37514597 0.48845175 0.65446    0.906486   1.303791   1.9478856
 2.969739   4.298644   5.044028  ]",[1.1474769  0.87583834 1.0163882  0.02579099],0.04507325833723284,0.3474178053283694,0.11337997605849406
1,15000,1,20,"[2.3686297  1.2486864  0.7007135  0.43679    0.2971948  0.21663879
 0.16688696 0.13453273 0.11264436 0.0973738  0.08645793 0.07850219
 0.07261389 0.06820394 0.06487387 0.06234885 0.06043657 0.05900139
 0.0579475  0.05720806 0.05673806 0.05650969 0.05650969 0.05673806
 0.05720806 0.0579475  0.05900139 0.06043657 0.06234885 0.06487387
 0.06820394 0.07261389 0.07850219 0.08645791 0.09737377 0.11264436
 0.1345327  0.16688694 0.21663879 0.29719403 0.4367883  0.7007137
 1.2486866  2.3686302  3.3826663 ]",[0.5824635  0.30265322 0.281195   0.04752545],0.01595290334545347,0.36330365058898906,0.14967870255219187
2,15000,1,40,"[0.0540017  0.05270934 0.05070541 0.04818091 0.04534784 0.04240618
 0.03952139 0.03681415 0.03436031 0.03219742 0.03033386 0.02875814
 0.02744692 0.02637102 0.02549978 0.02480372 0.0242562  0.02383426
 0.02351892 0.02329521 0.02315209 0.02308233 0.02308233 0.02315209
 0.0232952  0.02351892 0.02383426 0.0242562  0.02480372 0.02549978
 0.02637102 0.02744692 0.02875814 0.03033385 0.03219742 0.03436031
 0.03681414 0.03952139 0.04240618 0.04534783 0.04818092 0.05070543
 0.05270936 0.05400173 0.0544486 ]",[-0.45212442  9.806459    3.745463    0.03533251],0.0020003614282369615,0.005772013116216657,0.06930074901287954
3,15000,1,60,"[0.06210298 0.05968904 0.05618166 0.05212952 0.04800834 0.04414189
 0.04070205 0.03774729 0.03526673 0.03321456 0.03153224 0.03016093
 0.02904737 0.02814601 0.02741928 0.0268369  0.02637488 0.02601452
 0.02574156 0.02554541 0.02541859 0.02535634 0.02535634 0.02541859
 0.02554541 0.02574156 0.02601452 0.02637488 0.0268369  0.02741928
 0.02814601 0.02904737 0.03016093 0.03153223 0.03321455 0.03526673
 0.03774729 0.04070205 0.04414189 0.04800832 0.05212952 0.05618166
 0.05968903 0.06210298 0.06296743]",[ 0.6798861  -0.4427575  -1.6367484   0.02013896],0.004383813641177813,0.008122393710708616,0.143151914463771
4,15000,1,80,"[0.00839803 0.00823484 0.0079762  0.00763989 0.007247   0.0068193
 0.00637703 0.00593742 0.00551402 0.00511656 0.00475136 0.00442187
 0.00412937 0.0038736  0.00365329 0.0034666  0.00331146 0.0031858
 0.00308774 0.00301567 0.00296833 0.00294488 0.00294488 0.00296833
 0.00301567 0.00308774 0.0031858  0.00331146 0.0034666  0.00365329
 0.0038736  0.00412937 0.00442187 0.00475136 0.00511656 0.00551402
 0.00593742 0.00637703 0.0068193  0.007247   0.00763988 0.00797619
 0.00823483 0.00839803 0.00845382]",[2.7688795e-01 3.6962118e+00 1.0371592e+00 1.9897744e-03],0.0013104375280592177,0.0021040581359839435,0.2091636841455586
5,15000,1,100,"[0.0069096  0.006802   0.00663208 0.00641227 0.00615717 0.00588162
 0.00559913 0.00532096 0.00505564 0.00480906 0.00458474 0.00438436
 0.00420816 0.0040555  0.00392513 0.00381553 0.00372509 0.0036523
 0.0035958  0.00355444 0.00352736 0.00351397 0.00351397 0.00352736
 0.00355444 0.0035958  0.0036523  0.00372509 0.00381553 0.00392513
 0.0040555  0.00420816 0.00438436 0.00458474 0.00480906 0.00505564
 0.00532096 0.00559913 0.00588162 0.00615717 0.00641227 0.00663208
 0.006802   0.0069096  0.00694646]",[0.5967929  2.922575   0.68009317 0.00314282],0.0010509901857425634,0.0016796571006512644,0.1838809296705931
6,15000,1,120,"[0.02029575 0.01901285 0.01720381 0.01519604 0.01324731 0.01150938
 0.010043   0.00885021 0.00790312 0.00716291 0.00659027 0.00615017
 0.0058134  0.00555653 0.00536121 0.00521333 0.00510214 0.00501959
 0.00495971 0.00491818 0.00489204 0.00487942 0.00487942 0.00489204
 0.00491818 0.00495971 0.00501959 0.00510214 0.00521333 0.00536121
 0.00555653 0.0058134  0.00615017 0.00659027 0.00716291 0.00790312
 0.00885021 0.010043   0.01150938 0.01324731 0.01519604 0.01720383
 0.01901286 0.02029578 0.02076269]",[0.17419365 4.296982   2.6332884  0.00547829],0.00097413896615039,0.00324793904619217,0.11575660542523371
7,15000,1,140,"[0.35778087 0.34139314 0.32035857 0.29964352 0.28197074 0.26807582
 0.25762576 0.2499319  0.24430685 0.2401882  0.23715366 0.23489884
 0.23320821 0.2319301  0.23095778 0.23021577 0.22965057 0.22922416
 0.22890958 0.228688   0.22854674 0.22847797 0.22847797 0.22854674
 0.228688   0.22890958 0.22922416 0.22965057 0.23021577 0.23095778
 0.2319301  0.23320821 0.23489884 0.23715366 0.2401882  0.24430685
 0.24993189 0.25762576 0.26807582 0.28197068 0.29964343 0.3203586
 0.34139308 0.3577808  0.3640651 ]",[ 0.97430265  0.12980737 -1.550949    0.22429366],0.10900854190447065,0.16519687377548217,0.7446093698172186
8,15000,1,160,"[0.00765404 0.00754728 0.00738579 0.00718914 0.00697717 0.00676645
 0.00656866 0.00639064 0.0062353  0.0061028  0.00599169 0.00589968
 0.00582423 0.00576287 0.00571336 0.00567377 0.00564248 0.0056182
 0.00559991 0.00558683 0.00557841 0.00557429 0.00557429 0.00557841
 0.00558683 0.00559991 0.0056182  0.00564248 0.00567377 0.00571336
 0.00576287 0.00582423 0.00589968 0.00599169 0.0061028  0.0062353
 0.00639064 0.00656866 0.00676645 0.00697717 0.00718914 0.00738579
 0.00754729 0.00765405 0.00769144]",[-0.66312563  2.8445451   0.9097276   0.0054361 ],0.0013867696451341839,0.0021061938970291616,0.3052980217381141
9,15000,1,180,"[0.00420281 0.0040693  0.00386785 0.00362316 0.00335972 0.00309756
 0.00285054 0.00262668 0.00242939 0.00225899 0.00211397 0.0019919
 0.00189002 0.00180566 0.00173634 0.00167993 0.00163461 0.00159892
 0.00157168 0.001552   0.00153922 0.00153294 0.00153294 0.00153922
 0.001552   0.00157168 0.00159892 0.00163461 0.00167993 0.00173634
 0.00180566 0.00189002 0.0019919  0.00211397 0.00225899 0.00242939
 0.00262668 0.00285054 0.00309756 0.00335972 0.00362316 0.00386786
 0.0040693  0.00420281 0.00424966]",[ 3.6943841e-01  1.7332950e+00 -1.2489640e+00  1.0394529e-03],0.00021479913975362642,0.0009411789525651934,0.11398652990545359
10,15000,1,200,"[0.19168505 0.174101   0.15420783 0.13736446 0.1250705  0.11676311
 0.11135802 0.10789838 0.10569551 0.10429306 0.10339908 0.10282907
 0.10246646 0.10223726 0.10209405 0.10200622 0.1019538  0.10192369
 0.10190729 0.10189898 0.10189517 0.10189375 0.10189375 0.10189517
 0.10189898 0.10190729 0.10192369 0.1019538  0.10200622 0.10209405
 0.10223726 0.10246646 0.10282907 0.10339908 0.10429306 0.10569551
 0.10789838 0.11135802 0.11676311 0.12507047 0.13736443 0.15420783
 0.17410097 0.19168502 0.19894487]",[ 0.8633506   3.8716927  -0.06133068  0.10378916],0.06668204166817557,0.07585849506378174,1.3010436488935848
11,15000,1,220,"[0.00972016 0.00948999 0.00913089 0.00867432 0.00815553 0.0076084
 0.00706164 0.00653708 0.00604943 0.00560723 0.0052141  0.00487021
 0.00457351 0.00432067 0.00410784 0.00393109 0.00378673 0.0036715
 0.00358263 0.0035179  0.00347566 0.00345482 0.00345482 0.00347566
 0.0035179  0.00358263 0.0036715  0.00378673 0.00393109 0.00410784
 0.00432067 0.00457351 0.00487021 0.0052141  0.00560723 0.00604943
 0.00653708 0.00706164 0.0076084  0.00815553 0.00867431 0.00913089
 0.00948999 0.00972016 0.0097995 ]",[-1.6740008e-01  3.3003287e+00  1.2937018e+00  2.4699271e-03],0.0012278469721810025,0.0017854087261486053,0.27084302833076357
12,15000,1,240,"[0.00071767 0.00071148 0.00070151 0.00068825 0.00067231 0.00065435
 0.00063508 0.00061513 0.00059508 0.00057543 0.00055659 0.00053886
 0.00052246 0.00050757 0.00049427 0.00048263 0.00047267 0.0004644
 0.00045781 0.00045288 0.00044961 0.00044797 0.00044797 0.00044961
 0.00045288 0.00045781 0.0004644  0.00047267 0.00048263 0.00049427
 0.00050757 0.00052246 0.00053886 0.00055659 0.00057543 0.00059508
 0.00061513 0.00063508 0.00065435 0.00067231 0.00068825 0.00070151
 0.00071148 0.00071767 0.00071977]",[-2.9690906e-02  2.7031262e+00 -1.1184070e+00  1.3849139e-04],0.00014633811537306972,0.00038502255915150055,0.2584060144335791
