,abs_err,max_res,rms_err
0,1.8657907293095346,0.19091558993530267,0.3164361196214072
1,4.757966967287111,0.3185244852027893,1.1357178145913522
2,22.702939630546382,5.982646470398903,2.843476725028201
3,12.997417884112831,4.876608901824952,4.683164108399417
4,5.0697316230937,0.2640097171020508,0.6875345219438568
5,2.5104068627353904,0.4413373629493713,0.954336191479273
6,24.62449540111084,1.7350096718549728,1.6257311747388954
7,19.086318808215808,1.7492578313903808,6.23226045369881
8,2.9859371608749976,0.44981081205940243,0.9446780695982222
9,23.692607789244846,2.285737515449524,1.6276787001222857
10,18.561047894056326,1.7733700603790283,4.873170134820079
11,2.703722086809682,0.48272953991699213,0.7867832403540482
12,0.5979888258848666,0.06269946876335142,0.1456473609626748
13,2.363521700293017,0.10113125404167178,0.39340114396978765
14,10.204616636051023,1.1563966115760802,1.4554929703657247
15,12.479836693168254,0.9273401708221436,1.2592297054047676
16,14.016249735167957,3.238375104690552,8.693136113898447
17,2.074322390306759,0.2741588261222839,1.1499699333365994
18,12.52526219400043,1.6266406448459623,1.9221701991311817
19,10.375337396000004,2.6073899293060303,4.505239568376226
20,2.0856606993328235,0.2741490319023132,0.5901216297104257
21,4.965203371404457,0.2010988234024047,0.630743937788532
22,2.191600147642088,0.2882852967262268,0.39632169549795193
23,2.9333724939940575,0.5949763437728881,1.1573921584765832
24,4.263307431070567,0.1452797674636841,0.7837643572053636
25,6.783481721095181,0.7929922853660584,1.3338837807910837
26,4.585841318160935,0.59829657736969,1.8440641332468186
27,1.65632797525673,0.16503478324890142,0.3211732301681874
28,9.516932770833542,1.0339927473163606,1.4441258032351028
29,10.254440697449635,1.5969509475135806,1.29226962950822
30,6.13713718806684,1.4204742295837403,1.8026515714630527
31,8.404619183912969,0.9182584580688476,3.4978964464076325
32,1.6416080176509857,0.29450750706863404,0.7100204342122343
33,1.9594527628495697,0.14717476034927368,0.5237991419043074
34,3.838746396565685,0.5745889466838836,1.047136204238606
35,4.075367916138721,0.577464348777771,1.5708398878722745
36,4.4656989806673115,0.9225440395355224,1.3306635649822123
37,3.455470237005639,0.541359837020874,0.7401661099530231
38,10.926146417798043,1.9368772889900208,1.3554921225136307
39,4.351832031982421,0.6547515633392331,0.39117152058246385
40,13.264786153024865,1.050984906906128,2.501647780004352
41,4.037756042095088,0.5033559612541199,1.8002839619023294
42,3.2809361372137076,0.3595544568119049,0.6481048173839691
43,6.289716355983125,0.565216036075592,3.3554301308200647
44,4.341063906107795,0.40572067876434326,1.1733252087546429
