,0,1,2,3,4,5
32,80,err,-0.32194143533706665,0.04940727353096008,1.5759127140045166,0.0034173335880041122
33,80,res,-0.5039452910423279,0.9813461899757385,1.0127044916152954,0.004065851215273142
34,80,rms,-1.4398760795593262,-0.6750414967536926,1.2575091123580933,0.003571080043911934
35,80,final,-0.4905547499656677,1.059559941291809,1.44512140750885,0.0036962854210287333
36,90,err,0.12742796540260315,1.690933346748352,1.7993484735488892,0.0029604805167764425
37,90,res,0.1104990541934967,1.8165162801742554,1.9508429765701294,0.003252854570746422
38,90,rms,-0.13476186990737915,1.6190513372421265,1.9935710430145264,0.0035462211817502975
39,90,final,-0.022473203018307686,1.657063364982605,1.6367641687393188,0.003539053723216057
40,100,err,-0.13933181762695312,1.5350743532180786,1.7368741035461426,0.004542657174170017
41,100,res,-0.48975491523742676,1.517750859260559,1.036852478981018,0.0050987908616662025
42,100,rms,-0.14716152846813202,0.14370423555374146,1.7491588592529297,0.004243192262947559
43,100,final,0.11146803945302963,1.4781813621520996,2.210994005203247,0.004463326185941696
44,110,err,0.3957940638065338,3.0085501670837402,1.1970751285552979,0.0741877481341362
45,110,res,0.4977898597717285,2.3698713779449463,1.3318731784820557,0.08092566579580307
46,110,rms,0.3732520639896393,1.5453195571899414,1.0106620788574219,0.06826358288526535
47,110,final,0.3085345923900604,1.1686936616897583,0.34724605083465576,0.06384613364934921
48,120,err,0.4189833104610443,1.5704196691513062,1.3024886846542358,0.005697751417756081
49,120,res,0.4117298126220703,1.5058798789978027,1.2309844493865967,0.007118189241737127
50,120,rms,-0.12193658947944641,0.44023576378822327,1.2778542041778564,0.005665723700076342
51,120,final,0.3551255762577057,1.9006502628326416,0.5762344598770142,0.005473818629980087
52,130,err,0.2427268922328949,1.2143772840499878,0.07560410350561142,0.019219381734728813
53,130,res,0.1982983648777008,1.6282111406326294,0.12899896502494812,0.019490281119942665
54,130,rms,0.28031325340270996,1.6094368696212769,0.03854306787252426,0.019780101254582405
55,130,final,0.31215277314186096,1.5955802202224731,-0.25203782320022583,0.019770069047808647
56,140,err,0.44322916865348816,0.9498934149742126,-0.013972797431051731,0.1384105384349823
57,140,res,0.6567610502243042,1.0879406929016113,0.18168389797210693,0.15566539764404297
58,140,rms,0.521902859210968,0.8782097101211548,0.22268807888031006,0.14111316204071045
59,140,final,0.46134278178215027,1.2441511154174805,-0.033376242965459824,0.13830052316188812
60,150,err,0.6735052466392517,1.0120187997817993,0.6357120275497437,0.002378351055085659
61,150,res,0.5517523288726807,0.826734721660614,1.4937596321105957,0.0029845074750483036
62,150,rms,0.20239800214767456,0.6519901156425476,1.4478517770767212,0.002867563161998987
63,150,final,0.08475473523139954,0.6097009181976318,1.404632568359375,0.0026516090147197247
64,160,err,0.2716394066810608,0.6806893944740295,1.1275750398635864,0.0037765447050333023
65,160,res,0.4934924244880676,0.7695185542106628,1.172460675239563,0.0036878837272524834
66,160,rms,-0.09835231304168701,0.4577377140522003,1.3567310571670532,0.004022986628115177
67,160,final,0.1355028599500656,0.5569562315940857,1.324318766593933,0.003781367791816592
68,170,err,0.13741517066955566,0.6581923961639404,1.0148128271102905,0.003564846934750676
69,170,res,0.2217174470424652,0.8564125299453735,0.7805517911911011,0.0040438370779156685
70,170,rms,-0.3508375585079193,0.47022387385368347,0.7483344674110413,0.0037267254665493965
71,170,final,0.10327543318271637,0.7004438042640686,1.0862127542495728,0.0037162182852625847
72,180,err,0.15025129914283752,0.7882383465766907,0.9262286424636841,0.0011605469044297934
73,180,res,-0.9214093089103699,0.3320979177951813,0.5271102786064148,0.0014521817211061716
74,180,rms,0.18876665830612183,0.3865257501602173,0.8256808519363403,0.00122361583635211
75,180,final,-0.09388892352581024,0.4985032379627228,0.9741466045379639,0.0013496740721166134
76,190,err,1.3149043321609497,1.6659810543060303,0.027865532785654068,0.009233236312866211
77,190,res,1.1759178638458252,1.4669126272201538,0.24245265126228333,0.00925907026976347
78,190,rms,1.2585147619247437,1.2911527156829834,0.35340166091918945,0.009209069423377514
79,190,final,1.2006444931030273,1.5542535781860352,0.33289456367492676,0.009243602864444256
80,200,err,1.2776219844818115,1.2226706743240356,0.586147129535675,0.03818628937005997
81,200,res,0.7901785969734192,0.04825150594115257,-0.13230842351913452,0.04078804701566696
82,200,rms,0.9257653951644897,1.042725682258606,-0.22099916636943817,0.03592443838715553
83,200,final,0.8075031638145447,0.7733502984046936,-0.24754151701927185,0.03627794235944748
84,210,err,-0.04609328880906105,0.6882925033569336,0.9582489728927612,0.0007612262852489948
85,210,res,-1.0404119491577148,0.35548868775367737,0.7714825868606567,0.0015735751949250698
86,210,rms,0.44550707936286926,0.8310819864273071,0.7484208345413208,0.0008474714122712612
87,210,final,-0.10672678798437119,0.7064909934997559,1.278651237487793,0.0008686317596584558
88,220,err,0.6926741600036621,1.318597435951233,1.0266919136047363,0.0011500839609652758
89,220,res,-1.068828821182251,-0.0010166428983211517,0.7098289132118225,0.0007369362283498049
90,220,rms,0.16356487572193146,0.8674954175949097,0.7620023488998413,0.0012006115866824985
91,220,final,-0.12320113182067871,0.44549357891082764,1.1219035387039185,0.0011886813445016742
92,230,err,0.9622998237609863,1.2818293571472168,1.4022678136825562,0.0009109843522310257
93,230,res,1.503840684890747,1.771229863166809,1.6941349506378174,0.0006712347385473549
94,230,rms,-0.296030730009079,0.12475927919149399,1.1599416732788086,0.0009981696493923664
95,230,final,0.9231938123703003,1.323447585105896,1.6076072454452515,0.0009322178084403276
96,240,err,0.3115376830101013,0.6362717747688293,0.700928807258606,0.00019162450917065144
97,240,res,0.03311953693628311,0.07512863725423813,0.4384686052799225,0.00016861222684383392
98,240,rms,0.8570586442947388,0.829301655292511,0.5366542935371399,0.00029043806716799736
99,240,final,0.38790175318717957,0.6504462361335754,0.5941058397293091,0.00025615119375288486
100,250,err,-0.27388280630111694,0.4046582877635956,0.994313657283783,0.001779984449967742
101,250,res,-0.37613430619239807,0.6768262386322021,0.8858442902565002,0.0018078733701258898
102,250,rms,-0.5229629874229431,0.3228367865085602,0.4733229875564575,0.0016454430297017097
103,250,final,0.08641275763511658,1.013060450553894,1.0069955587387085,0.00165472156368196
104,260,err,-0.657872200012207,0.24597762525081635,0.9148818850517273,0.0015147902304306626
105,260,res,0.2412741780281067,0.7208739519119263,1.0923585891723633,0.0013838434824720025
106,260,rms,1.1147816181182861,1.9762356281280518,1.4509992599487305,0.0013100712094455957
107,260,final,0.39809736609458923,1.0599311590194702,1.2478997707366943,0.0014861766248941422
108,270,err,1.229641318321228,1.683725118637085,1.5884301662445068,0.0018030744977295399
109,270,res,-0.14438970386981964,1.1080191135406494,1.092106580734253,0.0017182803712785244
110,270,rms,1.0987515449523926,1.9846655130386353,1.6586076021194458,0.0017219523433595896
111,270,final,1.2002205848693848,1.9894400835037231,1.8004205226898193,0.0016302121803164482
112,280,err,0.7317094206809998,2.4787354469299316,2.516145944595337,0.020954379811882973
113,280,res,0.5712820887565613,0.9956381916999817,1.0950050354003906,0.016782589256763458
114,280,rms,0.5082674026489258,1.322864055633545,1.0066502094268799,0.01785515993833542
115,280,final,0.6260634660720825,0.47400355339050293,0.75529545545578,0.01777394488453865
116,290,err,1.3244150876998901,1.8835959434509277,0.6714588403701782,0.0011667024809867144
117,290,res,0.7122085690498352,0.17631159722805023,0.7622976303100586,0.001200796221382916
118,290,rms,1.1035914421081543,1.8153573274612427,0.39341387152671814,0.0012015423271805048
119,290,final,1.8439688682556152,2.7851531505584717,0.8084365725517273,0.0012740644160658121
120,300,err,1.1925086975097656,2.4387903213500977,0.22185716032981873,0.0006203132797963917
121,300,res,0.889777421951294,1.2969202995300293,0.4196052849292755,0.0005820099031552672
122,300,rms,0.4333553612232208,1.30232572555542,0.21272730827331543,0.0006704345578327775
123,300,final,0.838540256023407,1.2932689189910889,1.2288427352905273,0.0006028315401636064
124,310,err,0.5664412379264832,1.1443731784820557,0.9470047354698181,0.00015014811651781201
125,310,res,-1.1205494403839111,-1.0496031045913696,0.29066604375839233,0.0003252627211622894
126,310,rms,1.2709826231002808,1.7479119300842285,1.5000098943710327,0.00021623645443469286
127,310,final,1.330868124961853,1.633994460105896,1.6956887245178223,0.00023109806352294981
128,320,err,0.900046169757843,0.8077035546302795,0.6866350769996643,0.000585999630857259
129,320,res,3.096374750137329,4.409849166870117,1.2314127683639526,0.0008459863602183759
130,320,rms,-1.3407231569290161,-1.0066050291061401,0.27476972341537476,0.0006721122190356255
131,320,final,2.482445240020752,3.081712245941162,1.393286108970642,0.0005540903657674789
132,330,err,1.1821355819702148,1.4944324493408203,0.6813095211982727,0.0008941033156588674
133,330,res,0.15918411314487457,0.2556062936782837,0.5153594017028809,0.0009609491098672152
134,330,rms,0.7338383793830872,0.9199804663658142,0.6745390892028809,0.0009106732904911041
135,330,final,0.8874326944351196,1.7820216417312622,0.6561599969863892,0.0010530900908634067
136,340,err,1.5227211713790894,2.1194140911102295,1.128179669380188,0.000770663726143539
137,340,res,-3.513408899307251,-6.049349308013916,-0.775859534740448,0.000872317876201123
138,340,rms,-1.4236208200454712,-1.305274248123169,-0.2363155037164688,0.0006553805433213711
139,340,final,1.6366044282913208,1.1373156309127808,1.2435051202774048,0.0006179423071444035
