,0,1,2,3,4,5
0,0,err,0.6864376664161682,1.3248677253723145,1.9105595350265503,0.05273633450269699
1,0,res,0.7537815570831299,0.9278451204299927,1.185287356376648,0.021278485655784607
2,0,rms,0.1838580220937729,0.13591627776622772,0.40593570470809937,0.0381816141307354
3,0,final,0.3030456602573395,0.5809779763221741,1.0115935802459717,0.0331917479634285
4,10,err,0.9843804836273193,0.6447998881340027,1.08795166015625,0.09103479981422424
5,10,res,0.710635244846344,0.3506467342376709,0.46169033646583557,0.12247555702924728
6,10,rms,1.1726959943771362,1.0053421258926392,1.430310845375061,0.11769887804985046
7,10,final,0.7995761036872864,0.3208868205547333,0.6612942814826965,0.08143805712461472
8,20,err,0.9260867834091187,0.6347641348838806,0.7165212631225586,0.05724114552140236
9,20,res,1.1178966760635376,0.6410691142082214,0.6570923924446106,0.04927569255232811
10,20,rms,1.2429189682006836,1.0698622465133667,0.990727961063385,0.04875149577856064
11,20,final,1.2061327695846558,1.1742780208587646,1.1697173118591309,0.03888905793428421
12,30,err,-0.16182392835617065,-0.07607713341712952,1.9025182723999023,0.012155629694461823
13,30,res,0.2994334101676941,1.1536401510238647,0.9240627884864807,0.011054587550461292
14,30,rms,0.4059229791164398,1.7108145952224731,0.7730107307434082,0.009920039214193821
15,30,final,0.3427754044532776,0.9499861001968384,0.6173158288002014,0.009632051922380924
16,40,err,0.3891289532184601,1.016333818435669,0.6791336536407471,0.022800184786319733
17,40,res,0.31668850779533386,1.0577319860458374,0.6854234337806702,0.020716575905680656
18,40,rms,0.43268948793411255,1.295773983001709,0.6732181310653687,0.0224877018481493
19,40,final,0.3915010988712311,0.8990373015403748,0.6570577025413513,0.02273339405655861
20,50,err,0.29061996936798096,0.6447038054466248,0.7393094897270203,0.023281022906303406
21,50,res,0.3373578190803528,0.8176772594451904,0.8891942501068115,0.026435887441039085
22,50,rms,0.35377466678619385,0.7515872716903687,0.726559579372406,0.02308906614780426
23,50,final,0.3384670913219452,0.7377647757530212,0.8803113698959351,0.02324702776968479
24,60,err,0.6027678847312927,1.082112431526184,0.8717526197433472,0.0208734218031168
25,60,res,0.5604536533355713,1.1017951965332031,1.1325989961624146,0.018816998228430748
26,60,rms,0.4772898554801941,1.3888351917266846,1.023276448249817,0.021484244614839554
27,60,final,0.5898642539978027,1.0401382446289062,0.791234016418457,0.020622601732611656
28,70,err,0.8719048500061035,1.294263243675232,1.2585158348083496,0.008748945780098438
29,70,res,1.1623903512954712,1.2833091020584106,1.0653011798858643,0.009484883397817612
30,70,rms,0.8234636783599854,1.7511231899261475,1.6653375625610352,0.008360980078577995
31,70,final,1.0877529382705688,1.2244527339935303,1.6772372722625732,0.008844932541251183
