,Epoch,Batch,Set,Calculated Points,Calculated CFFs,MAE,Max Residual,NRMSE
0,10,1,0,"[0.7759256  0.70124865 0.6010627  0.4965301  0.40144822 0.3217516
 0.25816366 0.20889026 0.17133743 0.14296234 0.12159903 0.10552432
 0.09341683 0.08428381 0.07738811 0.07218602 0.06827842 0.06537402
 0.06326221 0.0617937  0.06086685 0.06041854 0.06041854 0.06086685
 0.0617937  0.06326221 0.06537402 0.06827842 0.07218601 0.07738811
 0.08428378 0.09341682 0.10552432 0.12159896 0.1429623  0.17133743
 0.2088902  0.25816354 0.3217516  0.401448   0.49653003 0.6010627
 0.70124865 0.7759255  0.80387974]",[2.4651701  0.02822744 0.04387733 0.06293907],0.039769871721435125,0.11044771505355838,0.22612785720228207
1,10,1,100,"[0.05447577 0.04797659 0.03983777 0.03197589 0.02531748 0.0200575
 0.01604996 0.01305067 0.01082341 0.00917327 0.00794998 0.00704129
 0.00636464 0.00585967 0.00548238 0.0052007  0.00499127 0.00483714
 0.00472608 0.00464945 0.00460138 0.00457822 0.00457822 0.00460138
 0.00464945 0.00472608 0.00483714 0.00499127 0.0052007  0.00548238
 0.00585967 0.00636464 0.00704129 0.00794997 0.00917327 0.01082341
 0.01305067 0.01604996 0.0200575  0.02531748 0.03197588 0.03983778
 0.04797663 0.05447577 0.05701224]",[1.8082579  2.9874237  0.40645742 0.00541124],0.001167569414321793,0.003276869400596613,0.09233281033530122
2,10,1,200,"[0.01087859 0.01014702 0.00909352 0.00789143 0.00668728 0.00557698
 0.00460784 0.00379224 0.00312224 0.00258039 0.00214651 0.00180122
 0.00152751 0.00131119 0.00114078 0.0010072  0.00090337 0.00082386
 0.00076458 0.00072251 0.00069557 0.00068242 0.00068242 0.00069557
 0.00072251 0.00076458 0.00082386 0.00090337 0.0010072  0.00114078
 0.00131119 0.00152751 0.00180122 0.00214651 0.00258039 0.00312224
 0.00379224 0.00460783 0.00557698 0.00668728 0.00789143 0.00909353
 0.01014703 0.01087861 0.01114182]",[7.3525202e-01 1.7515758e+00 2.6395723e-01 2.3736432e-04],0.0002349030077849706,0.0023018810519099247,0.1192574151842756
3,10,3,0,"[0.75608176 0.6824816  0.58366233 0.48042837 0.38636586 0.30734578
 0.24411997 0.19496062 0.15734527 0.12879309 0.10718631 0.09083674
 0.0784473  0.06904145 0.06189244 0.05646304 0.0523579  0.04928776
 0.04704303 0.04547481 0.04448152 0.04400001 0.04400001 0.04448152
 0.0454748  0.04704303 0.04928776 0.05235789 0.05646303 0.06189244
 0.0690414  0.07844728 0.09083674 0.10718624 0.12879306 0.15734527
 0.19496056 0.24411988 0.30734578 0.38636568 0.4804283  0.58366233
 0.6824816  0.75608176 0.7836223 ]",[ 2.408698   -0.27561897 -0.27981508  0.03921489],0.02406231370875783,0.0930473311042786,0.16153589601385512
4,10,3,100,"[ 4.46743034e-02  3.88151929e-02  3.14775184e-02  2.43888572e-02
  1.83844902e-02  1.36402920e-02  1.00248214e-02  7.31812371e-03
  5.30736847e-03  3.81696247e-03  2.71149911e-03  1.88984803e-03
  1.27759809e-03  8.20355956e-04  4.78457659e-04  2.22990522e-04
  3.28959431e-05 -1.07122003e-04 -2.08084937e-04 -2.77791638e-04
 -3.21544474e-04 -3.42632877e-04 -3.42632877e-04 -3.21544474e-04
 -2.77791871e-04 -2.08084937e-04 -1.07122585e-04  3.28954775e-05
  2.22990289e-04  4.78457659e-04  8.20355024e-04  1.27759669e-03
  1.88984803e-03  2.71149585e-03  3.81696038e-03  5.30736847e-03
  7.31811579e-03  1.00248195e-02  1.36402920e-02  1.83844883e-02
  2.43888553e-02  3.14775221e-02  3.88152301e-02  4.46743034e-02
  4.69609052e-02]",[1.2638097e+00 2.3976376e+00 9.3307501e-01 3.3824891e-04],0.005141550394060498,0.011519477895021439,0.36546016077871485
5,10,3,200,"[ 1.1616181e-02  1.0628045e-02  9.2081837e-03  7.5934911e-03
  5.9834509e-03  4.5076199e-03  3.2287142e-03  2.1616805e-03
  1.2938324e-03  5.9987279e-04  5.1112147e-05 -3.7968764e-04
 -7.1624981e-04 -9.7823190e-04 -1.1814286e-03 -1.3382644e-03
 -1.4583592e-03 -1.5490511e-03 -1.6158412e-03 -1.6627428e-03
 -1.6925510e-03 -1.7070288e-03 -1.7070288e-03 -1.6925510e-03
 -1.6627430e-03 -1.6158412e-03 -1.5490514e-03 -1.4583593e-03
 -1.3382646e-03 -1.1814286e-03 -9.7823259e-04 -7.1625004e-04
 -3.7968764e-04  5.1111216e-05  5.9987186e-04  1.2938324e-03
  2.1616777e-03  3.2287119e-03  4.5076199e-03  5.9834491e-03
  7.5934958e-03  9.2081968e-03  1.0628054e-02  1.1616204e-02
  1.1972107e-02]",[ 2.5673542e+00  1.8929020e+00  2.6658612e-01 -1.5539266e-03],0.00177255595703382,0.002460734830423951,0.4950459441579036
6,10,5,0,"[0.7281985  0.65450823 0.5556656  0.45256704 0.35883087 0.2803074
 0.21770076 0.16923021 0.13232726 0.1044763  0.08353563 0.06780229
 0.05597098 0.04706162 0.04034682 0.03529042 0.03149909 0.02868591
 0.02664359 0.02522526 0.02433097 0.02389868 0.02389868 0.02433097
 0.02522526 0.02664359 0.02868591 0.03149909 0.03529041 0.04034682
 0.04706159 0.05597097 0.06780229 0.08353557 0.10447627 0.13232726
 0.16923015 0.21770068 0.2803074  0.35883066 0.45256704 0.5556656
 0.65450823 0.72819847 0.75578606]",[2.406928   0.04264345 0.16920985 0.02822374],0.015082108734892732,0.06505061222076419,0.09834459399750758
7,10,5,100,"[ 0.02915082  0.02399394  0.0175337   0.01128948  0.00599639  0.00180981
 -0.00138508 -0.00378104 -0.00556469 -0.00689005 -0.00787592 -0.00861109
 -0.00916089 -0.00957312 -0.00988266 -0.01011497 -0.0102886  -0.01041703
 -0.01051001 -0.01057441 -0.01061495 -0.01063452 -0.01063452 -0.01061495
 -0.01057441 -0.01051001 -0.01041703 -0.0102886  -0.01011497 -0.00988266
 -0.00957312 -0.00916089 -0.00861109 -0.00787593 -0.00689005 -0.00556469
 -0.00378105 -0.00138508  0.00180981  0.00599639  0.01128948  0.0175337
  0.02399398  0.02915082  0.03116308]",[ 0.64739937  2.497506    1.0789055  -0.01027823],0.016609469895329528,0.025627275006151196,1.1157157820796664
8,10,5,200,"[0.02708296 0.02589394 0.0241876  0.02225095 0.02032514 0.01856606
 0.01704837 0.01578876 0.01477062 0.01396227 0.0133282  0.01283488
 0.01245323 0.01215926 0.01193375 0.01176164 0.01163132 0.01153395
 0.01146294 0.01141348 0.01138225 0.01136714 0.01136714 0.01138225
 0.01141348 0.01146294 0.01153395 0.01163132 0.01176164 0.01193375
 0.01215926 0.01245323 0.01283488 0.0133282  0.01396227 0.01477062
 0.01578876 0.01704836 0.01856606 0.02032514 0.02225096 0.02418761
 0.02589395 0.02708299 0.02751152]",[3.774768  2.794576  0.8787823 0.01208  ],0.011970758184738847,0.015893264777946472,3.10419803472769
9,10,7,0,"[0.7287371  0.65437496 0.55476975 0.45110196 0.3571362  0.27873686
 0.21654561 0.16869342 0.13252772 0.10546491 0.08531372 0.07033756
 0.05920995 0.05093847 0.04478946 0.04022438 0.03684982 0.03438004
 0.03260951 0.03139315 0.03063257 0.03026683 0.03026683 0.03063257
 0.03139316 0.03260951 0.03438004 0.03684981 0.04022437 0.04478946
 0.05093845 0.05920994 0.07033756 0.08531366 0.10546488 0.13252772
 0.16869336 0.21654555 0.27873686 0.35713598 0.4511019  0.55476975
 0.65437496 0.72873694 0.7565948 ]",[2.4070337  0.38324562 0.8488588  0.0475409 ],0.012626991301835373,0.06415475440979007,0.08966157663081245
10,10,7,100,"[ 0.01098432  0.00746782  0.0030528  -0.00123014 -0.00488016 -0.00778833
 -0.0100288  -0.01172892 -0.0130126  -0.0139823  -0.01471723 -0.01527675
 -0.01570471 -0.01603333 -0.01628626 -0.01648087 -0.01662992 -0.01674272
 -0.01682609 -0.01688485 -0.01692231 -0.01694054 -0.01694054 -0.01692231
 -0.01688485 -0.01682609 -0.01674272 -0.01662992 -0.01648087 -0.01628626
 -0.01603333 -0.01570471 -0.01527675 -0.01471723 -0.0139823  -0.0130126
 -0.01172893 -0.0100288  -0.00778833 -0.00488016 -0.00123014  0.0030528
  0.00746785  0.01098432  0.01235506]",[-0.6736072   2.2135363   0.8292046  -0.01780455],0.025493515646060096,0.04403993688941003,1.7406379743250546
11,10,7,200,"[-0.00939676 -0.01036773 -0.01176293 -0.01334961 -0.01493177 -0.01638209
 -0.01763894 -0.01868764 -0.01954062 -0.02022274 -0.02076218 -0.0211857
 -0.02151661 -0.02177422 -0.02197404 -0.02212829 -0.02224641 -0.02233563
 -0.02240134 -0.02244748 -0.02247681 -0.02249105 -0.02249105 -0.02247681
 -0.02244748 -0.02240134 -0.02233563 -0.02224641 -0.02212829 -0.02197404
 -0.02177422 -0.02151661 -0.0211857  -0.02076218 -0.02022274 -0.01954062
 -0.01868764 -0.01763895 -0.01638209 -0.01493177 -0.01334961 -0.01176292
 -0.01036772 -0.00939674 -0.00904703]",[ 2.377776    2.0512424   0.49689963 -0.02234592],0.022582067885384402,0.023244760609417915,5.806732002565907
12,10,9,0,"[0.69955087 0.632263   0.542093   0.44817868 0.3629689  0.2917817
 0.23521775 0.19160709 0.15856719 0.13377345 0.11525191 0.10143647
 0.09112956 0.08343416 0.07768632 0.07339799 0.07021216 0.06786916
 0.06618193 0.06501829 0.06428847 0.06393686 0.06393686 0.06428847
 0.06501828 0.06618193 0.06786914 0.07021215 0.07339798 0.07768632
 0.08343413 0.09112954 0.10143647 0.11525186 0.13377342 0.15856719
 0.19160703 0.23521769 0.2917817  0.3629687  0.44817865 0.542093
 0.632263   0.69955075 0.7247529 ]",[2.1135457  0.38056245 0.59795123 0.07571232],0.027525169622344966,0.05567169046783446,0.14714062403631245
13,10,9,100,"[0.07086791 0.06577994 0.05940773 0.05325133 0.04803607 0.04391477
 0.04077338 0.03842105 0.03667302 0.03537691 0.03441516 0.0337
 0.03316683 0.03276842 0.03247033 0.03224747 0.03208152 0.03195922
 0.03187098 0.03181002 0.03177175 0.0317533  0.0317533  0.03177175
 0.03181002 0.03187098 0.03195922 0.03208152 0.03224747 0.03247033
 0.03276842 0.03316683 0.0337     0.03441516 0.03537691 0.03667302
 0.03842104 0.04077338 0.04391477 0.04803607 0.05325133 0.05940773
 0.06577998 0.07086791 0.07285353]",[0.52537364 2.8819792  1.3138647  0.03227948],0.025589073251750947,0.02848719510386467,1.6971287815243095
14,10,9,200,"[-0.05612984 -0.05703489 -0.05833603 -0.05981688 -0.06129506 -0.06265192
 -0.06382976 -0.0648145  -0.06561735 -0.06626111 -0.06677173 -0.06717395
 -0.06748933 -0.06773577 -0.06792767 -0.06807639 -0.06819072 -0.06827737
 -0.0683414  -0.06838648 -0.06841519 -0.06842916 -0.06842916 -0.06841519
 -0.06838648 -0.0683414  -0.06827737 -0.06819072 -0.06807639 -0.06792767
 -0.06773577 -0.06748933 -0.06717395 -0.06677173 -0.06626111 -0.06561735
 -0.06481451 -0.06382976 -0.06265192 -0.06129506 -0.05981687 -0.05833602
 -0.05703488 -0.05612982 -0.05580393]",[ 1.9367311   1.9348081   0.3986767  -0.06845145],0.06873141703594271,0.06924762852425576,17.663756726996567
15,60,1,0,"[0.68194264 0.6139664  0.52293277 0.42821515 0.3423991  0.2708404
 0.21411657 0.17051    0.137588   0.11298311 0.0946884  0.08111405
 0.07104631 0.06357753 0.05803714 0.05393314 0.05090635 0.04869609
 0.04711492 0.04603063 0.04535358 0.04502831 0.04502831 0.04535358
 0.04603063 0.04711492 0.04869609 0.05090635 0.05393313 0.05803714
 0.06357752 0.07104629 0.08111405 0.09468836 0.11298309 0.137588
 0.17050993 0.21411648 0.2708404  0.34239897 0.42821512 0.52293277
 0.6139664  0.6819425  0.7074104 ]",[2.0673823  0.21487582 1.0249563  0.06241078],0.013681011856989328,0.06319660485458367,0.0998033107716196
16,60,1,100,"[0.06070423 0.05370842 0.04495582 0.03651397 0.02938058 0.02376305
 0.01950074 0.01632744 0.01398607 0.01226469 0.01100005 0.01007036
 0.00938614 0.00888212 0.00851082 0.00823774 0.00803781 0.00789289
 0.00778995 0.00771981 0.00767624 0.00765538 0.00765538 0.00767624
 0.00771981 0.00778995 0.00789289 0.00803781 0.00823774 0.00851082
 0.00888212 0.00938614 0.01007036 0.01100005 0.01226469 0.01398607
 0.01632744 0.01950073 0.02376305 0.02938058 0.03651397 0.04495582
 0.05370847 0.06070423 0.0634357 ]",[2.106567   3.0328124  1.3695326  0.00942129],0.004555218945178934,0.009505331262207026,0.30902398946371556
17,60,1,200,"[0.01114398 0.010478   0.00951878 0.00842397 0.00732689 0.00631484
 0.00543094 0.00468659 0.00407464 0.00357931 0.0031823  0.00286604
 0.00261506 0.00241649 0.0022599  0.00213701 0.0020414  0.00196811
 0.00191342 0.00187459 0.0018497  0.00183755 0.00183755 0.0018497
 0.00187459 0.00191342 0.00196811 0.0020414  0.00213701 0.0022599
 0.00241649 0.00261506 0.00286604 0.0031823  0.00357931 0.00407464
 0.00468659 0.00543094 0.00631484 0.00732689 0.00842398 0.00951879
 0.01047801 0.011144   0.01138359]",[6.3883647e-02 1.5809258e+00 1.4610407e+00 1.3873428e-03],0.00088793852306209,0.0020601069175720226,0.24966994226597472
18,60,3,0,"[0.8304695  0.74204963 0.624011   0.50180644 0.39186648 0.30105156
 0.22992715 0.17606488 0.13613679 0.10694193 0.0857887  0.07056044
 0.05965319 0.05187725 0.04636135 0.0424722  0.03975213 0.03787231
 0.03659869 0.03576778 0.03526963 0.03503662 0.03503662 0.03526963
 0.03576778 0.03659869 0.03787229 0.03975212 0.04247218 0.04636135
 0.05187726 0.05965318 0.07056044 0.08578867 0.10694189 0.13613679
 0.17606482 0.22992706 0.30105156 0.39186624 0.5018064  0.624011
 0.74204963 0.83046937 0.8636471 ]",[2.9238534  1.1916163  2.9020932  0.09266982],0.02872249041056315,0.1351606344566345,0.2388610143056976
