,Epoch,Batch,Set,Calculated Points,Calculated CFFs,MAE,Max Residual,NRMSE
0,10,1,0,"[4.2647614  2.9458683  1.9317302  1.292522   0.89826095 0.648186
 0.48349166 0.37110522 0.2920318  0.23496276 0.19290823 0.16139305
 0.13746276 0.11911409 0.1049585  0.09401622 0.08558732 0.07916819
 0.07439694 0.07101718 0.06885406 0.06779865 0.06779864 0.06885406
 0.07101718 0.07439691 0.07916817 0.08558729 0.09401619 0.1049585
 0.11911406 0.13746275 0.16139305 0.19290808 0.23496276 0.2920318
 0.37110513 0.48349097 0.648186   0.898257   1.292522   1.9317302
 2.945868   4.2647614  5.004534  ]",[0.9988383  0.4281527  1.5390234  0.02697808],0.041211482947508524,0.3079237677001956,0.1007838166944751
1,10,1,100,"[0.00647495 0.0064171  0.00632569 0.00620739 0.00606998 0.00592142
 0.00576895 0.00561861 0.00547501 0.00534134 0.00521954 0.00511053
 0.0050145  0.00493114 0.00485982 0.00479976 0.00475011 0.00471009
 0.00467898 0.00465619 0.00464125 0.00463386 0.00463386 0.00464125
 0.00465619 0.00467898 0.00471009 0.00475011 0.00479976 0.00485982
 0.00493114 0.0050145  0.00511053 0.00521954 0.00534134 0.00547501
 0.00561861 0.00576895 0.00592142 0.00606998 0.00620739 0.00632569
 0.0064171  0.00647496 0.00649477]",[-1.1487333   0.7128962   2.0969186   0.00430014],0.0005996942748351098,0.0020645620105302336,0.14224540604631458
2,10,1,200,"[0.12471674 0.10550232 0.08381452 0.06551851 0.05223364 0.04331966
 0.0375732  0.03393871 0.03165975 0.03023732 0.0293537  0.02880919
 0.02847844 0.02828243 0.02817095 0.02811188 0.02808448 0.0280753
 0.02807562 0.0280798  0.02808428 0.028087   0.028087   0.02808428
 0.0280798  0.02807562 0.0280753  0.02808448 0.02811188 0.02817095
 0.02828243 0.02847844 0.02880919 0.02935369 0.03023732 0.03165975
 0.03393871 0.0375732  0.04331966 0.05223362 0.06551848 0.08381452
 0.10550228 0.12471673 0.13265844]",[ 1.0896785   4.9920344  -0.07921582  0.03071417],0.007039002373725573,0.010107173702335354,0.14390774706477386
3,10,1,300,"[0.00097958 0.00096849 0.00095112 0.00092892 0.00090352 0.00087651
 0.0008493  0.00082296 0.00079825 0.00077564 0.00075537 0.00073749
 0.00072194 0.0007086  0.0006973  0.00068785 0.0006801  0.00067389
 0.00066908 0.00066557 0.00066327 0.00066214 0.00066214 0.00066327
 0.00066557 0.00066908 0.00067389 0.0006801  0.00068785 0.0006973
 0.0007086  0.00072194 0.00073749 0.00075537 0.00077564 0.00079825
 0.00082296 0.0008493  0.00087651 0.00090352 0.00092892 0.00095112
 0.00096849 0.00097958 0.0009834 ]",[-1.6459591e+00  1.4299028e-01  2.7926524e+00  5.6793913e-04],0.00011509306042443383,0.00044060680895626554,0.1995938610090095
4,10,3,0,"[4.1856647  2.9071023  1.9238852  1.3040454  0.92159486 0.67887217
 0.51888615 0.40958893 0.33257797 0.2769001  0.23578718 0.2049073
 0.18140137 0.16333115 0.14935337 0.13852015 0.13015431 0.12376848
 0.1190124  0.11563776 0.11347527 0.11241936 0.11241934 0.11347527
 0.11563776 0.11901236 0.12376846 0.13015428 0.13852012 0.14935337
 0.16333112 0.18140137 0.2049073  0.23578703 0.2769001  0.33257797
 0.40958887 0.5188855  0.67887217 0.921591   1.3040454  1.9238852
 2.9071019  4.1856647  4.9027925 ]",[0.721295   0.09301257 0.956284   0.06258383],0.04315226682375801,0.2061824537658694,0.08504662944014432
5,10,3,100,"[0.0059484  0.00590311 0.0058315  0.0057387  0.00563076 0.00551381
 0.00539351 0.00527457 0.00516063 0.00505422 0.00495691 0.00486951
 0.00479223 0.00472489 0.00466706 0.00461817 0.00457764 0.00454486
 0.00451931 0.00450056 0.00448825 0.00448215 0.00448215 0.00448825
 0.00450056 0.00451931 0.00454486 0.00457764 0.00461817 0.00466706
 0.00472489 0.00479223 0.00486951 0.00495691 0.00505422 0.00516063
 0.00527457 0.00539351 0.00551381 0.00563076 0.0057387  0.0058315
 0.00590311 0.0059484  0.0059639 ]",[-1.4116255  -0.5859168   2.2164786   0.00403589],0.0008598255593404505,0.0025785533515250685,0.19214721619020797
6,10,3,200,"[0.11446056 0.1004169  0.08440632 0.07068567 0.06050015 0.05346244
 0.04875217 0.04562981 0.04355489 0.04216384 0.04122028 0.04057211
 0.0401213  0.03980419 0.039579   0.03941799 0.03930254 0.03922008
 0.03916206 0.03912276 0.03909842 0.03908679 0.03908679 0.03909842
 0.03912276 0.03916206 0.03922008 0.03930254 0.03941799 0.039579
 0.03980419 0.0401213  0.04057211 0.04122028 0.04216384 0.04355489
 0.04562981 0.04875217 0.05346244 0.06050013 0.07068564 0.08440632
 0.10041688 0.11446054 0.12023714]",[ 0.31024528  1.5841135  -0.14075303  0.03923335],0.003979892429735398,0.012010457201957703,0.08851042755550453
7,10,3,300,"[-0.00071784 -0.00073001 -0.00074906 -0.00077339 -0.0008012  -0.00083073
 -0.00086045 -0.00088917 -0.00091606 -0.00094062 -0.0009626  -0.00098194
 -0.00099872 -0.00101308 -0.00102523 -0.00103535 -0.00104365 -0.00105029
 -0.00105542 -0.00105916 -0.0010616  -0.00106281 -0.00106281 -0.0010616
 -0.00105916 -0.00105542 -0.00105029 -0.00104365 -0.00103535 -0.00102523
 -0.00101308 -0.00099872 -0.00098194 -0.0009626  -0.00094062 -0.00091606
 -0.00088917 -0.00086045 -0.00083073 -0.0008012  -0.00077339 -0.00074906
 -0.00073001 -0.00071784 -0.00071365]",[-1.5613167e+00  6.4714342e-01  2.7766380e+00 -1.1480134e-03],0.0018143896503524416,0.0021407880319426953,2.0563948810103034
8,10,5,0,"[4.076012   2.8277671  1.8678337  1.2626302  0.8891632  0.6520939
 0.49578795 0.38896206 0.31365404 0.2591738  0.21891645 0.18865502
 0.16559999 0.14786033 0.13412562 0.12347116 0.11523622 0.10894535
 0.10425675 0.10092811 0.0987942  0.09775197 0.09775195 0.0987942
 0.10092811 0.10425671 0.10894533 0.11523619 0.12347112 0.13412562
 0.14786032 0.16559997 0.18865502 0.2189163  0.2591738  0.31365404
 0.388962   0.4957873  0.6520939  0.8891594  1.2626302  1.8678337
 2.827767   4.076012   4.776127  ]",[0.43386328 0.12403423 1.0239223  0.04558069],0.025334762419944337,0.12363022422790526,0.05836884227845811
9,10,5,100,"[0.01549783 0.01549799 0.01549803 0.01549763 0.01549648 0.01549432
 0.01549098 0.01548643 0.01548073 0.01547404 0.01546661 0.01545868
 0.01545055 0.01544248 0.01543471 0.01542748 0.01542096 0.01541531
 0.01541064 0.01540707 0.01540465 0.01540343 0.01540343 0.01540465
 0.01540707 0.01541064 0.01541531 0.01542096 0.01542748 0.01543471
 0.01544248 0.01545055 0.01545868 0.01546661 0.01547404 0.01548073
 0.01548643 0.01549098 0.01549432 0.01549648 0.01549763 0.01549803
 0.01549799 0.01549783 0.01549774]",[-2.1604364  -0.7751633   1.5399215   0.01465893],0.009536153557047265,0.010924535271744728,1.62348016668913
