,ReH,ReE,ReHtilde,SetNum
0,0.734508752822876,0.3458481729030609,1.0928255319595337,258
1,1.0303224325180054,0.6909601092338562,2.949235677719116,258
2,0.7503272891044617,0.5067988038063049,2.878756523132324,258
3,0.5929831862449646,0.1817382127046585,2.123136520385742,258
4,1.3696630001068115,0.6430414915084839,2.1929519176483154,258
5,0.7401529550552368,0.33592861890792847,2.3738574981689453,258
6,0.8361102342605591,0.43008682131767273,2.055116653442383,258
7,0.6904399991035461,0.17136380076408386,2.0387609004974365,258
8,0.8335723280906677,0.2953983247280121,2.9483678340911865,258
9,0.6904593110084534,0.18093615770339966,2.892746686935425,258
10,0.8100022077560425,0.36004477739334106,1.371104121208191,258
11,0.6992498636245728,0.2571549117565155,2.686718702316284,258
12,1.1891916990280151,0.9756855368614197,2.2907357215881348,258
13,0.6446608304977417,0.29121682047843933,2.811021089553833,258
14,1.2036625146865845,0.625982940196991,2.444164514541626,258
15,0.8054094910621643,0.42831212282180786,1.8887672424316406,258
16,1.0539485216140747,0.6884682178497314,1.6669667959213257,258
17,0.7901241183280945,0.6885170340538025,1.9835814237594604,258
18,1.0199612379074097,1.5164313316345215,0.4554664194583893,258
19,0.8561343550682068,1.0087106227874756,1.437758207321167,258
20,0.6699240803718567,0.8935465812683105,2.993588447570801,258
21,0.4849546551704407,1.323682427406311,1.347561001777649,258
22,0.8785638213157654,1.3125537633895874,0.8586495518684387,258
23,0.6570412516593933,0.9445871114730835,1.1588916778564453,258
24,0.8456363677978516,1.6477241516113281,2.416928291320801,258
25,0.7069063186645508,1.352672815322876,0.850013792514801,258
26,1.0700571537017822,1.6121571063995361,0.9586473107337952,258
27,0.5580936074256897,0.9418072700500488,2.2118682861328125,258
28,0.5139210224151611,1.1345959901809692,2.4876508712768555,258
29,0.5251652598381042,0.990404486656189,2.5010483264923096,258
30,0.5051964521408081,0.8595206141471863,3.0367844104766846,258
31,0.8846740126609802,1.5600862503051758,2.5130605697631836,258
32,0.8831894397735596,1.3682695627212524,1.7544217109680176,258
33,0.9471436142921448,1.0348238945007324,2.290404796600342,258
34,1.100642442703247,1.3467813730239868,0.8647850751876831,258
35,1.0309531688690186,0.6896108388900757,1.6915169954299927,258
36,0.5602792501449585,0.5513955354690552,4.023217678070068,258
37,0.6663576364517212,0.5570008754730225,3.228731393814087,258
38,1.1261645555496216,0.5779625773429871,1.7409694194793701,258
39,0.9021933674812317,0.3817451000213623,1.8264878988265991,258
40,1.08640718460083,0.5073781609535217,1.9326046705245972,258
41,0.6728794574737549,0.9777581095695496,0.9322791695594788,258
42,0.7501893043518066,1.1689355373382568,2.233208417892456,258
43,0.6089622974395752,0.9068280458450317,1.6501315832138062,258
44,1.2103427648544312,1.3420779705047607,1.795536994934082,258
45,1.0000680685043335,0.5465645790100098,3.398895502090454,258
46,0.6267991662025452,0.7828686237335205,2.760385513305664,258
47,0.6429153084754944,0.214146688580513,4.019074440002441,258
48,0.867136538028717,0.9217340350151062,3.0453648567199707,258
49,0.6831670999526978,0.9585559368133545,1.969913363456726,258
50,0.646741509437561,1.039044737815857,2.279167652130127,258
51,1.018013596534729,1.0737534761428833,2.8181705474853516,258
52,0.7336606979370117,0.9371775388717651,2.5975430011749268,258
53,1.0122473239898682,0.9430879354476929,2.957615375518799,258
54,1.0179692506790161,1.7351915836334229,2.967576503753662,258
55,0.6168894171714783,1.1712641716003418,1.6474931240081787,258
56,0.8343406319618225,1.0417027473449707,2.738095283508301,258
57,0.8306310176849365,0.852461576461792,3.014122247695923,258
58,0.9909669160842896,1.0753741264343262,1.6794304847717285,258
59,0.9193428158760071,1.3915085792541504,3.516893148422241,258
60,0.43923160433769226,1.0856837034225464,3.4861531257629395,258
61,1.0499316453933716,1.3926897048950195,3.31209135055542,258
62,0.6658499836921692,0.9703543782234192,0.8449520468711853,258
63,0.5436627268791199,0.8270146250724792,3.9808807373046875,258
64,0.660503625869751,0.5924534201622009,2.163564682006836,258
65,0.6911396980285645,0.679000973701477,2.588528633117676,258
66,1.0005401372909546,0.729399561882019,2.507309675216675,258
67,1.051255226135254,0.6406877636909485,2.4825377464294434,258
68,0.8584709763526917,0.2514490783214569,2.727294445037842,258
69,0.7167599201202393,-0.5272120237350464,3.8940963745117188,258
70,1.1644198894500732,0.5187762379646301,1.8048584461212158,258
71,0.5997521877288818,0.14764082431793213,2.0623276233673096,258
72,0.8845719695091248,0.5279096364974976,3.6963911056518555,258
73,0.65028977394104,0.2833968698978424,2.637087821960449,258
74,0.6863511204719543,0.30221596360206604,2.5957114696502686,258
75,0.7971444129943848,0.25667184591293335,1.9666165113449097,258
76,1.0837236642837524,0.4119510054588318,0.4291113018989563,258
77,1.1234350204467773,0.5293447375297546,1.104396104812622,258
78,0.46352869272232056,0.35973718762397766,3.053318977355957,258
79,0.6847935318946838,0.5110003352165222,3.057497978210449,258
80,0.8436670303344727,0.8053858280181885,3.517988920211792,258
81,0.842232346534729,0.688840389251709,2.6236824989318848,258
82,0.8427687883377075,0.7129332423210144,2.108468532562256,258
83,0.8421515226364136,0.7204170227050781,2.106126308441162,258
84,0.9337981939315796,0.7605268955230713,2.004333019256592,258
85,0.9971576929092407,0.7328928709030151,1.6322420835494995,258
86,0.966988205909729,0.7343733310699463,2.9256343841552734,258
87,0.8222663998603821,0.5085568428039551,2.947878122329712,258
88,0.9921582937240601,0.7632525563240051,3.0833892822265625,258
89,0.6807780861854553,0.4518340528011322,2.6476891040802,258
90,1.0996328592300415,1.0613377094268799,3.3430111408233643,258
91,0.606658935546875,0.3287777602672577,2.341919422149658,258
92,0.8269526362419128,0.4553436040878296,1.4144996404647827,258
93,0.930039644241333,0.6234906911849976,3.1428303718566895,258
94,0.7757537364959717,0.4812202453613281,2.173859119415283,258
95,0.7187868356704712,0.3088006377220154,2.2108616828918457,258
96,1.1132186651229858,0.7085204720497131,2.6868293285369873,258
97,0.8379290103912354,-0.06307239830493927,1.4813733100891113,258
98,0.7320533394813538,0.30682986974716187,3.5297398567199707,258
99,0.9809067845344543,0.4642205834388733,3.5036211013793945,258
100,0.8734114766120911,0.30848976969718933,2.789832592010498,258
101,0.775235652923584,0.2553843557834625,3.138063907623291,258
102,0.9302089214324951,0.25116166472435,2.8644866943359375,258
103,0.9200453758239746,0.1400306522846222,1.9027715921401978,258
