#k,QQ,x_b,t,phi_x,F,sigmaF,F1,F2
5.75000,2.10000,0.30400,-0.26000,52.06000,0.15540,0.01270,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,67.07000,0.10080,0.01110,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,82.11000,0.08310,0.01120,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,97.15000,0.04100,0.00840,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,112.20000,0.05460,0.01270,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,127.26000,0.07120,0.02490,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,142.33000,0.00000,0.00000,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,157.39000,0.00000,0.00000,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,172.47000,0.00000,0.00000,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,187.53000,0.00000,0.00000,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,202.61000,0.00000,0.00000,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,217.67000,0.00000,0.00000,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,232.74000,0.00000,0.00000,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,247.80000,0.02670,0.00850,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,262.85000,0.04710,0.00800,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,277.89000,0.07940,0.01010,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,292.93000,0.06990,0.01070,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,307.94000,0.11380,0.01320,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,322.91000,0.17810,0.01380,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,337.81000,0.22120,0.01480,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,352.62000,0.26570,0.01710,0.58528,0.88573
5.75000,2.10000,0.30400,-0.34000,7.42000,0.24270,0.01620,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,22.04000,0.19370,0.01400,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,36.94000,0.14460,0.01030,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,51.95000,0.10470,0.00850,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,66.99000,0.07330,0.00810,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,82.05000,0.04630,0.00770,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,97.11000,0.03540,0.00730,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,112.18000,0.03850,0.00970,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,127.25000,0.00000,0.00000,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,142.31000,0.00000,0.00000,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,157.38000,0.00000,0.00000,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,172.47000,0.00000,0.00000,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,187.53000,0.00000,0.00000,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,202.62000,0.00000,0.00000,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,217.69000,0.00000,0.00000,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,232.75000,0.00000,0.00000,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,247.82000,0.00000,0.00000,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,262.89000,0.02560,0.00590,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,277.95000,0.04780,0.00690,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,293.01000,0.05540,0.00800,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,308.05000,0.11040,0.01160,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,323.06000,0.12400,0.00990,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,337.96000,0.20930,0.01240,0.51603,0.74472
5.75000,2.10000,0.30400,-0.34000,352.58000,0.27080,0.01490,0.51603,0.74472
5.75000,2.10000,0.30500,-0.45000,8.12000,0.28500,0.01870,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,22.33000,0.16670,0.01110,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,36.75000,0.10340,0.00730,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,51.83000,0.07720,0.00610,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,66.91000,0.04980,0.00520,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,82.00000,0.02540,0.00460,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,97.08000,0.02710,0.00680,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,112.15000,0.00000,0.00000,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,127.23000,0.00000,0.00000,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,142.30000,0.00000,0.00000,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,157.39000,0.00000,0.00000,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,172.47000,0.00000,0.00000,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,187.53000,0.00000,0.00000,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,202.61000,0.00000,0.00000,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,217.70000,0.00000,0.00000,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,232.77000,0.00000,0.00000,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,247.85000,0.00000,0.00000,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,262.92000,0.02870,0.00610,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,278.00000,0.04150,0.00560,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,293.09000,0.05030,0.00610,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,308.17000,0.07500,0.00750,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,323.25000,0.11420,0.00810,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,337.67000,0.17830,0.00970,0.44130,0.59989
5.75000,2.10000,0.30500,-0.45000,351.88000,0.29290,0.01600,0.44130,0.59989
5.75000,2.56000,0.30100,-0.12000,7.50000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,22.44000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,37.40000,0.22990,0.07740,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,52.37000,0.27310,0.11340,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,67.36000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,82.36000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,97.37000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,112.38000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,127.40000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,142.42000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,157.45000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,172.48000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,187.52000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,202.55000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,217.58000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,232.60000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,247.62000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,262.63000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,277.64000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,292.64000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,307.63000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,322.60000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,337.56000,0.00000,0.00000,0.75626,1.25254
5.75000,2.56000,0.30100,-0.12000,352.50000,0.00000,0.00000,0.75626,1.25254
5.75000,2.58000,0.30400,-0.15000,7.48000,0.37520,0.03100,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,22.46000,0.32320,0.02700,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,37.39000,0.32730,0.02460,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,52.25000,0.26690,0.02550,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,67.24000,0.21150,0.03320,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,82.25000,0.17630,0.04630,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,97.27000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,112.30000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,127.34000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,142.38000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,157.42000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,172.47000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,187.53000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,202.58000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,217.62000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,232.66000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,247.70000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,262.73000,0.00000,0.00000,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,277.75000,0.24710,0.05820,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,292.76000,0.21310,0.03900,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,307.75000,0.25010,0.02840,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,322.61000,0.34650,0.02580,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,337.54000,0.38930,0.02770,0.71236,1.15655
5.75000,2.58000,0.30400,-0.15000,352.52000,0.38790,0.03060,0.71236,1.15655
5.75000,2.58000,0.30400,-0.20000,7.52000,0.45330,0.03290,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,22.49000,0.40040,0.02720,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,37.48000,0.28410,0.01930,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,52.19000,0.25250,0.01840,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,67.14000,0.15900,0.01650,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,82.17000,0.14050,0.01720,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,97.21000,0.09150,0.01230,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,112.25000,0.07300,0.01210,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,127.30000,0.10450,0.01560,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,142.36000,0.06750,0.01250,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,157.41000,0.06540,0.01020,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,172.47000,0.04070,0.00850,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,187.53000,0.06570,0.01240,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,202.59000,0.05070,0.00840,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,217.64000,0.04770,0.00850,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,232.70000,0.06170,0.01200,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,247.75000,0.07370,0.01330,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,262.79000,0.11120,0.01360,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,277.83000,0.12360,0.01470,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,292.86000,0.19800,0.01980,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,307.81000,0.24850,0.02080,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,322.52000,0.30920,0.02060,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,337.51000,0.45060,0.02630,0.64892,1.01978
5.75000,2.58000,0.30400,-0.20000,352.48000,0.38920,0.02890,0.64892,1.01978
5.75000,2.58000,0.30500,-0.26000,7.68000,0.49980,0.03570,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,22.75000,0.37810,0.02680,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,37.64000,0.24580,0.01580,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,52.19000,0.19750,0.01390,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,67.07000,0.13190,0.01290,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,82.12000,0.09530,0.01080,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,97.17000,0.05690,0.00720,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,112.23000,0.05320,0.00730,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,127.29000,0.05640,0.01000,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,142.35000,0.04080,0.00790,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,157.40000,0.04240,0.00690,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,172.47000,0.04060,0.00710,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,187.53000,0.03050,0.00670,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,202.60000,0.04170,0.00650,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,217.65000,0.04040,0.00670,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,232.71000,0.04080,0.00810,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,247.77000,0.05330,0.00870,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,262.83000,0.07280,0.00780,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,277.88000,0.09680,0.00960,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,292.93000,0.13660,0.01330,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,307.81000,0.20150,0.01620,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,322.36000,0.28720,0.01770,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,337.25000,0.41430,0.02320,0.58528,0.88573
5.75000,2.58000,0.30500,-0.26000,352.32000,0.61130,0.03600,0.58528,0.88573
5.75000,2.58000,0.30500,-0.34000,8.74000,0.00000,0.00000,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,23.49000,0.34630,0.02690,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,37.77000,0.26220,0.01500,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,52.10000,0.13570,0.00980,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,66.99000,0.07830,0.00840,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,82.07000,0.06750,0.00790,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,97.14000,0.05500,0.00620,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,112.21000,0.04490,0.00560,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,127.27000,0.02860,0.00600,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,142.34000,0.02040,0.00570,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,157.40000,0.02760,0.00600,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,172.46000,0.02090,0.00560,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,187.54000,0.01720,0.00490,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,202.60000,0.01850,0.00440,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,217.66000,0.02820,0.00520,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,232.73000,0.02320,0.00580,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,247.79000,0.04100,0.00640,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,262.86000,0.04730,0.00560,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,277.93000,0.05490,0.00630,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,293.01000,0.10270,0.01030,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,307.90000,0.13940,0.01180,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,322.23000,0.20310,0.01360,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,336.51000,0.37390,0.02280,0.51603,0.74472
5.75000,2.58000,0.30500,-0.34000,351.26000,0.00000,0.00000,0.51603,0.74472
5.75000,2.58000,0.30500,-0.45000,13.49000,0.00000,0.00000,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,25.89000,0.00000,0.00000,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,38.18000,0.16050,0.01010,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,51.90000,0.09670,0.00640,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,66.93000,0.05480,0.00560,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,82.03000,0.04720,0.00570,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,97.11000,0.03260,0.00410,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,112.19000,0.02270,0.00320,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,127.26000,0.01540,0.00380,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,142.33000,0.01360,0.00410,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,157.40000,0.01130,0.00380,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,172.47000,0.02030,0.00550,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,187.53000,0.02490,0.00650,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,202.60000,0.02490,0.00580,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,217.67000,0.01610,0.00390,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,232.74000,0.01550,0.00420,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,247.81000,0.02240,0.00410,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,262.89000,0.03120,0.00390,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,277.97000,0.04290,0.00470,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,293.07000,0.05720,0.00600,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,308.10000,0.09860,0.00810,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,321.82000,0.14740,0.00990,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,334.11000,0.00000,0.00000,0.44130,0.59989
5.75000,2.58000,0.30500,-0.45000,346.51000,0.00000,0.00000,0.44130,0.59989
5.75000,2.22000,0.33300,-0.16000,7.47000,0.17050,0.02980,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,22.42000,0.17550,0.03160,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,37.37000,0.14900,0.02560,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,52.34000,0.10760,0.02470,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,67.32000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,82.32000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,97.32000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,112.34000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,127.36000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,142.40000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,157.43000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,172.48000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,187.52000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,202.57000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,217.60000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,232.64000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,247.66000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,262.68000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,277.68000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,292.68000,0.00000,0.00000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,307.66000,0.12160,0.03430,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,322.63000,0.18850,0.03310,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,337.58000,0.11550,0.02000,0.69877,1.12704
5.75000,2.22000,0.33300,-0.16000,352.53000,0.13650,0.02350,0.69877,1.12704
5.75000,2.23000,0.33500,-0.20000,7.44000,0.15670,0.01790,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,22.35000,0.11590,0.01620,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,37.27000,0.10240,0.01240,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,52.23000,0.10320,0.01210,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,67.21000,0.08800,0.01220,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,82.22000,0.03750,0.01040,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,97.23000,0.03500,0.01140,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,112.26000,0.03630,0.01150,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,127.30000,0.03110,0.01570,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,142.35000,0.00000,0.00000,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,157.41000,0.00000,0.00000,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,172.47000,0.00000,0.00000,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,187.53000,0.00000,0.00000,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,202.59000,0.00000,0.00000,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,217.65000,0.00000,0.00000,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,232.70000,0.00000,0.00000,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,247.74000,0.03190,0.01130,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,262.77000,0.05780,0.01460,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,277.78000,0.00000,0.00000,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,292.79000,0.06460,0.01380,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,307.77000,0.11930,0.01480,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,322.73000,0.11380,0.01290,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,337.65000,0.11500,0.01250,0.64892,1.01978
5.75000,2.23000,0.33500,-0.20000,352.56000,0.13800,0.01550,0.64892,1.01978
5.75000,2.23000,0.33500,-0.26000,7.41000,0.13860,0.01380,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,22.26000,0.12440,0.01340,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,37.17000,0.10030,0.01020,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,52.13000,0.09270,0.00940,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,67.13000,0.04420,0.00640,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,82.15000,0.05920,0.01090,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,97.18000,0.00000,0.00000,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,112.23000,0.02900,0.01180,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,127.28000,0.02510,0.01300,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,142.34000,0.00000,0.00000,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,157.40000,0.00000,0.00000,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,172.46000,0.00000,0.00000,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,187.54000,0.00000,0.00000,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,202.60000,0.00000,0.00000,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,217.66000,0.00000,0.00000,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,232.72000,0.00000,0.00000,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,247.77000,0.05170,0.01670,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,262.82000,0.00000,0.00000,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,277.85000,0.05150,0.00900,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,292.87000,0.09140,0.01210,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,307.87000,0.11110,0.01290,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,322.83000,0.09870,0.01020,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,337.74000,0.13370,0.01110,0.58528,0.88573
5.75000,2.23000,0.33500,-0.26000,352.59000,0.15160,0.01270,0.58528,0.88573
5.75000,2.23000,0.33500,-0.34000,7.35000,0.14720,0.01190,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,22.13000,0.13170,0.01150,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,37.04000,0.07840,0.00760,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,52.02000,0.06310,0.00650,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,67.04000,0.05150,0.00620,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,82.08000,0.04050,0.00710,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,97.14000,0.00000,0.00000,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,112.20000,0.00000,0.00000,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,127.26000,0.00000,0.00000,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,142.32000,0.00000,0.00000,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,157.39000,0.00000,0.00000,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,172.48000,0.00000,0.00000,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,187.52000,0.00000,0.00000,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,202.61000,0.00000,0.00000,0.51603,0.74472
5.75000,2.23000,0.33500,-0.34000,217.68000,0.00000,0.00000,0.51603,0.74472
