,Total,dvcs,bh,interference
0,3.9913555652764634,0.0206597,3.850606369229488,0.1200894960469757
1,2.767856951000719,0.0206597,2.6656548734950967,0.0815423775056226
2,1.8267787995854738,0.0206597,1.7542562087507343,0.05186289083473951
3,1.233214762472809,0.0206597,1.1794520483249227,0.03310301414788623
4,0.8666515688297,0.0206597,0.8245177962949167,0.021474072534783308
5,0.6336880586618535,0.0206597,0.5989858899142383,0.014042468747615274
6,0.479827166859028,0.0206597,0.45006676701911963,0.009100699839908329
7,0.37443870912015625,0.0206597,0.3480854263380674,0.005693582782088855
8,0.2999466786382054,0.0206597,0.2760098090018608,0.0032771696363445846
9,0.2458993458054506,0.0206597,0.22370848360156267,0.001531162203887899
10,0.20584360632796883,0.0206597,0.1849243724696466,0.00025953385832223766
11,0.17565238791673768,0.0206597,0.15565571333850942,-0.0006630254217717506
12,0.1526013837431085,0.0206597,0.13326254312288216,-0.0013208593797736628
13,0.13484147153646742,0.0206597,0.11595609581090442,-0.0017743242744370107
14,0.12108698755038501,0.0206597,0.10249689078994921,-0.002069603239564209
15,0.11042588300212028,0.0206597,0.09201049129172068,-0.0022443082896004022
16,0.10220105974368482,0.0206597,0.08387186365421362,-0.002330503910528805
17,0.0959346200543976,0.0206597,0.07763103589675818,-0.002356115842360586
18,0.09127877153912342,0.0206597,0.07296440788460275,-0.002345336345479329
19,0.08798376323682162,0.0206597,0.06964250575819665,-0.002318442521375028
20,0.08587702170199572,0.0206597,0.06750864913853324,-0.0022913274365375237
21,0.08484990679411857,0.0206597,0.06646517141922928,-0.0022749646251107136
22,0.08484990679346358,0.0206597,0.06646517141856316,-0.0022749646250995906
23,0.08587702169999738,0.0206597,0.06750864913650514,-0.0022913274365077745
24,0.0879837632333775,0.0206597,0.0696425057547149,-0.002318442521337389
25,0.09127877153405481,0.0206597,0.072964407879506,-0.0023453363454512054
26,0.09593462004743643,0.0206597,0.07763103588980176,-0.0023561158423653413
27,0.10220105973445237,0.0206597,0.08387186364504749,-0.0023305039105951273
28,0.11042588299009387,0.0206597,0.09201049127985567,-0.0022443082897617957
29,0.1210869875348476,0.0206597,0.10249689077470667,-0.0020696032398590724
30,0.13484147151642986,0.0206597,0.11595609579133959,-0.0017743242749097168
31,0.15260138371718898,0.0206597,0.13326254309766622,-0.001320859380477227
32,0.17565238788297127,0.0206597,0.1556557133057444,-0.0006630254227731221
33,0.20584360628349882,0.0206597,0.18492437242656612,0.0002595338569326999
34,0.24589934574601596,0.0206597,0.22370848354403589,0.0015311622019800626
35,0.2999466785572599,0.0206597,0.2760098089235398,0.003277169633720081
36,0.37443870900730214,0.0206597,0.3480854262288714,0.00569358277843076
37,0.47982716669713465,0.0206597,0.45006676686244546,0.009100699834689202
38,0.6336880584216175,0.0206597,0.5989858896816929,0.014042468739924627
39,0.8666515684593494,0.0206597,0.824517795936347,0.021474072523002524
40,1.2332147618803493,0.0206597,1.1794520477512205,0.03310301412912885
41,1.8267787986221453,0.0206597,1.7542562078178152,0.051862890804330146
42,2.7678569495409837,0.0206597,2.665654872081369,0.0815423774596147
43,3.991355563768606,0.0206597,3.8506063677691236,0.12008949599948268
44,4.67751752376772,0.0206597,4.51515830221735,0.14169952155036875
45,0.13536185235270562,0.023162799999999997,0.10276413431572773,0.009434918036977888
46,0.13020085955276045,0.023162799999999997,0.09827989458398889,0.008758164968771544
47,0.12251794337338319,0.023162799999999997,0.09160038284506608,0.007754760528317108
48,0.11334584659215068,0.023162799999999997,0.08361835655638995,0.00656469003576072
49,0.10365355905055439,0.023162799999999997,0.07517143493663918,0.005319324113915206
50,0.09418011351631053,0.023162799999999997,0.06689843198451148,0.004118881531799054
51,0.08539538078303387,0.023162799999999997,0.05920551252324616,0.00302706825978771
52,0.07753985795659896,0.023162799999999997,0.05230067937712997,0.002076378579468987
53,0.07069149304161637,0.023162799999999997,0.046251673338893046,0.0012770197027233189
54,0.06482822386621889,0.023162799999999997,0.0410401945245504,0.0006252293416685026
55,0.05987471547657114,0.023162799999999997,0.036602466935271284,0.00010944854129985692
56,0.05573290419549658,0.023162799999999997,0.032855780487378736,-0.0002856762918821577
57,0.05230003457591699,0.023162799999999997,0.029714171142179654,-0.0005769365662626596
58,0.04947831678203081,0.023162799999999997,0.027096786665993057,-0.0007812698839622465
59,0.04717947802350257,0.023162799999999997,0.02493175587088671,-0.0009150778473841318
60,0.04532644455879534,0.023162799999999997,0.023157492688784878,-0.0009938481299895383
61,0.04385355178408438,0.023162799999999997,0.02172265126096881,-0.0010318994768844306
62,0.042706098497486814,0.023162799999999997,0.020585454537591315,-0.001042156040104494
63,0.04183969112054886,0.023162799999999997,0.019712805596541667,-0.0010359144759928018
64,0.04121960122073589,0.023162799999999997,0.019079402751846893,-0.001022601531111001
65,0.04082023320644734,0.023162799999999997,0.018666971405384637,-0.0010095381989372863
66,0.040624732303336505,0.023162799999999997,0.018463666192805803,-0.0010017338894692924
67,0.040624732303211675,0.023162799999999997,0.01846366619267568,-0.0010017338894639997
68,0.04082023320606748,0.023162799999999997,0.018666971404990535,-0.0010095381989230511
69,0.04121960122008482,0.023162799999999997,0.01907940275117753,-0.001022601531092708
70,0.04183969111959935,0.023162799999999997,0.019712805595577775,-0.0010359144759784229
71,0.04270609849620016,0.023162799999999997,0.02058545453630501,-0.0010421560401048442
72,0.04385355178240983,0.023162799999999997,0.021722651259322722,-0.0010318994769128902
73,0.04532644455666931,0.023162799999999997,0.02315749268673105,-0.000993848130061736
74,0.047179478020847807,0.023162799999999997,0.02493175586836545,-0.0009150778475176362
75,0.04947831677875554,0.023162799999999997,0.027096786662931815,-0.0007812698841762739
76,0.05230003457191475,0.023162799999999997,0.029714171138492528,-0.00057693656657778
77,0.05573290419064711,0.023162799999999997,0.03285578048296703,-0.0002856762923199144
78,0.05987471547074404,0.023162799999999997,0.03660246693002647,0.00010944854071757484
79,0.06482822385928227,0.023162799999999997,0.04104019451836162,0.0006252293409206581
80,0.07069149303345362,0.023162799999999997,0.046251673331661684,0.0012770197017919454
81,0.07753985794713933,0.023162799999999997,0.05230067936879616,0.002076378578343163
82,0.08539538077230135,0.023162799999999997,0.05920551251383137,0.003027068258469997
83,0.09418011350449532,0.023162799999999997,0.06689843197418036,0.004118881530314962
84,0.10365355903809996,0.023162799999999997,0.07517143492577515,0.005319324112324813
85,0.11334584657983189,0.023162799999999997,0.08361835654566277,0.0065646900341691196
86,0.12251794336231911,0.023162799999999997,0.09160038283544308,0.007754760526876032
87,0.13020085954428892,0.023162799999999997,0.09827989457662657,0.008758164967662355
88,0.13536185234808246,0.023162799999999997,0.10276413431171166,0.009434918036370778
89,0.13718624561802178,0.023162799999999997,0.1043488401835963,0.009674605434425465
90,0.20646375949007498,0.08577960000000001,0.09411932925227467,0.026564830237800298
91,0.1990229002346987,0.08577960000000001,0.08893427940557092,0.0243090208291278
92,0.18814103706089183,0.08577960000000001,0.08132283832506731,0.02103859873582451
93,0.1754747566930216,0.08577960000000001,0.0724119769243239,0.017283179768697695
94,0.16250787720726298,0.08577960000000001,0.06321699763389244,0.013511279573370534
95,0.15029384823980563,0.08577960000000001,0.05446629836469722,0.010047949875108396
96,0.1394257686017408,0.08577960000000001,0.0465787329478545,0.00706743565388628
