,0,1,2,3
0,-2.029452,0.37511387,0.49715567,0.028213533
1,-1.4425313,-1.115234,-1.0188973,0.017492477
2,-1.6163206,0.49890554,-0.27857023,0.017244637
3,-1.2953581,-0.015546102,-1.1969074,0.014567267
4,-2.0577202,8.208709,-3.5274353,0.013181582
5,-0.6797341,-1.3119003,-3.1725721,0.009747032
6,-0.58619857,-2.3391833,-2.093966,0.00964986
7,-0.6990193,-1.0304601,-2.2560956,0.006888644
8,-0.78707576,-2.4526615,-0.85575444,0.00694187
9,-0.15848376,-10.799974,0.35092023,0.007257376
10,-1.2699267,0.763448,-0.4000312,0.018698188
11,-1.0811785,-0.65952075,-1.1736944,0.014656442
12,-0.8246841,-1.2741387,-1.5947778,0.011205684
13,-1.0600617,-1.4554625,-1.080265,0.012575341
14,-1.0480387,0.24144465,-1.9607087,0.009761628
15,-1.1870297,-1.1387894,-1.1126833,0.012324614
16,-1.580791,0.03189592,-0.9673528,0.01213652
17,-1.5147527,-1.5004662,-1.2544239,0.007989766
18,-1.0083637,-0.9889647,-0.5892105,0.008091476
19,-1.5197102,-2.015199,0.17607944,0.011913567
20,-0.41950905,0.46138272,-0.6535776,0.0034103754
21,-1.1725285,-0.67960584,-1.0495862,0.0031238485
22,-1.2877554,-0.60902405,-0.5320033,0.003687339
23,-1.5281665,-0.19809105,-1.0685207,0.0030617234
24,-1.1211203,-1.3442072,-0.06547931,0.0029688377
25,-1.5658098,-0.6326308,-0.5314714,0.001971718
26,-1.2858042,-1.5266324,-0.61041987,0.0021541019
27,-1.453253,-0.87088114,-0.61294913,0.002348306
28,-1.3685569,-3.053059,-0.60094154,0.0021558213
29,-1.3686247,-4.2507515,0.66613764,0.0018246167
30,-1.4766828,0.23564014,-0.15293707,0.0020717685
31,-1.5639657,-0.043839935,0.30365384,0.0014537815
32,-1.6917846,-1.0272863,-0.23757356,0.0013556498
33,-1.2763485,-1.1853645,-0.25428647,0.00066484604
34,-1.944413,2.9537778,-0.63882685,0.0010171391
35,-1.4664224,2.4295897,0.93140197,0.0053696157
36,-0.9335038,1.9168807,-0.80074686,0.0046635307
37,-0.68257487,0.19200441,-1.5699661,0.0039011748
38,-1.1741523,0.14285496,-0.6377743,0.0037294345
39,-1.0943941,-1.1420019,0.20203301,0.0036527857
40,-0.5735506,-0.59879947,-0.07336939,0.0010462054
41,-0.6994795,-0.7465793,-0.490144,0.0008794111
