,#Set,index,k,QQ,x_b,t,phi_x,F,errF,varF,F1,F2,dvcs,ReH,ReE,ReHtilde
99,3.0,9.0,5.8,1.96,0.37,-0.27,76.0,0.06519141649317425,0.003227830502502211,1.0418889752883676e-05,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
100,3.0,10.0,5.8,1.96,0.37,-0.27,84.0,0.0620112785304305,0.0029768106154506656,8.86140144025977e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
101,3.0,11.0,5.8,1.96,0.37,-0.27,92.0,0.055023226607641466,0.0027682822185296483,7.663386441427431e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
102,3.0,12.0,5.8,1.96,0.37,-0.27,100.0,0.053188158969712115,0.0025969338865762595,6.7440656112480776e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
103,3.0,13.0,5.8,1.96,0.37,-0.27,108.0,0.04933968307490225,0.002457390471345085,6.038767928657617e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
104,3.0,14.0,5.8,1.96,0.37,-0.27,116.0,0.045342332500796716,0.002344668823954773,5.49747189402546e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
105,3.0,15.0,5.8,1.96,0.37,-0.27,124.0,0.04073202281078059,0.002254388704982129,5.082268433150999e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
106,3.0,16.0,5.8,1.96,0.37,-0.27,132.0,0.04286116916920922,0.0021828385463185454,4.7647841192940595e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
107,3.0,17.0,5.8,1.96,0.37,-0.27,140.0,0.0441741039654951,0.0021269630104600685,4.523971647865357e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
108,3.0,18.0,5.8,1.96,0.37,-0.27,148.0,0.0403147348045725,0.002084314232902821,4.344365821481276e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
109,3.0,19.0,5.8,1.96,0.37,-0.27,156.0,0.04014760575079319,0.0020529914454573204,4.214773875120938e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
110,3.0,20.0,5.8,1.96,0.37,-0.27,164.0,0.03681698145247471,0.0020315827197340697,4.127328347122082e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
111,3.0,21.0,5.8,1.96,0.37,-0.27,172.0,0.04018771657922508,0.002019115985276635,4.0768293619996375e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
112,3.0,22.0,5.8,1.96,0.37,-0.27,180.0,0.04147314112725834,0.002015022749427686,4.060316680711112e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
113,3.0,23.0,5.8,1.96,0.37,-0.27,188.0,0.04107273062115279,0.002019115985276635,4.0768293619996375e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
114,3.0,24.0,5.8,1.96,0.37,-0.27,196.0,0.04045742046147036,0.0020315827197340697,4.127328347122082e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
115,3.0,25.0,5.8,1.96,0.37,-0.27,204.0,0.044098086331532435,0.0020529914454573204,4.214773875120938e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
