#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2,ReH,ReE,ReHTilde,dvcs
25.00000,16.00000,7.38300,3.18000,0.36400,-0.58578,247.50000,0.00532,0.00028,0.05000,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25.00000,17.00000,7.38300,3.18000,0.36400,-0.58578,262.50000,0.00637,0.00031,0.05000,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25.00000,18.00000,7.38300,3.18000,0.36400,-0.58578,277.50000,0.00725,0.00036,0.05000,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25.00000,19.00000,7.38300,3.18000,0.36400,-0.58578,292.50000,0.00945,0.00044,0.05000,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25.00000,20.00000,7.38300,3.18000,0.36400,-0.58578,307.50000,0.01178,0.00058,0.05000,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25.00000,21.00000,7.38300,3.18000,0.36400,-0.58578,322.50000,0.01663,0.00080,0.05000,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25.00000,22.00000,7.38300,3.18000,0.36400,-0.58578,337.50000,0.02170,0.00113,0.05000,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25.00000,23.00000,7.38300,3.18000,0.36400,-0.58578,352.50000,0.03067,0.00145,0.05000,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
26.00000,0.00000,8.52100,3.65000,0.36700,-0.20459,7.50000,0.02835,0.00130,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,1.00000,8.52100,3.65000,0.36700,-0.20459,22.50000,0.02544,0.00127,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,2.00000,8.52100,3.65000,0.36700,-0.20459,37.50000,0.02396,0.00120,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,3.00000,8.52100,3.65000,0.36700,-0.20459,52.50000,0.02274,0.00112,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,4.00000,8.52100,3.65000,0.36700,-0.20459,67.50000,0.02133,0.00103,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,5.00000,8.52100,3.65000,0.36700,-0.20459,82.50000,0.01976,0.00094,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,6.00000,8.52100,3.65000,0.36700,-0.20459,97.50000,0.01565,0.00086,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,7.00000,8.52100,3.65000,0.36700,-0.20459,112.50000,0.01783,0.00080,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,8.00000,8.52100,3.65000,0.36700,-0.20459,127.50000,0.01542,0.00074,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,9.00000,8.52100,3.65000,0.36700,-0.20459,142.50000,0.01318,0.00070,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,10.00000,8.52100,3.65000,0.36700,-0.20459,157.50000,0.01403,0.00068,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,11.00000,8.52100,3.65000,0.36700,-0.20459,172.50000,0.01269,0.00067,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,12.00000,8.52100,3.65000,0.36700,-0.20459,187.50000,0.01284,0.00067,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,13.00000,8.52100,3.65000,0.36700,-0.20459,202.50000,0.01322,0.00068,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,14.00000,8.52100,3.65000,0.36700,-0.20459,217.50000,0.01402,0.00070,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,15.00000,8.52100,3.65000,0.36700,-0.20459,232.50000,0.01583,0.00074,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,16.00000,8.52100,3.65000,0.36700,-0.20459,247.50000,0.01594,0.00080,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,17.00000,8.52100,3.65000,0.36700,-0.20459,262.50000,0.01802,0.00086,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,18.00000,8.52100,3.65000,0.36700,-0.20459,277.50000,0.01793,0.00094,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,19.00000,8.52100,3.65000,0.36700,-0.20459,292.50000,0.01985,0.00103,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,20.00000,8.52100,3.65000,0.36700,-0.20459,307.50000,0.02085,0.00112,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,21.00000,8.52100,3.65000,0.36700,-0.20459,322.50000,0.02590,0.00120,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,22.00000,8.52100,3.65000,0.36700,-0.20459,337.50000,0.02406,0.00127,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
26.00000,23.00000,8.52100,3.65000,0.36700,-0.20459,352.50000,0.02334,0.00130,0.05000,0.64361,1.00847,-2.49050,2.12566,1.26632,0.00367
27.00000,0.00000,8.52100,3.65000,0.36700,-0.26579,7.50000,0.02545,0.00129,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,1.00000,8.52100,3.65000,0.36700,-0.26579,22.50000,0.02441,0.00122,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,2.00000,8.52100,3.65000,0.36700,-0.26579,37.50000,0.02223,0.00111,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,3.00000,8.52100,3.65000,0.36700,-0.26579,52.50000,0.02181,0.00098,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,4.00000,8.52100,3.65000,0.36700,-0.26579,67.50000,0.01677,0.00086,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,5.00000,8.52100,3.65000,0.36700,-0.26579,82.50000,0.01403,0.00075,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,6.00000,8.52100,3.65000,0.36700,-0.26579,97.50000,0.01421,0.00066,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,7.00000,8.52100,3.65000,0.36700,-0.26579,112.50000,0.01208,0.00060,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,8.00000,8.52100,3.65000,0.36700,-0.26579,127.50000,0.01091,0.00055,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,9.00000,8.52100,3.65000,0.36700,-0.26579,142.50000,0.01089,0.00051,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,10.00000,8.52100,3.65000,0.36700,-0.26579,157.50000,0.00945,0.00049,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,11.00000,8.52100,3.65000,0.36700,-0.26579,172.50000,0.00923,0.00048,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,12.00000,8.52100,3.65000,0.36700,-0.26579,187.50000,0.00902,0.00048,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,13.00000,8.52100,3.65000,0.36700,-0.26579,202.50000,0.00918,0.00049,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,14.00000,8.52100,3.65000,0.36700,-0.26579,217.50000,0.01014,0.00051,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,15.00000,8.52100,3.65000,0.36700,-0.26579,232.50000,0.01109,0.00055,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,16.00000,8.52100,3.65000,0.36700,-0.26579,247.50000,0.01171,0.00060,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,17.00000,8.52100,3.65000,0.36700,-0.26579,262.50000,0.01217,0.00066,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,18.00000,8.52100,3.65000,0.36700,-0.26579,277.50000,0.01540,0.00075,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,19.00000,8.52100,3.65000,0.36700,-0.26579,292.50000,0.01765,0.00086,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,20.00000,8.52100,3.65000,0.36700,-0.26579,307.50000,0.01857,0.00098,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,21.00000,8.52100,3.65000,0.36700,-0.26579,322.50000,0.02265,0.00111,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,22.00000,8.52100,3.65000,0.36700,-0.26579,337.50000,0.02549,0.00122,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27.00000,23.00000,8.52100,3.65000,0.36700,-0.26579,352.50000,0.02587,0.00129,0.05000,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
28.00000,0.00000,8.52100,3.67000,0.36900,-0.33034,7.50000,0.02295,0.00113,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,1.00000,8.52100,3.67000,0.36900,-0.33034,22.50000,0.02038,0.00105,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,2.00000,8.52100,3.67000,0.36900,-0.33034,37.50000,0.01827,0.00092,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,3.00000,8.52100,3.67000,0.36900,-0.33034,52.50000,0.01603,0.00079,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,4.00000,8.52100,3.67000,0.36900,-0.33034,67.50000,0.01419,0.00067,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,5.00000,8.52100,3.67000,0.36900,-0.33034,82.50000,0.01100,0.00057,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,6.00000,8.52100,3.67000,0.36900,-0.33034,97.50000,0.00981,0.00050,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,7.00000,8.52100,3.67000,0.36900,-0.33034,112.50000,0.00902,0.00044,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,8.00000,8.52100,3.67000,0.36900,-0.33034,127.50000,0.00861,0.00041,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,9.00000,8.52100,3.67000,0.36900,-0.33034,142.50000,0.00719,0.00038,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,10.00000,8.52100,3.67000,0.36900,-0.33034,157.50000,0.00720,0.00036,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,11.00000,8.52100,3.67000,0.36900,-0.33034,172.50000,0.00743,0.00036,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,12.00000,8.52100,3.67000,0.36900,-0.33034,187.50000,0.00676,0.00036,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,13.00000,8.52100,3.67000,0.36900,-0.33034,202.50000,0.00675,0.00036,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,14.00000,8.52100,3.67000,0.36900,-0.33034,217.50000,0.00786,0.00038,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,15.00000,8.52100,3.67000,0.36900,-0.33034,232.50000,0.00828,0.00041,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,16.00000,8.52100,3.67000,0.36900,-0.33034,247.50000,0.00950,0.00044,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,17.00000,8.52100,3.67000,0.36900,-0.33034,262.50000,0.01021,0.00050,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,18.00000,8.52100,3.67000,0.36900,-0.33034,277.50000,0.01131,0.00057,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,19.00000,8.52100,3.67000,0.36900,-0.33034,292.50000,0.01478,0.00067,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,20.00000,8.52100,3.67000,0.36900,-0.33034,307.50000,0.01662,0.00079,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,21.00000,8.52100,3.67000,0.36900,-0.33034,322.50000,0.01846,0.00092,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,22.00000,8.52100,3.67000,0.36900,-0.33034,337.50000,0.01952,0.00105,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28.00000,23.00000,8.52100,3.67000,0.36900,-0.33034,352.50000,0.02316,0.00113,0.05000,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
29.00000,0.00000,8.52100,3.68000,0.37000,-0.39252,7.50000,0.02075,0.00100,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,1.00000,8.52100,3.68000,0.37000,-0.39252,22.50000,0.01883,0.00091,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,2.00000,8.52100,3.68000,0.37000,-0.39252,37.50000,0.01347,0.00077,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,3.00000,8.52100,3.68000,0.37000,-0.39252,52.50000,0.01392,0.00064,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,4.00000,8.52100,3.68000,0.37000,-0.39252,67.50000,0.00996,0.00053,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,5.00000,8.52100,3.68000,0.37000,-0.39252,82.50000,0.00979,0.00045,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,6.00000,8.52100,3.68000,0.37000,-0.39252,97.50000,0.00743,0.00039,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,7.00000,8.52100,3.68000,0.37000,-0.39252,112.50000,0.00707,0.00035,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,8.00000,8.52100,3.68000,0.37000,-0.39252,127.50000,0.00656,0.00032,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,9.00000,8.52100,3.68000,0.37000,-0.39252,142.50000,0.00611,0.00030,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,10.00000,8.52100,3.68000,0.37000,-0.39252,157.50000,0.00560,0.00028,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,11.00000,8.52100,3.68000,0.37000,-0.39252,172.50000,0.00588,0.00028,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,12.00000,8.52100,3.68000,0.37000,-0.39252,187.50000,0.00545,0.00028,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,13.00000,8.52100,3.68000,0.37000,-0.39252,202.50000,0.00540,0.00028,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,14.00000,8.52100,3.68000,0.37000,-0.39252,217.50000,0.00593,0.00030,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,15.00000,8.52100,3.68000,0.37000,-0.39252,232.50000,0.00642,0.00032,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,16.00000,8.52100,3.68000,0.37000,-0.39252,247.50000,0.00743,0.00035,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,17.00000,8.52100,3.68000,0.37000,-0.39252,262.50000,0.00848,0.00039,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,18.00000,8.52100,3.68000,0.37000,-0.39252,277.50000,0.00897,0.00045,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,19.00000,8.52100,3.68000,0.37000,-0.39252,292.50000,0.01021,0.00053,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,20.00000,8.52100,3.68000,0.37000,-0.39252,307.50000,0.01225,0.00064,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,21.00000,8.52100,3.68000,0.37000,-0.39252,322.50000,0.01689,0.00077,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,22.00000,8.52100,3.68000,0.37000,-0.39252,337.50000,0.01692,0.00091,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29.00000,23.00000,8.52100,3.68000,0.37000,-0.39252,352.50000,0.02059,0.00100,0.05000,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
30.00000,0.00000,8.52100,3.68000,0.37000,-0.48052,7.50000,0.01696,0.00088,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,1.00000,8.52100,3.68000,0.37000,-0.48052,22.50000,0.01428,0.00077,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,2.00000,8.52100,3.68000,0.37000,-0.48052,37.50000,0.01343,0.00062,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,3.00000,8.52100,3.68000,0.37000,-0.48052,52.50000,0.00971,0.00049,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,4.00000,8.52100,3.68000,0.37000,-0.48052,67.50000,0.00881,0.00040,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,5.00000,8.52100,3.68000,0.37000,-0.48052,82.50000,0.00653,0.00033,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,6.00000,8.52100,3.68000,0.37000,-0.48052,97.50000,0.00612,0.00029,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,7.00000,8.52100,3.68000,0.37000,-0.48052,112.50000,0.00529,0.00026,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,8.00000,8.52100,3.68000,0.37000,-0.48052,127.50000,0.00412,0.00024,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,9.00000,8.52100,3.68000,0.37000,-0.48052,142.50000,0.00455,0.00022,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,10.00000,8.52100,3.68000,0.37000,-0.48052,157.50000,0.00422,0.00021,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,11.00000,8.52100,3.68000,0.37000,-0.48052,172.50000,0.00407,0.00021,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,12.00000,8.52100,3.68000,0.37000,-0.48052,187.50000,0.00444,0.00021,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,13.00000,8.52100,3.68000,0.37000,-0.48052,202.50000,0.00445,0.00021,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,14.00000,8.52100,3.68000,0.37000,-0.48052,217.50000,0.00461,0.00022,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,15.00000,8.52100,3.68000,0.37000,-0.48052,232.50000,0.00452,0.00024,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,16.00000,8.52100,3.68000,0.37000,-0.48052,247.50000,0.00551,0.00026,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,17.00000,8.52100,3.68000,0.37000,-0.48052,262.50000,0.00543,0.00029,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,18.00000,8.52100,3.68000,0.37000,-0.48052,277.50000,0.00647,0.00033,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,19.00000,8.52100,3.68000,0.37000,-0.48052,292.50000,0.00792,0.00040,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,20.00000,8.52100,3.68000,0.37000,-0.48052,307.50000,0.00920,0.00049,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,21.00000,8.52100,3.68000,0.37000,-0.48052,322.50000,0.01275,0.00062,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,22.00000,8.52100,3.68000,0.37000,-0.48052,337.50000,0.01616,0.00077,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30.00000,23.00000,8.52100,3.68000,0.37000,-0.48052,352.50000,0.01683,0.00088,0.05000,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
31.00000,0.00000,10.59100,4.53000,0.36900,-0.20942,7.50000,0.01572,0.00072,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,1.00000,10.59100,4.53000,0.36900,-0.20942,22.50000,0.01430,0.00070,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,2.00000,10.59100,4.53000,0.36900,-0.20942,37.50000,0.01382,0.00067,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,3.00000,10.59100,4.53000,0.36900,-0.20942,52.50000,0.01265,0.00063,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,4.00000,10.59100,4.53000,0.36900,-0.20942,67.50000,0.01241,0.00059,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,5.00000,10.59100,4.53000,0.36900,-0.20942,82.50000,0.01181,0.00054,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,6.00000,10.59100,4.53000,0.36900,-0.20942,97.50000,0.00987,0.00050,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,7.00000,10.59100,4.53000,0.36900,-0.20942,112.50000,0.00923,0.00047,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,8.00000,10.59100,4.53000,0.36900,-0.20942,127.50000,0.00912,0.00044,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,9.00000,10.59100,4.53000,0.36900,-0.20942,142.50000,0.00886,0.00042,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,10.00000,10.59100,4.53000,0.36900,-0.20942,157.50000,0.00786,0.00040,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,11.00000,10.59100,4.53000,0.36900,-0.20942,172.50000,0.00744,0.00040,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,12.00000,10.59100,4.53000,0.36900,-0.20942,187.50000,0.00898,0.00040,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,13.00000,10.59100,4.53000,0.36900,-0.20942,202.50000,0.00792,0.00040,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,14.00000,10.59100,4.53000,0.36900,-0.20942,217.50000,0.00856,0.00042,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,15.00000,10.59100,4.53000,0.36900,-0.20942,232.50000,0.00862,0.00044,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,16.00000,10.59100,4.53000,0.36900,-0.20942,247.50000,0.00849,0.00047,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,17.00000,10.59100,4.53000,0.36900,-0.20942,262.50000,0.01019,0.00050,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,18.00000,10.59100,4.53000,0.36900,-0.20942,277.50000,0.01064,0.00054,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,19.00000,10.59100,4.53000,0.36900,-0.20942,292.50000,0.01253,0.00059,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,20.00000,10.59100,4.53000,0.36900,-0.20942,307.50000,0.01302,0.00063,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,21.00000,10.59100,4.53000,0.36900,-0.20942,322.50000,0.01357,0.00067,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,22.00000,10.59100,4.53000,0.36900,-0.20942,337.50000,0.01428,0.00070,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
31.00000,23.00000,10.59100,4.53000,0.36900,-0.20942,352.50000,0.01442,0.00072,0.05000,0.63811,0.99677,-2.48367,2.11330,1.25206,0.00195
32.00000,0.00000,10.59100,4.55000,0.37000,-0.27194,7.50000,0.01260,0.00068,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,1.00000,10.59100,4.55000,0.37000,-0.27194,22.50000,0.01419,0.00065,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,2.00000,10.59100,4.55000,0.37000,-0.27194,37.50000,0.01291,0.00060,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,3.00000,10.59100,4.55000,0.37000,-0.27194,52.50000,0.01031,0.00054,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,4.00000,10.59100,4.55000,0.37000,-0.27194,67.50000,0.01012,0.00048,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,5.00000,10.59100,4.55000,0.37000,-0.27194,82.50000,0.00832,0.00043,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,6.00000,10.59100,4.55000,0.37000,-0.27194,97.50000,0.00730,0.00038,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,7.00000,10.59100,4.55000,0.37000,-0.27194,112.50000,0.00709,0.00035,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,8.00000,10.59100,4.55000,0.37000,-0.27194,127.50000,0.00635,0.00032,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,9.00000,10.59100,4.55000,0.37000,-0.27194,142.50000,0.00610,0.00030,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,10.00000,10.59100,4.55000,0.37000,-0.27194,157.50000,0.00622,0.00029,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,11.00000,10.59100,4.55000,0.37000,-0.27194,172.50000,0.00542,0.00028,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,12.00000,10.59100,4.55000,0.37000,-0.27194,187.50000,0.00505,0.00028,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,13.00000,10.59100,4.55000,0.37000,-0.27194,202.50000,0.00583,0.00029,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,14.00000,10.59100,4.55000,0.37000,-0.27194,217.50000,0.00665,0.00030,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,15.00000,10.59100,4.55000,0.37000,-0.27194,232.50000,0.00649,0.00032,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,16.00000,10.59100,4.55000,0.37000,-0.27194,247.50000,0.00728,0.00035,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32.00000,17.00000,10.59100,4.55000,0.37000,-0.27194,262.50000,0.00730,0.00038,0.05000,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
