#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2,ReH,ReE,ReHTilde,dvcs
77.00000,5.00000,5.75000,1.27000,0.15400,-0.45000,112.13000,0.13746,0.00658,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,6.00000,5.75000,1.27000,0.15400,-0.45000,127.22000,0.12313,0.00567,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,7.00000,5.75000,1.27000,0.15400,-0.45000,142.30000,0.09859,0.00513,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,8.00000,5.75000,1.27000,0.15400,-0.45000,157.38000,0.09905,0.00481,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,9.00000,5.75000,1.27000,0.15400,-0.45000,172.46000,0.09545,0.00467,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,10.00000,5.75000,1.27000,0.15400,-0.45000,187.54000,0.09489,0.00467,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,11.00000,5.75000,1.27000,0.15400,-0.45000,202.62000,0.08981,0.00481,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,12.00000,5.75000,1.27000,0.15400,-0.45000,217.70000,0.10883,0.00513,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,13.00000,5.75000,1.27000,0.15400,-0.45000,232.78000,0.10731,0.00567,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,14.00000,5.75000,1.27000,0.15400,-0.45000,247.87000,0.12934,0.00658,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,15.00000,5.75000,1.27000,0.15400,-0.45000,262.96000,0.15953,0.00808,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,16.00000,5.75000,1.27000,0.15400,-0.45000,278.07000,0.20243,0.01070,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,17.00000,5.75000,1.27000,0.15400,-0.45000,293.19000,0.28306,0.01561,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,18.00000,5.75000,1.27000,0.15400,-0.45000,308.35000,0.51709,0.02595,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
77.00000,19.00000,5.75000,1.27000,0.15400,-0.45000,318.91000,0.84771,0.04103,0.05000,0.44130,0.59989,-3.19633,1.61191,0.47265,0.03637
78.00000,0.00000,5.75000,1.39000,0.15500,-0.11000,68.41000,4.01740,0.20729,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,1.00000,5.75000,1.39000,0.15500,-0.11000,82.12000,3.16336,0.15297,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,2.00000,5.75000,1.39000,0.15500,-0.11000,97.15000,2.10481,0.11573,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,3.00000,5.75000,1.39000,0.15500,-0.11000,112.22000,1.77330,0.09217,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,4.00000,5.75000,1.39000,0.15500,-0.11000,127.28000,1.51416,0.07706,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,5.00000,5.75000,1.39000,0.15500,-0.11000,142.34000,1.42718,0.06748,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,6.00000,5.75000,1.39000,0.15500,-0.11000,157.40000,1.26685,0.06180,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,7.00000,5.75000,1.39000,0.15500,-0.11000,172.47000,1.23614,0.05914,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,8.00000,5.75000,1.39000,0.15500,-0.11000,187.53000,1.21156,0.05914,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,9.00000,5.75000,1.39000,0.15500,-0.11000,202.60000,1.17768,0.06180,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,10.00000,5.75000,1.39000,0.15500,-0.11000,217.66000,1.33866,0.06748,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,11.00000,5.75000,1.39000,0.15500,-0.11000,232.72000,1.44397,0.07706,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,12.00000,5.75000,1.39000,0.15500,-0.11000,247.78000,1.78608,0.09217,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,13.00000,5.75000,1.39000,0.15500,-0.11000,262.85000,2.38997,0.11573,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,14.00000,5.75000,1.39000,0.15500,-0.11000,277.88000,3.09067,0.15297,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
78.00000,15.00000,5.75000,1.39000,0.15500,-0.11000,291.59000,3.63683,0.20729,0.05000,0.77206,1.28727,-3.11559,2.39131,2.03850,0.08646
79.00000,0.00000,5.75000,1.39000,0.15500,-0.15000,68.06000,2.51812,0.13606,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,1.00000,5.75000,1.39000,0.15500,-0.15000,82.05000,1.97682,0.09689,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,2.00000,5.75000,1.39000,0.15500,-0.15000,97.13000,1.38015,0.07199,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,3.00000,5.75000,1.39000,0.15500,-0.15000,112.20000,1.05019,0.05686,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,4.00000,5.75000,1.39000,0.15500,-0.15000,127.27000,0.92271,0.04738,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,5.00000,5.75000,1.39000,0.15500,-0.15000,142.33000,0.79229,0.04146,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,6.00000,5.75000,1.39000,0.15500,-0.15000,157.40000,0.73924,0.03799,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,7.00000,5.75000,1.39000,0.15500,-0.15000,172.47000,0.78429,0.03638,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,8.00000,5.75000,1.39000,0.15500,-0.15000,187.53000,0.73588,0.03638,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,9.00000,5.75000,1.39000,0.15500,-0.15000,202.60000,0.71980,0.03799,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,10.00000,5.75000,1.39000,0.15500,-0.15000,217.67000,0.80216,0.04146,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,11.00000,5.75000,1.39000,0.15500,-0.15000,232.73000,0.95291,0.04738,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,12.00000,5.75000,1.39000,0.15500,-0.15000,247.80000,1.10432,0.05686,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,13.00000,5.75000,1.39000,0.15500,-0.15000,262.87000,1.43752,0.07199,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,14.00000,5.75000,1.39000,0.15500,-0.15000,277.95000,1.89263,0.09689,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
79.00000,15.00000,5.75000,1.39000,0.15500,-0.15000,291.94000,2.94980,0.13606,0.05000,0.71236,1.15655,-3.27137,2.27322,1.74559,0.07234
80.00000,0.00000,5.75000,1.39000,0.15500,-0.20000,67.32000,1.63701,0.08671,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,1.00000,5.75000,1.39000,0.15500,-0.20000,82.02000,1.26494,0.05953,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,2.00000,5.75000,1.39000,0.15500,-0.20000,97.11000,0.89819,0.04387,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,3.00000,5.75000,1.39000,0.15500,-0.20000,112.19000,0.66122,0.03457,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,4.00000,5.75000,1.39000,0.15500,-0.20000,127.26000,0.56744,0.02883,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,5.00000,5.75000,1.39000,0.15500,-0.20000,142.33000,0.50372,0.02529,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,6.00000,5.75000,1.39000,0.15500,-0.20000,157.40000,0.50158,0.02322,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,7.00000,5.75000,1.39000,0.15500,-0.20000,172.47000,0.45942,0.02227,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,8.00000,5.75000,1.39000,0.15500,-0.20000,187.53000,0.44748,0.02227,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,9.00000,5.75000,1.39000,0.15500,-0.20000,202.60000,0.48083,0.02322,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,10.00000,5.75000,1.39000,0.15500,-0.20000,217.67000,0.51018,0.02529,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,11.00000,5.75000,1.39000,0.15500,-0.20000,232.74000,0.57394,0.02883,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,12.00000,5.75000,1.39000,0.15500,-0.20000,247.81000,0.64241,0.03457,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,13.00000,5.75000,1.39000,0.15500,-0.20000,262.89000,0.90671,0.04387,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,14.00000,5.75000,1.39000,0.15500,-0.20000,277.98000,1.09402,0.05953,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
80.00000,15.00000,5.75000,1.39000,0.15500,-0.20000,292.68000,1.65191,0.08671,0.05000,0.64892,1.01978,-3.37647,2.13750,1.43320,0.05916
81.00000,0.00000,5.75000,1.39000,0.15500,-0.26000,66.92000,1.04740,0.05371,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,1.00000,5.75000,1.39000,0.15500,-0.26000,82.00000,0.81334,0.03629,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,2.00000,5.75000,1.39000,0.15500,-0.26000,97.09000,0.50648,0.02675,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,3.00000,5.75000,1.39000,0.15500,-0.26000,112.18000,0.40029,0.02114,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,4.00000,5.75000,1.39000,0.15500,-0.26000,127.25000,0.37363,0.01771,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,5.00000,5.75000,1.39000,0.15500,-0.26000,142.32000,0.31407,0.01560,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,6.00000,5.75000,1.39000,0.15500,-0.26000,157.39000,0.29370,0.01438,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,7.00000,5.75000,1.39000,0.15500,-0.26000,172.46000,0.27897,0.01382,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,8.00000,5.75000,1.39000,0.15500,-0.26000,187.54000,0.25798,0.01382,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,9.00000,5.75000,1.39000,0.15500,-0.26000,202.61000,0.28359,0.01438,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,10.00000,5.75000,1.39000,0.15500,-0.26000,217.68000,0.28505,0.01560,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,11.00000,5.75000,1.39000,0.15500,-0.26000,232.75000,0.34752,0.01771,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,12.00000,5.75000,1.39000,0.15500,-0.26000,247.82000,0.43421,0.02114,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,13.00000,5.75000,1.39000,0.15500,-0.26000,262.91000,0.50493,0.02675,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,14.00000,5.75000,1.39000,0.15500,-0.26000,278.00000,0.78055,0.03629,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
81.00000,15.00000,5.75000,1.39000,0.15500,-0.26000,293.08000,1.07581,0.05371,0.05000,0.58528,0.88573,-3.41144,1.99010,1.12356,0.04768
82.00000,0.00000,5.75000,1.39000,0.15500,-0.34000,54.08000,1.01401,0.04655,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,1.00000,5.75000,1.39000,0.15500,-0.34000,66.88000,0.58684,0.03066,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,2.00000,5.75000,1.39000,0.15500,-0.34000,81.99000,0.42108,0.02084,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,3.00000,5.75000,1.39000,0.15500,-0.34000,97.08000,0.28664,0.01549,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,4.00000,5.75000,1.39000,0.15500,-0.34000,112.17000,0.25386,0.01234,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,5.00000,5.75000,1.39000,0.15500,-0.34000,127.25000,0.21399,0.01043,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,6.00000,5.75000,1.39000,0.15500,-0.34000,142.32000,0.18438,0.00925,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,7.00000,5.75000,1.39000,0.15500,-0.34000,157.39000,0.18000,0.00857,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,8.00000,5.75000,1.39000,0.15500,-0.34000,172.46000,0.15991,0.00826,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,9.00000,5.75000,1.39000,0.15500,-0.34000,187.54000,0.17094,0.00826,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,10.00000,5.75000,1.39000,0.15500,-0.34000,202.61000,0.18479,0.00857,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,11.00000,5.75000,1.39000,0.15500,-0.34000,217.68000,0.18813,0.00925,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,12.00000,5.75000,1.39000,0.15500,-0.34000,232.75000,0.19999,0.01043,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,13.00000,5.75000,1.39000,0.15500,-0.34000,247.83000,0.24000,0.01234,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,14.00000,5.75000,1.39000,0.15500,-0.34000,262.92000,0.32002,0.01549,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,15.00000,5.75000,1.39000,0.15500,-0.34000,278.01000,0.39337,0.02084,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,16.00000,5.75000,1.39000,0.15500,-0.34000,293.12000,0.66085,0.03066,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
82.00000,17.00000,5.75000,1.39000,0.15500,-0.34000,305.92000,0.91125,0.04655,0.05000,0.51603,0.74472,-3.36011,1.81615,0.79906,0.03697
83.00000,0.00000,5.75000,1.39000,0.15500,-0.45000,51.97000,0.53276,0.02556,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,1.00000,5.75000,1.39000,0.15500,-0.45000,66.88000,0.32750,0.01602,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,2.00000,5.75000,1.39000,0.15500,-0.45000,81.98000,0.21654,0.01111,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,3.00000,5.75000,1.39000,0.15500,-0.45000,97.08000,0.17150,0.00839,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,4.00000,5.75000,1.39000,0.15500,-0.45000,112.16000,0.14578,0.00679,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,5.00000,5.75000,1.39000,0.15500,-0.45000,127.24000,0.11601,0.00581,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,6.00000,5.75000,1.39000,0.15500,-0.45000,142.32000,0.10449,0.00521,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,7.00000,5.75000,1.39000,0.15500,-0.45000,157.39000,0.09800,0.00486,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,8.00000,5.75000,1.39000,0.15500,-0.45000,172.46000,0.09491,0.00470,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,9.00000,5.75000,1.39000,0.15500,-0.45000,187.54000,0.09358,0.00470,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,10.00000,5.75000,1.39000,0.15500,-0.45000,202.61000,0.09579,0.00486,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,11.00000,5.75000,1.39000,0.15500,-0.45000,217.68000,0.09810,0.00521,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,12.00000,5.75000,1.39000,0.15500,-0.45000,232.76000,0.12498,0.00581,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,13.00000,5.75000,1.39000,0.15500,-0.45000,247.84000,0.13300,0.00679,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,14.00000,5.75000,1.39000,0.15500,-0.45000,262.92000,0.17237,0.00839,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,15.00000,5.75000,1.39000,0.15500,-0.45000,278.02000,0.21952,0.01111,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,16.00000,5.75000,1.39000,0.15500,-0.45000,293.12000,0.32611,0.01602,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
83.00000,17.00000,5.75000,1.39000,0.15500,-0.45000,308.03000,0.50989,0.02556,0.05000,0.44130,0.59989,-3.19111,1.61191,0.47392,0.02730
84.00000,0.00000,5.75000,1.45000,0.18400,-0.11000,7.85000,4.76147,0.23288,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,1.00000,5.75000,1.45000,0.18400,-0.11000,22.93000,3.80093,0.19647,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,2.00000,5.75000,1.45000,0.18400,-0.11000,37.42000,3.26022,0.15141,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,3.00000,5.75000,1.45000,0.18400,-0.11000,52.08000,2.30415,0.11235,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,4.00000,5.75000,1.45000,0.18400,-0.11000,67.09000,1.59940,0.08310,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,5.00000,5.75000,1.45000,0.18400,-0.11000,82.13000,1.26873,0.06294,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,6.00000,5.75000,1.45000,0.18400,-0.11000,97.17000,0.96967,0.04929,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,7.00000,5.75000,1.45000,0.18400,-0.11000,112.21000,0.78032,0.04008,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,8.00000,5.75000,1.45000,0.18400,-0.11000,127.27000,0.65887,0.03389,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,9.00000,5.75000,1.45000,0.18400,-0.11000,142.33000,0.59178,0.02986,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,10.00000,5.75000,1.45000,0.18400,-0.11000,157.39000,0.57878,0.02742,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,11.00000,5.75000,1.45000,0.18400,-0.11000,172.46000,0.51767,0.02628,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,12.00000,5.75000,1.45000,0.18400,-0.11000,187.54000,0.53758,0.02628,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,13.00000,5.75000,1.45000,0.18400,-0.11000,202.61000,0.57341,0.02742,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,14.00000,5.75000,1.45000,0.18400,-0.11000,217.67000,0.60270,0.02986,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,15.00000,5.75000,1.45000,0.18400,-0.11000,232.73000,0.67234,0.03389,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,16.00000,5.75000,1.45000,0.18400,-0.11000,247.79000,0.85145,0.04008,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,17.00000,5.75000,1.45000,0.18400,-0.11000,262.83000,0.99045,0.04929,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,18.00000,5.75000,1.45000,0.18400,-0.11000,277.87000,1.23681,0.06294,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,19.00000,5.75000,1.45000,0.18400,-0.11000,292.91000,1.57320,0.08310,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,20.00000,5.75000,1.45000,0.18400,-0.11000,307.92000,2.44094,0.11235,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,21.00000,5.75000,1.45000,0.18400,-0.11000,322.58000,2.90540,0.15141,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,22.00000,5.75000,1.45000,0.18400,-0.11000,337.07000,3.65542,0.19647,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
84.00000,23.00000,5.75000,1.45000,0.18400,-0.11000,352.15000,4.41048,0.23288,0.05000,0.77206,1.28727,-3.01669,2.39131,1.94938,0.07616
85.00000,0.00000,5.75000,1.45000,0.18400,-0.15000,24.27000,3.13382,0.17711,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,1.00000,5.75000,1.45000,0.18400,-0.15000,38.00000,2.39585,0.12349,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,2.00000,5.75000,1.45000,0.18400,-0.15000,51.97000,1.74546,0.08520,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,3.00000,5.75000,1.45000,0.18400,-0.15000,67.01000,1.10276,0.05918,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,4.00000,5.75000,1.45000,0.18400,-0.15000,82.07000,0.82299,0.04314,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,5.00000,5.75000,1.45000,0.18400,-0.15000,97.13000,0.63942,0.03309,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,6.00000,5.75000,1.45000,0.18400,-0.15000,112.19000,0.53661,0.02665,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,7.00000,5.75000,1.45000,0.18400,-0.15000,127.25000,0.44828,0.02249,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,8.00000,5.75000,1.45000,0.18400,-0.15000,142.32000,0.38204,0.01984,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,9.00000,5.75000,1.45000,0.18400,-0.15000,157.39000,0.37043,0.01827,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,10.00000,5.75000,1.45000,0.18400,-0.15000,172.46000,0.32564,0.01754,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,11.00000,5.75000,1.45000,0.18400,-0.15000,187.54000,0.35964,0.01754,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,12.00000,5.75000,1.45000,0.18400,-0.15000,202.61000,0.34936,0.01827,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,13.00000,5.75000,1.45000,0.18400,-0.15000,217.68000,0.41281,0.01984,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,14.00000,5.75000,1.45000,0.18400,-0.15000,232.75000,0.42169,0.02249,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,15.00000,5.75000,1.45000,0.18400,-0.15000,247.81000,0.53675,0.02665,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,16.00000,5.75000,1.45000,0.18400,-0.15000,262.87000,0.69311,0.03309,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,17.00000,5.75000,1.45000,0.18400,-0.15000,277.93000,0.81374,0.04314,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,18.00000,5.75000,1.45000,0.18400,-0.15000,292.99000,1.21068,0.05918,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,19.00000,5.75000,1.45000,0.18400,-0.15000,308.03000,1.55338,0.08520,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,20.00000,5.75000,1.45000,0.18400,-0.15000,322.00000,2.50103,0.12349,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
85.00000,21.00000,5.75000,1.45000,0.18400,-0.15000,335.73000,3.59859,0.17711,0.05000,0.71236,1.15655,-3.14288,2.27322,1.68564,0.06470
86.00000,0.00000,5.75000,1.45000,0.18400,-0.20000,38.92000,1.94058,0.09421,0.05000,0.64892,1.01978,-3.22608,2.13750,1.40537,0.05384
86.00000,1.00000,5.75000,1.45000,0.18400,-0.20000,51.87000,1.23966,0.06150,0.05000,0.64892,1.01978,-3.22608,2.13750,1.40537,0.05384
86.00000,2.00000,5.75000,1.45000,0.18400,-0.20000,66.95000,0.84425,0.04034,0.05000,0.64892,1.01978,-3.22608,2.13750,1.40537,0.05384
86.00000,3.00000,5.75000,1.45000,0.18400,-0.20000,82.03000,0.59461,0.02855,0.05000,0.64892,1.01978,-3.22608,2.13750,1.40537,0.05384
86.00000,4.00000,5.75000,1.45000,0.18400,-0.20000,97.10000,0.44030,0.02160,0.05000,0.64892,1.01978,-3.22608,2.13750,1.40537,0.05384
86.00000,5.00000,5.75000,1.45000,0.18400,-0.20000,112.17000,0.34690,0.01734,0.05000,0.64892,1.01978,-3.22608,2.13750,1.40537,0.05384
86.00000,6.00000,5.75000,1.45000,0.18400,-0.20000,127.24000,0.30616,0.01466,0.05000,0.64892,1.01978,-3.22608,2.13750,1.40537,0.05384
86.00000,7.00000,5.75000,1.45000,0.18400,-0.20000,142.31000,0.27291,0.01299,0.05000,0.64892,1.01978,-3.22608,2.13750,1.40537,0.05384
86.00000,8.00000,5.75000,1.45000,0.18400,-0.20000,157.39000,0.25103,0.01201,0.05000,0.64892,1.01978,-3.22608,2.13750,1.40537,0.05384
