,ReH,ReE,ReHtilde,SetNum
0,3.477015256881714,-21.171236038208008,1.3538066148757935,12
1,7.2415690422058105,-50.49861526489258,3.0872128009796143,12
2,7.858577728271484,-56.85185241699219,3.2440125942230225,12
3,8.875500679016113,-53.916961669921875,2.6821115016937256,12
4,8.824464797973633,-55.72334289550781,3.0202181339263916,12
5,7.447793483734131,-53.49948501586914,2.9038569927215576,12
6,8.065628051757812,-51.38889694213867,2.8408453464508057,12
7,6.730457305908203,-50.29692459106445,4.158070087432861,12
8,7.025162696838379,-50.24868392944336,3.555058240890503,12
9,7.399177551269531,-45.47599411010742,3.6054775714874268,12
10,7.871645927429199,-50.54313278198242,3.8428077697753906,12
11,7.770234107971191,-50.39619064331055,2.575814962387085,12
12,7.344863414764404,-51.126312255859375,4.0063371658325195,12
13,8.787663459777832,-55.332672119140625,3.0958492755889893,12
14,7.162106990814209,-45.17595672607422,2.8766698837280273,12
15,6.856013774871826,-49.37792205810547,3.3761179447174072,12
16,7.046494483947754,-49.500064849853516,3.5861167907714844,12
17,6.742976188659668,-49.52986145019531,4.564120769500732,12
18,9.078961372375488,-56.93343734741211,3.1254310607910156,12
19,7.858957290649414,-55.61555099487305,3.7716753482818604,12
20,8.69379711151123,-54.21476745605469,3.7570064067840576,12
21,7.194216251373291,-52.41634750366211,4.723482608795166,12
22,8.837637901306152,-53.451568603515625,4.161742210388184,12
23,9.314128875732422,-62.752864837646484,2.9575538635253906,12
24,7.531601428985596,-53.32371139526367,3.598936080932617,12
25,7.990016937255859,-49.757484436035156,4.35905647277832,12
26,8.088415145874023,-56.67741394042969,5.291605472564697,12
27,7.095074653625488,-52.599769592285156,4.240564346313477,12
28,9.426703453063965,-65.16259002685547,4.5351057052612305,12
29,8.009361267089844,-58.413761138916016,5.5422773361206055,12
30,8.195281028747559,-55.94147491455078,4.602293968200684,12
31,7.311981678009033,-47.06755828857422,3.1204471588134766,12
32,7.223850250244141,-51.13325881958008,3.3597936630249023,12
33,7.541812896728516,-47.57632827758789,2.5088839530944824,12
34,8.317506790161133,-58.85814666748047,4.110123634338379,12
35,7.096105575561523,-51.75349426269531,5.495473861694336,12
36,6.866151809692383,-52.43833541870117,4.855655193328857,12
37,7.096198081970215,-52.12394714355469,3.7895021438598633,12
38,7.605220794677734,-54.600589752197266,5.2322306632995605,12
39,7.825896739959717,-54.553035736083984,3.6663763523101807,12
40,8.404740333557129,-52.91957473754883,1.8499376773834229,12
41,7.464977264404297,-52.42531204223633,3.1673696041107178,12
42,8.141478538513184,-55.86819839477539,3.1527440547943115,12
43,8.827303886413574,-59.76963806152344,3.8871209621429443,12
44,9.026533126831055,-56.22299575805664,2.9630777835845947,12
45,9.297046661376953,-57.55961227416992,2.741835594177246,12
46,7.675204753875732,-47.852203369140625,2.8155717849731445,12
47,7.529339790344238,-46.714630126953125,3.025683641433716,12
48,6.4767746925354,-40.08567428588867,1.7292613983154297,12
49,6.646821022033691,-49.090206146240234,4.33685302734375,12
50,6.483037948608398,-49.83953857421875,3.3770837783813477,12
51,10.198386192321777,-64.38865661621094,3.663342237472534,12
52,9.1143159866333,-62.642189025878906,2.07578706741333,12
53,8.212859153747559,-51.01931381225586,2.8303985595703125,12
54,8.876504898071289,-60.2706184387207,3.737470865249634,12
55,8.660989761352539,-60.31425094604492,5.326869964599609,12
56,10.213210105895996,-63.749088287353516,4.697656631469727,12
57,9.39447021484375,-64.63204193115234,5.083158493041992,12
58,9.10513687133789,-58.053165435791016,3.1874876022338867,12
59,8.695454597473145,-54.83940887451172,2.9784154891967773,12
60,7.593688488006592,-47.992103576660156,2.9839484691619873,12
61,6.121787071228027,-45.346309661865234,3.110020160675049,12
62,7.335514545440674,-54.83356475830078,4.659233093261719,12
63,9.613815307617188,-60.9453239440918,3.6767709255218506,12
64,9.172897338867188,-58.22624206542969,2.717374563217163,12
65,8.543618202209473,-58.729591369628906,3.614137649536133,12
66,9.170632362365723,-63.44816589355469,3.2629306316375732,12
67,8.402527809143066,-59.1240348815918,4.104369163513184,12
68,9.681960105895996,-67.05951690673828,5.269025802612305,12
69,9.691909790039062,-66.02574157714844,4.241106033325195,12
70,9.089043617248535,-62.65485763549805,4.860894680023193,12
71,8.829268455505371,-61.381690979003906,3.5257060527801514,12
72,8.222311973571777,-57.46992874145508,4.232654094696045,12
73,7.082595348358154,-50.45543670654297,2.8930914402008057,12
74,9.009262084960938,-56.454795837402344,3.7245116233825684,12
75,8.313200950622559,-57.2629280090332,4.2521748542785645,12
76,9.147991180419922,-62.78912353515625,4.708819389343262,12
77,9.094907760620117,-56.898353576660156,4.26875638961792,12
78,9.783767700195312,-60.6707649230957,2.4878547191619873,12
79,10.84760856628418,-65.90301513671875,4.544655799865723,12
