,ReH,ReE,ReHT,index,replica,set
0,1.7459365845259252,3.9473262832010247,1.2478157080916752,0,0,54
1,1.7459447476972816,3.947310251658257,1.247826304984716,1,0,54
2,1.7459529992000595,3.947294046627519,1.2478370165568042,2,0,54
3,1.7460570163025637,3.9470897687584046,1.2479720448010254,3,0,54
0,1.7532905853267808,5.764852237055036,0.8826289142935373,0,1,54
1,1.7532717182059163,5.764834239538956,0.8825943728902226,1,1,54
2,1.7532685165741348,5.764831185477179,0.8825885114447136,2,1,54
3,1.7532701501617747,5.7648327437672915,0.8825915021555506,3,1,54
0,2.477651191998015,-0.5705952275419532,-2.6366351142938256,0,2,54
1,2.4775931894041117,-0.5708610866160888,-2.6366160624516777,1,2,54
2,2.4776606374572943,-0.5705519336141595,-2.6366382168001126,2,2,54
3,2.477655137252542,-0.5705771441624691,-2.6366364101721738,3,2,54
0,3.0388267724997364,-3.4007080818380944,-4.51819479652613,0,3,54
1,3.0388431659953525,-3.400684615429287,-4.518165739461992,1,3,54
2,3.0387264119109405,-3.400851742640964,-4.518372683178738,2,3,54
3,3.038834662501,-3.400696787724497,-4.518180811696305,3,3,54
0,2.4760822533598397,1.0504266120764427,0.31156525969033133,0,4,54
1,2.476428000533449,1.0481570363285009,0.3103089956885189,1,4,54
2,2.476402945640545,1.0483215032639028,0.3104000320377337,2,4,54
3,2.4764550129031537,1.0479797200047885,0.31021084689803513,3,4,54
0,1.7751110431841894,-2.9335753007172443,2.290559787480526,0,5,54
1,1.7751031325479751,-2.933595685938281,2.2905740767293503,1,5,54
2,1.7751082769408373,-2.933582429159191,2.290564784247122,2,5,54
3,1.7751591230485602,-2.9334514018556854,2.2904729391513863,3,5,54
0,0.2151966495409258,1.2741424613053354,-7.407697009345526,0,6,54
1,0.2166197741783833,1.2776202593774286,-7.411773133842381,1,6,54
2,0.21539543239038733,1.2746282420944979,-7.408266364706576,2,6,54
3,0.21529977760135321,1.2743944831986893,-7.4079923895257025,3,6,54
0,2.8559391703635573,-6.055110657290637,-2.252265560179268,0,7,54
1,2.856444987320958,-6.05436147898086,-2.2541327508922264,1,7,54
2,2.856527111232271,-6.054239843175846,-2.25443590601843,2,7,54
3,2.856484505546266,-6.054302947536511,-2.2542786298730455,3,7,54
0,1.6072866735036908,-0.7304191953413355,3.7562886949015835,0,8,54
1,1.6072801388505735,-0.7304070381711804,3.7562516748293273,1,8,54
2,1.6072810490365557,-0.7304087314927687,3.7562568312030162,2,8,54
3,1.6072806394850168,-0.7304079695581762,3.7562545110334424,3,8,54
0,2.0071636961958377,2.5079531661207124,-0.2235956549215597,0,9,54
1,2.007133127310653,2.5079200998320323,-0.22361097929320206,1,9,54
2,2.0071306798990802,2.507917452486357,-0.22361220618314542,2,9,54
3,2.00712844426989,2.5079150342175938,-0.22361332691161168,3,9,54
0,2.1116855822159266,-1.4218938570093516,0.5727646036070857,0,10,54
1,2.111696192357986,-1.4218773369861015,0.5727782402873156,1,10,54
2,2.111701909420927,-1.4218684355012123,0.572785588141729,2,10,54
3,2.1118011774435055,-1.4217138748978257,0.5729131723586689,3,10,54
0,1.8361698905173984,0.4893462124184836,1.4926205468342388,0,11,54
1,1.8361975376816284,0.48936531952620943,1.4926270666081292,1,11,54
2,1.8361717672825097,0.4893475094604465,1.4926209894044589,2,11,54
3,1.836167594353522,0.48934462553113905,1.492620005340136,3,11,54
0,2.9249883655289257,-4.499274027070509,0.1731389997399599,0,12,54
1,2.9249847301421843,-4.499320990246816,0.17296547472776905,1,12,54
2,2.9249889366874866,-4.499266648564966,0.17316626277303368,2,12,54
3,2.924987839749144,-4.49928081928824,0.17311390305078056,3,12,54
0,1.7621835748480124,3.2514282031594606,-1.0950039528338587,0,13,54
1,1.762520524088219,3.251308192321426,-1.094747517041728,1,13,54
2,1.762358383297026,3.251365941826996,-1.094870914566128,2,13,54
3,1.7645958592408206,3.250569022505827,-1.0931680797002876,3,13,54
0,1.7621166303980544,2.31149061249807,1.4936931227975665,0,14,54
1,1.762344748625359,2.3118306045293346,1.4936722507508882,1,14,54
2,1.7621498017241697,2.31154005171287,1.4936900877334987,2,14,54
3,1.76214240047499,2.3115290207434995,1.493690764922495,3,14,54
0,1.930141788684535,-4.0018254231230355,1.4898909838497139,0,15,54
1,1.930132003851729,-4.001821676766587,1.4898955527760231,1,15,54
2,1.9302018708769464,-4.001848427016089,1.4898629291302594,2,15,54
3,1.9301370813884113,-4.001823620823833,1.489893181865847,3,15,54
0,2.076243175429279,-3.648772371817052,0.9766549853110567,0,16,54
1,2.0762319078416933,-3.6487616400301195,0.9766451927080186,1,16,54
2,2.0762416588996526,-3.648770927436883,0.9766536669418879,2,16,54
3,2.0762464978389765,-3.6487755361461836,0.9766578737555474,3,16,54
0,1.7706749901624863,6.168188827223388,0.35512632775777453,0,17,54
1,1.770702007569756,6.168214897410586,0.35513346841443477,1,17,54
2,1.7708687154863476,6.168375760586956,0.355177529045398,2,17,54
3,1.7706898746598707,6.168203189875068,0.35513026170448597,3,17,54
0,1.6661874323263555,-3.0362574820803925,3.6514455030097377,0,18,54
1,1.6662155880650684,-3.036258643179128,3.65143004603578,1,18,54
2,1.6661588791652784,-3.036256304591187,3.651461178161443,2,18,54
3,1.6658373194226488,-3.036243043972836,3.651637708451444,3,18,54
0,0.050892024367181043,-8.528085427024923,0.6464871400814708,0,19,54
1,0.051779286791715506,-8.532886994724773,0.6500490469481939,1,19,54
2,0.05082270475334457,-8.52771029244252,0.6462088571268715,2,19,54
3,0.05095632067043605,-8.528433377127351,0.6467452569994938,3,19,54
0,1.5053241174575904,6.764577675597366,2.1722853646846296,0,20,54
1,1.5053011916919556,6.764580129821594,2.1722615680088335,1,20,54
