,ReH,ReE,ReHT,index,replica,set
0,0.45783243993026856,3.0397844926179336,-4.609267433721181,0,0,27
1,0.45783268707698327,3.0397844386668176,-4.609267394916632,1,0,27
2,0.45783317641435206,3.0397843319951097,-4.609267318289428,2,0,27
3,0.45783926705140676,3.0397830039714684,-4.609266364120225,3,0,27
0,0.34094856280513813,0.4900398530682566,3.2369178172090276,0,1,27
1,0.34093665838959997,0.4900721478971397,3.2369131518628613,1,1,27
2,0.3410239132143652,0.4898354392317652,3.236947347065507,2,1,27
3,0.3409425859584545,0.4900560673123593,3.23691547488038,3,1,27
0,0.06734791109548893,7.383430290577677,-4.791883651933492,0,2,27
1,0.06745630187127946,7.383288524103582,-4.791661599518736,1,2,27
2,0.06747481119455749,7.383264315387624,-4.791623680794056,2,2,27
3,0.06746033382263616,7.383283250633301,-4.791653339545881,3,2,27
0,1.102929920900773,-6.714247974826266,1.1189810439612302,0,3,27
1,1.1029899381020316,-6.713994642438234,1.118733049533931,1,3,27
2,1.1029853214958238,-6.714014129115528,1.118752125614833,2,3,27
3,1.1029947400675888,-6.71397437335513,1.1187132075594457,3,3,27
0,0.5956670799614796,-1.1398651951561982,0.6455550452033143,0,4,27
1,0.5956686376228792,-1.139868346816149,0.645551237274353,1,4,27
2,0.595647268579376,-1.1398251100896986,0.6456034771018959,2,4,27
3,0.5956703160398259,-1.1398717428416245,0.6455471341176751,3,4,27
0,0.4270604640281558,0.802513581773455,0.618049799830773,0,5,27
1,0.4270598958923455,0.8025131471486188,0.6180505473345314,1,5,27
2,0.4270601514849947,0.8025133426725597,0.6180502110485533,2,5,27
3,0.42705638484769004,0.8025104612777683,0.6180551667342261,3,5,27
0,0.6252511026012384,-1.5470981804406878,0.548769031013217,0,6,27
1,0.6252712298864731,-1.5470897670304593,0.548649911919034,1,6,27
2,0.625272775474854,-1.5470891209532645,0.5486407646807405,2,6,27
3,0.625274491939894,-1.5470884034545929,0.5486306061300759,3,6,27
0,-0.06879806392974097,5.025903988492633,2.699521962936795,0,7,27
1,-0.06878260110001637,5.0259225841343405,2.6995365525539823,1,7,27
2,-0.06857766384110889,5.026169042205208,2.699729916646043,2,7,27
3,-0.06881577812296258,5.025882685358508,2.6995052490941207,3,7,27
0,-0.1767700535453066,6.926478536496317,1.2701457295868426,0,8,27
1,-0.17676977628479656,6.926478700140962,1.2701455120558762,1,8,27
2,-0.17676974659344039,6.926478718024413,1.2701454887464805,2,8,27
3,-0.1767722968120231,6.926477209833667,1.2701474896963196,3,8,27
0,1.7712373551932108,7.394332901029981,1.3823686245092213,0,9,27
1,1.7708261800598701,7.39480410283705,1.3821568089592722,1,9,27
2,1.7682936733616224,7.397706325359991,1.3808521962627491,2,9,27
3,1.7710240385306313,7.394577359385373,1.3822587351156668,3,9,27
0,1.187767769418246,-5.937770236075484,-2.22447278558589,0,10,27
1,1.1877621857007035,-5.937775736827241,-2.2244668233665417,1,10,27
2,1.1877649853043524,-5.937772978822584,-2.2244698127406544,2,10,27
3,1.1877268462730557,-5.937810551156349,-2.2244290884140607,3,10,27
0,0.5880957449811143,1.0313131337188182,-3.244032789370655,0,11,27
1,0.5880954056814407,1.0313127810594658,-3.2440328296439205,1,11,27
2,0.5880999950302188,1.0313175498980232,-3.244032284111504,2,11,27
3,0.5880950640010588,1.0313124261245996,-3.244032870329903,3,11,27
0,0.44924603609929536,-0.7936773134171575,3.489478695837632,0,12,27
