,ReH,ReE,ReHT,index,replica,set
0,0.9162157760612972,4.045574778775364,-1.064195759110134,0,0,41
1,0.9162236525671834,4.045581060848357,-1.0641781618396002,1,0,41
2,0.9162321399454749,4.045587830134796,-1.0641591997771362,2,0,41
3,0.9161156109414059,4.045494889986593,-1.0644195427167502,3,0,41
0,0.5075712134421719,2.9418316178665282,5.535125190264054,0,1,41
1,0.5075706777280972,2.9418324196707535,5.53512476821607,1,1,41
2,0.5075691904617861,2.941834645788431,5.535123596399881,2,1,41
3,0.5075709295223967,2.941832042774526,5.535124966623954,3,1,41
0,1.351088582071485,1.053621092673239,-0.7310138113854543,0,2,41
1,1.3510907343277632,1.0536207173723717,-0.7310164086100945,1,2,41
2,1.351089620369064,1.0536209116315711,-0.7310150643342015,2,2,41
3,1.3510753245316889,1.0536234046024409,-0.7309978128051371,3,2,41
0,1.7150481427383688,-2.8084963489053587,2.275605184804226,0,3,41
1,1.7150621889800606,-2.808497383904057,2.2755923461588687,1,3,41
2,1.7150325465249119,-2.8084951997006273,2.2756194401617176,2,3,41
3,1.7152451027664286,-2.8085108618954733,2.275425158043112,3,3,41
0,1.8438839779963403,-2.658998837625562,0.5667393718596068,0,4,41
1,1.8438995984959243,-2.658971337624626,0.5667315617935589,1,4,41
2,1.8437820254092747,-2.659178325872979,0.5667903469480653,2,4,41
3,1.8438921277400682,-2.658984489946259,0.5667352970830352,3,4,41
0,0.9211638422596062,-3.2242598141500363,-7.390679379913159,0,5,41
1,0.9254964869966482,-3.2319272855400305,-7.3997277083564565,1,5,41
2,0.9217690285122877,-3.225330810863796,-7.391943255516426,2,5,41
3,0.9214778114209381,-3.2248154446502433,-7.39133507551381,3,5,41
0,2.031809477160575,-6.528658617192864,5.751709466792974,0,6,41
1,2.031809142235262,-6.52866296564846,5.751730047776153,1,6,41
2,2.031804869968459,-6.528718434160124,5.751992576893246,2,6,41
3,2.031809834037098,-6.528653983707557,5.751687536790831,3,6,41
0,3.2301722049376016,0.5880894713727409,7.2959218555045595,0,7,41
1,3.23002377060262,0.5881620495319682,7.29618832339302,1,7,41
2,3.2281238724267585,0.5890910199947985,7.299599002295668,2,7,41
3,3.229886092700852,0.5882293682470952,7.296435481435616,3,7,41
0,1.438918285891006,-1.6904263924535594,3.5664707635459325,0,8,41
1,1.438934888269162,-1.690576073723796,3.5663975347490338,1,8,41
2,1.4389326238288127,-1.6905556583448507,3.5664075225961964,2,8,41
