,ReH,ReE,ReHT,index,replica,set
0,0.7644259771453548,-1.4128559809953183,1.4215771287463697,0,0,19
1,0.764427774951788,-1.4128560864604354,1.4215778139582724,1,0,19
2,0.7644261007523079,-1.4128559882193459,1.421577175839606,2,0,19
3,0.7644258304014173,-1.4128559723427765,1.421577072787699,3,0,19
0,0.4788778957552253,3.864615899911195,0.620775025784768,0,1,19
1,0.4788819803713563,3.8646257178798473,0.6207958777119985,1,1,19
2,0.4788777406501849,3.864615527096812,0.6207742339878299,2,1,19
3,0.4788772006559262,3.8646142291589687,0.6207714773521769,3,1,19
0,0.8262940994063568,-6.647137976710842,5.6002085725822415,0,2,19
1,0.826295736502198,-6.6471234025005375,5.6001729405275515,1,2,19
2,0.8262949220120885,-6.64713065348403,5.600190668256555,2,2,19
3,0.8262837314376601,-6.647230277351198,5.600434235726343,3,2,19
0,0.7360400680447838,2.5634426034748414,-3.0654497427802374,0,3,19
1,0.7360409380491229,2.5634423212427664,-3.065449844281836,1,3,19
2,0.7360508720256191,2.563439097566248,-3.065451004376697,2,3,19
3,0.7360403686518766,2.563442506409662,-3.065449777376342,3,3,19
0,0.7665524033293496,3.332023993863796,-4.6392575196696315,0,4,19
1,0.7665624187126296,3.332009969414912,-4.639253431794282,1,4,19
2,0.7666951457547534,3.3318241130877335,-4.639199258035987,2,4,19
3,0.7665721240906072,3.33199637907678,-4.639249470457528,3,4,19
0,0.763406167988969,-0.059159776572629386,-0.5818169147536797,0,5,19
1,0.7634137594033854,-0.059169038539389054,-0.581824526355843,1,5,19
2,0.7634603718993382,-0.05922590841249081,-0.5818712627977534,2,5,19
3,0.7634101072179535,-0.059164582673613686,-0.581820864459921,3,5,19
0,1.044713773562211,-0.13218441376236423,-5.677267428070836,0,6,19
1,1.0447671182824179,-0.13198512212482125,-5.677344425551748,1,6,19
2,1.0447713119045883,-0.13196945509797287,-5.67735047859685,2,6,19
3,1.044763282988113,-0.13199945049184547,-5.67733888970206,3,6,19
0,0.47099599514804025,1.7615049434845305,3.2472468613343155,0,7,19
1,0.4710229128749994,1.761514999221895,3.247243788885865,1,7,19
2,0.471379949700252,1.7616483785370396,3.2472030359588824,2,7,19
3,0.4710490109634773,1.7615247487637058,3.247240809999024,3,7,19
0,0.8135533143316886,-1.8671371699696215,1.25367731030805,0,8,19
1,0.8136022951520583,-1.8668887705312867,1.253714588841175,1,8,19
2,0.8135598437609272,-1.8671040568606436,1.253682279755042,2,8,19
3,0.8135660351670388,-1.8670726580026382,1.2536869919351772,3,8,19
0,0.9350208537142418,0.2118937447172055,-3.9815456267213722,0,9,19
1,0.9350292150085887,0.21188642711559508,-3.981541081391996,1,9,19
2,0.9350401591210202,0.2118768490930153,-3.981535131999485,2,9,19
3,0.9351756263158635,0.21175829149572795,-3.9814614899503202,3,9,19
0,0.9230706152384462,-3.2487811634833133,0.47839158876721055,0,10,19
1,0.923038850187714,-3.24883414995798,0.47842389457602563,1,10,19
2,0.9230362940619046,-3.248838413781205,0.47842649422937167,2,10,19
3,0.9230335710664017,-3.248842955915138,0.4784292635574707,3,10,19
0,0.7003976449467013,1.4485588559644589,-1.5633174568275354,0,11,19
1,0.7003981596780708,1.4485597603497518,-1.5633195616612112,1,11,19
2,0.7003910649274288,1.4485472949911096,-1.5632905499806027,2,11,19
3,0.700398714857795,1.4485607357894144,-1.5633218318884599,3,11,19
0,0.9193807964737952,-4.118511268672956,1.6630029431161424,0,12,19
1,0.9193596559627684,-4.118514981096173,1.6630063229302512,1,12,19
2,0.9196182228980034,-4.118469574910696,1.6629649848184131,2,12,19
3,0.9193387570204199,-4.1185186511016285,1.663009664135933,3,12,19
0,0.6654779978102117,1.0518072430913183,0.18157746099126476,0,13,19
1,0.6655100537917731,1.0517814517852457,0.18156402872413313,1,13,19
2,0.6657144628885732,1.0516169902231507,0.18147837616731288,2,13,19
3,0.6655397704156072,1.0517575426630548,0.18155157671204475,3,13,19
0,2.283689006080405,3.6228118524106865,-2.507497028583714,0,14,19
1,2.2836737680064934,3.622713832250329,-2.50761849751761,1,14,19
2,2.2834787269476493,3.621459214743595,-2.50917324962725,2,14,19
3,2.283659634173473,3.62262291521553,-2.507731164088022,3,14,19
0,1.1442235582530427,-2.9705141392207173,-4.052875158582928,0,15,19
1,1.1442093830571372,-2.970534909452912,-4.052871961014224,1,15,19
2,1.1442103439490805,-2.9705335015293177,-4.052872177791581,2,15,19
3,1.1442113096566628,-2.9705320864642157,-4.052872395576113,3,15,19
0,0.858451725044809,-2.914485126141467,1.2467259414310958,0,16,19
1,0.8581707216577135,-2.914386771100012,1.2469431910052733,1,16,19
2,0.8584734917741959,-2.914492744793474,1.2467091131228685,2,16,19
3,0.8584313024982436,-2.914477977967328,1.2467417305292967,3,16,19
0,0.6983995694098644,-3.4778392574652477,5.266602947053293,0,17,19
1,0.6983991085872643,-3.477840925336235,5.26660377592331,1,17,19
2,0.6984016298412176,-3.4778318018790255,5.266599240402575,2,17,19
3,0.698399423082064,-3.4778397868423943,5.26660321032864,3,17,19
0,0.7827654780401838,1.6306949634411434,-2.8159615091271784,0,18,19
1,0.782776679703516,1.6306915066314942,-2.815961845313077,1,18,19
2,0.7827988798493886,1.6306846557132406,-2.8159625115955436,2,18,19
3,0.7830716816751112,1.6306004696414063,-2.815970699008208,3,18,19
0,1.2711964219398781,-3.0693930740987865,-6.757852806568119,0,19,19
1,1.2711958100514162,-3.069393470090187,-6.757852442972098,1,19,19
2,1.2712042457439616,-3.069388010693558,-6.757857455722517,2,19,19
3,1.2711951500328023,-3.0693938972353667,-6.757852050770908,3,19,19
0,0.8922654854688428,-0.9267478729779175,-0.866951453033524,0,20,19
1,0.8922663555585868,-0.9267456897891695,-0.8669469076236382,1,20,19
2,0.892264623851045,-0.9267500348920992,-0.8669559541494152,2,20,19
3,0.8922773236020074,-0.9267181695219686,-0.8668896102525583,3,20,19
0,0.4146916418231445,1.7091900992646023,4.331981324221857,0,21,19
1,0.4146794191616826,1.709165724417931,4.331976576522427,1,21,19
2,0.41484939954140276,1.7095047051085555,4.332042602713511,2,21,19
3,0.41470310445531644,1.7092129584443128,4.331985776702027,3,21,19
0,0.6669297126881162,-0.6431895699092356,2.372464726401934,0,22,19
1,0.666929111118761,-0.6431895005672488,2.372464547941135,1,22,19
2,0.6669303017988966,-0.6431896380474826,2.37246490096001,2,22,19
3,0.6669376575689328,-0.6431904869551388,2.372467082197989,3,22,19
0,0.4901754210636259,1.8903939257777718,2.685708444128864,0,23,19
1,0.4900029079423625,1.8902139962264743,2.685491638905441,1,23,19
2,0.48998938756415733,1.8901998945996308,2.685474647221798,2,23,19
3,0.48997497722860944,1.8901848647584725,2.685456537083472,3,23,19
0,0.9085455084502847,0.9775701639395991,-3.8409752517835343,0,24,19
1,0.9085416053821517,0.9775640304103634,-3.840982146721565,1,24,19
2,0.9085972416556833,0.9776514607682829,-3.840883862955363,2,24,19
3,0.9085371380427124,0.977557010152122,-3.8409900384492532,3,24,19
0,0.016094463687547862,7.307806453323309,4.4072166914112145,0,25,19
1,0.01625998793186603,7.3080067252018885,4.4081697503106385,1,25,19
2,0.016117326713088763,7.30783411586313,4.407348332611782,2,25,19
3,0.01610607659789573,7.30782050407168,4.407283556467078,3,25,19
0,1.764886551226419,5.020256062203526,-3.4244835244080276,0,26,19
1,1.7646578974306726,5.020841428041999,-3.4246187422793826,1,26,19
2,1.76173122329104,5.028333869008419,-3.426349475183292,2,26,19
3,1.764445813246318,5.021384374799366,-3.4247441614613,3,26,19
0,0.7271551690006945,0.05991482832066433,0.4219581145910675,0,27,19
1,0.7271549654052585,0.05991421454011843,0.4219581301888764,1,27,19
2,0.7271545879475105,0.05991307665372138,0.42195815910763235,2,27,19
3,0.7271587118136338,0.059925508693432696,0.4219578431348611,3,27,19
0,0.7256887661772771,5.432289215116725,-6.457584856010563,0,28,19
1,0.7257269773061481,5.432210354675336,-6.4575579121713425,1,28,19
2,0.7256873253478866,5.432292188703483,-6.457585871978505,2,28,19
3,0.7256822554709348,5.432302651957489,-6.457589446904505,3,28,19
0,0.699199290824241,0.5577775339639376,0.34731769488533526,0,29,19
1,0.6991997350944666,0.5577778444063817,0.3473180755327029,1,29,19
2,0.6991984728818391,0.5577769624287379,0.3473169940457027,2,29,19
3,0.6992073995856707,0.557783200001253,0.3473246425305198,3,29,19
0,0.35300306261486225,7.0811659808613125,-1.067467721624134,0,30,19
1,0.3530437928267057,7.081156309642603,-1.06749651551837,1,30,19
2,0.3530243320594074,7.081160930521561,-1.0674827578833566,2,30,19
3,0.3532950256771284,7.081096655451198,-1.0676741225438842,3,30,19
0,0.41957510747032234,-5.967968318788769,5.168790301210514,0,31,19
1,0.4199466423897774,-5.96920326678501,5.1697980548374165,1,31,19
2,0.41976785888606327,-5.9686090068173705,5.169313121350484,2,31,19
3,0.4222349973885908,-5.976809548904254,5.176005003164988,3,31,19
0,0.7346727411225593,-0.5887155438202347,-0.2364986364381977,0,32,19
1,0.7346604844582088,-0.5886856076310063,-0.23645350318453592,1,32,19
2,0.7346669929405538,-0.5887015042307525,-0.23647746967015265,2,32,19
3,0.7345962978128229,-0.5885288354573021,-0.23621714584183726,3,32,19
0,0.9862124358962188,-2.046984289387212,-2.633156190514856,0,33,19
1,0.9862048596119248,-2.0469626492148287,-2.6331576782768527,1,33,19
2,0.9862156853583803,-2.0469935701161477,-2.633155551367818,2,33,19
3,0.986211496560338,-2.046981606323095,-2.6331563749224935,3,33,19
0,-1.047466461755226,9.58676449534487,-0.8609819161482299,0,34,19
1,-1.050446319148186,9.58403366813037,-0.8584695047480064,1,34,19
2,-1.0506791280198273,9.583820315369046,-0.8582732162727131,2,34,19
3,-1.0502303809896403,9.584231560083847,-0.8586515689944985,3,34,19
0,1.1100339692578118,-1.7077091039474963,-5.094419699166272,0,35,19
1,1.1104204870729049,-1.7078630456543709,-5.094332632601754,1,35,19
2,1.1103924436804982,-1.707851876576246,-5.094338949623996,2,35,19
3,1.1104507372065782,-1.7078750936289917,-5.094325818489343,3,35,19
0,1.2647733758641766,-1.871014803348622,-6.011852257656628,0,36,19
1,1.264766826214014,-1.871045374535588,-6.011881631619735,1,36,19
2,1.2647604849153347,-1.8710749732218717,-6.0119100711645705,2,36,19
3,1.264680060427022,-1.8714503630576251,-6.012270759990345,3,36,19
0,0.4547349586009962,2.5045619626029816,2.604146216691636,0,37,19
1,0.45473889332286027,2.5045654779063975,2.60415205829879,1,37,19
2,0.45473951624512127,2.5045660346135863,2.604152983300661,2,37,19
3,0.45473918421189286,2.5045657378528565,2.604152490228265,3,37,19
0,1.0798143856908653,-1.6034222193609726,-4.456908745532658,0,38,19
1,1.0799638383772898,-1.6036656710462007,-4.456726706131079,1,38,19
