,ReH,ReE,ReHT,index,replica,set
0,0.5307356545346551,-2.6695185341304404,-1.7669636170934968,0,0,86
1,0.530755661830808,-2.669501417009678,-1.7669412512513505,1,0,86
2,0.5307384460593818,-2.669516145850372,-1.76696049650519,2,0,86
3,0.5307370987511019,-2.6695172985486915,-1.766962002634103,3,0,86
0,0.252314334057123,1.7187763785294186,0.16031514499520313,0,1,86
1,0.2523344669543115,1.718767821936492,0.16032741672238202,1,1,86
2,0.2523299117806157,1.7187697579074142,0.16032464018027529,2,1,86
3,0.25245282658144574,1.7187175185006756,0.16039956118013787,3,1,86
0,0.4347314341283473,-3.6235146414349915,1.6629578569595704,0,2,86
1,0.43462342679747173,-3.623445141399678,1.663165316574195,1,2,86
2,0.4346317092843065,-3.6234504709722275,1.663149407642953,2,2,86
3,0.4346147673876498,-3.6234395692862185,1.6631819495010443,3,2,86
0,0.4088970442648302,0.6309766412789328,-3.1240519211416586,0,3,86
1,0.4088932340802063,0.6309725732202403,-3.124047338761977,1,3,86
2,0.4088475061545559,0.6309237504208485,-3.123992343328806,2,3,86
3,0.4089010078564122,0.6309808731338991,-3.1240566880251555,3,3,86
0,0.2136564246057056,-0.7436405494710989,4.348947937147258,0,4,86
1,0.21364959698854935,-0.7436439443182028,4.348943990081716,1,4,86
2,0.21365740326757987,-0.7436400628648832,4.348948502917141,2,4,86
3,0.2136569788007297,-0.7436402739030434,4.348948257510889,3,4,86
0,0.4491358291269527,-1.175651514590256,-1.1608100523614673,0,5,86
1,0.4491590586879173,-1.1760389480479756,-1.1606123652526894,1,5,86
2,0.44916282164191956,-1.1761017082685559,-1.1605803420092422,2,5,86
3,0.44916081101505134,-1.1760681741513133,-1.1605974527041112,3,5,86
0,0.6522999914254562,-1.029540682986885,-8.357335853861944,0,6,86
1,0.6522917747495414,-1.0295197073204565,-8.357337147650604,1,6,86
2,0.6524029597707517,-1.0298035420162515,-8.357319640692111,2,6,86
3,0.6523078935312994,-1.0295608555887807,-8.357334609615059,3,6,86
0,-1.941863772650469,2.2408917888039706,2.272300197646195,0,7,86
1,-1.941860830984759,2.2409114696717944,2.272185583312181,1,7,86
