,ReH,ReE,ReHT,index,replica,set
0,2.049601574111408,-3.1331970642574145,-3.0333399146007824,0,0,45
1,2.0493707710570064,-3.1333634642161368,-3.0332054463016602,1,0,45
2,2.0493875428851394,-3.1333513723867705,-3.0332152177449254,2,0,45
3,2.0493528907300895,-3.1333763552305545,-3.0331950290337018,3,0,45
0,0.6363062544666147,5.252453166001189,-0.21701870912519544,0,1,45
1,0.6363024012626524,5.252420032308152,-0.21706677059706975,1,1,45
2,0.6363099898635776,5.252485286766516,-0.21697211693253274,2,1,45
3,0.636357321830664,5.252892294884082,-0.21638173872663846,3,1,45
0,0.4006048527791567,6.469097482620959,0.4381448267445711,0,2,45
1,0.40079057523607775,6.469814779707487,0.43771603143283794,1,2,45
2,0.4006308268729536,6.469197799738314,0.43808485785558937,2,2,45
3,0.40061999980687146,6.469155983448665,0.43810985535173486,3,2,45
0,0.7873998226029566,2.877056883213619,2.6766508698610325,0,3,45
1,0.7874059842524843,2.8770354566939114,2.676640627794554,1,3,45
2,0.787393720270736,2.877078103488132,2.6766610133318376,2,3,45
3,0.7874836071621909,2.876765530734466,2.676511600795579,3,3,45
0,0.382041136458081,5.979021936933357,1.7424117938807742,0,4,45
1,0.3820402509255352,5.979022222432288,1.7424116677805044,1,4,45
2,0.3820473158806489,5.9790199446237065,1.7424126737055108,2,4,45
3,0.3820406365489533,5.979022098114312,1.7424117226916653,3,4,45
0,0.8287016787904375,5.457382413325266,-3.562119665351698,0,5,45
1,0.8285812062731832,5.457381803993161,-3.562134949808641,1,5,45
2,0.828598017582535,5.457381889019276,-3.5621328169354696,2,5,45
3,0.8285899869449502,5.457381848401548,-3.5621338357884946,3,5,45
0,0.5294623449421192,3.572626520733123,4.615562007210268,0,6,45
1,0.5294700437934401,3.5726293923242425,4.615569788588614,1,6,45
2,0.529470647331377,3.572629617437177,4.615570398593773,2,6,45
3,0.5294712916092741,3.572629857741871,4.615571049734383,3,6,45
0,1.9133009165577355,-2.6503465610586057,-1.6818635372622674,0,7,45
1,1.9133025444371299,-2.6503234194183247,-1.6818626992721593,1,7,45
2,1.9133017599114788,-2.6503345720348617,-1.6818631031206588,2,7,45
3,1.9133124519723776,-2.650182576152887,-1.681857599156522,3,7,45
0,2.3248832889273787,-5.26125859626001,-2.0818625733575677,0,8,45
1,2.3248731795309006,-5.261245403361871,-2.0818839575411516,1,8,45
2,2.3248758319443175,-5.261248864768083,-2.0818783470244253,2,8,45
3,2.3248745568370666,-5.26124720072704,-2.0818810442534996,3,8,45
0,-3.535077962318703,1.0724280762578315,-1.1687181507252928,0,9,45
1,-3.534824804740304,1.0729036769058036,-1.1688672883980549,1,9,45
2,-3.5332655585434676,1.0758329927360677,-1.169785855998505,2,9,45
3,-3.5349466247806776,1.0726748167215163,-1.1687955229882876,3,9,45
0,1.341011250698199,-0.6230525371299968,1.9074739533372291,0,10,45
1,1.3410216752057744,-0.6230679069686643,1.9074807591057685,1,10,45
2,1.341151953955655,-0.6232599891153752,1.907565813243591,2,10,45
3,1.3410017634691034,-0.6230385492317421,1.907467759475114,3,10,45
0,1.3816982666512927,-2.165690360653276,4.58181806569748,0,11,45
1,1.3820763292602685,-2.1660462599363512,4.581926880486998,1,11,45
2,1.3817330044496585,-2.1657230620050054,4.5818280640091675,2,11,45
3,1.3817516836779777,-2.1657406461920656,4.581833440305566,3,11,45
0,1.6839710846215612,-2.440144049247304,0.3918440272220037,0,12,45
1,1.684027634450834,-2.4399700305115433,0.39153294184113047,1,12,45
2,1.6839795799740345,-2.440117906792651,0.3917972935566157,2,12,45
