,ReH,ReE,ReHT,index,replica,set
0,1.563176678351584,-2.6495794034291436,1.7481338093671457,0,0,67
1,1.5631720921704737,-2.649593865245787,1.7481466494827664,1,0,67
2,1.5631810261746812,-2.649565693214803,1.7481216365743624,2,0,67
3,1.5632363851979785,-2.6493911269172026,1.7479666455873981,3,0,67
0,0.7398394078866888,2.5368336809116423,2.993082838173083,0,1,67
1,0.7398372932742587,2.5368192456554466,2.9930504629253853,1,1,67
2,0.7398384836931533,2.5368273719620307,2.9930686885271647,2,1,67
3,0.7398225399935965,2.5367185335082123,2.9928245867207974,3,1,67
0,0.435460035730728,-6.38078285953126,-9.81174098713391,0,2,67
1,0.43595907948688384,-6.381614786794916,-9.81267473967253,1,2,67
2,0.4390327859269121,-6.386738786757298,-9.818425901084318,2,2,67
3,0.4357189384218626,-6.3812144613788195,-9.812225415688562,3,2,67
0,2.0467279744407403,-7.460854913200252,5.135063879807033,0,3,67
1,2.0467260387494797,-7.460854716173518,5.135063950033992,1,3,67
2,2.046728680518947,-7.460854984796377,5.135063854453861,2,3,67
3,2.04672783267894,-7.460854898741262,5.135063884979132,3,3,67
0,1.2690666195612792,-2.5722530076907555,6.392806179537349,0,4,67
1,1.268733092014248,-2.5725052845916734,6.392765719977916,1,4,67
2,1.2690930370486386,-2.572233025771691,6.392809384190466,2,4,67
3,1.2691214217973608,-2.5722115558278755,6.392812827485827,3,4,67
0,1.3642068826783778,3.0144927872077147,-2.381737888951392,0,5,67
1,1.3648647327138606,3.013082822158232,-2.379406136212336,1,5,67
2,1.3649161289064875,3.0129726650838062,-2.3792239621507405,2,5,67
3,1.3648170609946226,3.013184996595762,-2.3795751088583708,3,5,67
0,0.8813492586649214,4.74131253414204,-4.108285661622315,0,6,67
1,0.881352768222901,4.741315458256029,-4.108284882490038,1,6,67
2,0.8813484560577038,4.741311865268103,-4.108285839617325,2,6,67
3,0.8813490794730952,4.741312384885449,-4.10828570145668,3,6,67
0,1.799624433726539,-2.679095494939567,-2.581989567285632,0,7,67
1,1.7996267139084199,-2.6790977095532744,-2.5819938928528416,1,7,67
2,1.7996563815091617,-2.6791265240104716,-2.5820501723257863,2,7,67
3,1.7996219076893456,-2.6790930415469134,-2.5819847754862266,3,7,67
0,0.9928842741250714,2.3164181746783696,-0.4415044010128374,0,8,67
1,0.9927221167033914,2.3166134587392584,-0.44150977676445946,1,8,67
2,0.9927369190144297,2.316595632515035,-0.4415092860457206,2,8,67
3,0.9927449193674392,2.316585997789048,-0.4415090208245618,3,8,67
0,1.0166876035445835,1.206720764187664,1.9341053893856999,0,9,67
1,1.0166911807230201,1.2067244112912827,1.9341517074008294,1,9,67
2,1.016687322304095,1.2067204774415503,1.9341017478497182,2,9,67
3,1.01668701926587,1.2067201684875681,1.934097823996685,3,9,67
0,0.4610062732380713,6.505743971769597,-0.8921898791949658,0,10,67
1,0.46096524135203737,6.506080998004714,-0.8921027932187309,1,10,67
2,0.46044005013410505,6.510394794666407,-0.8909881286537296,2,10,67
3,0.46092718287734435,6.506393601324531,-0.8920220180051082,3,10,67
0,1.323076245045185,0.2906259463705424,-1.369641347638776,0,11,67
1,1.3231059420401403,0.2905844168747822,-1.3696729193543156,1,11,67
2,1.3231095678660596,0.2905793463694972,-1.369676774072885,2,11,67
3,1.323108356373785,0.29058104058578804,-1.3696754860936962,3,11,67
0,0.8497829163707149,1.6083707146660164,3.6544140876811153,0,12,67
1,0.849767684463886,1.6083774762065879,3.654446418213808,1,12,67
2,0.84976648417381,1.6083780090250155,3.6544489658535544,2,12,67
3,0.8497652429334163,1.608378560022508,3.65445160048659,3,12,67
0,1.1453584715414076,-0.519664597439661,3.6685127347706628,0,13,67
1,1.1454877585031653,-0.5195203037824003,3.6686010944234515,1,13,67
2,1.1453675357877453,-0.5196544810822306,3.6685189296234197,2,13,67
3,1.145376323425632,-0.5196446734431984,3.668524935429577,3,13,67
0,0.5266972899473514,3.905959797706367,3.3547581618917324,0,14,67
1,0.5267015032739518,3.9059685416909384,3.354764671434377,1,14,67
2,0.5266966098724581,3.9059583862724763,3.354757111131724,2,14,67
3,0.5266968173983309,3.905958816473027,3.3547574313656163,3,14,67
0,1.2796063629362764,-0.3734711340237634,1.1694570737547283,0,15,67
1,1.279596935425895,-0.37349752218037136,1.1694684917679292,1,15,67
2,1.2796050836198245,-0.3734747149178177,1.1694586231681674,2,15,67
3,1.2796039049120975,-0.373478014186432,1.1694600507458492,3,15,67
0,1.8367881415800973,-0.7343954331251425,-7.009334961807687,0,16,67
1,1.8368374296787087,-0.734568735988403,-7.009264775090493,1,16,67
2,1.8368414115314389,-0.7345827366494682,-7.009259104895922,2,16,67
3,1.8368333912403574,-0.7345545363593229,-7.009270525864357,3,16,67
0,1.6179245392974382,-2.7565187233524675,1.2507190604694132,0,17,67
1,1.617929527137802,-2.7565234610034786,1.2507228421704246,1,17,67
2,1.617995627590445,-2.7565862459234047,1.2507729585108045,2,17,67
3,1.6179188231728838,-2.756513293945763,1.2507147265937435,3,17,67
0,0.9487357382535401,1.3603262361004012,2.5184088706171197,0,18,67
1,0.9487360963332852,1.3603264429172395,2.5184088167493526,1,18,67
2,0.9487365624582007,1.3603267098670193,2.518408746601178,2,18,67
3,0.9487360907936053,1.3603264395036248,2.5184088175792763,3,18,67
0,1.2959806956673647,1.1625092836933855,-1.6321174785813755,0,19,67
1,1.295980538127708,1.162516112177539,-1.6321116746299165,1,19,67
2,1.295982591117932,1.1624271294839632,-1.6321873065765202,2,19,67
3,1.2959808245250268,1.1625036988700064,-1.6321222254751495,3,19,67
0,0.6832966972833403,4.938195987500067,-2.006889272983109,0,20,67
1,0.6832866091329484,4.938179058700088,-2.006831860940918,1,20,67
2,0.6832986182916421,4.938199211115295,-2.0069002054949214,2,20,67
3,0.6832977150417707,4.938197695386727,-2.0068950650815314,3,20,67
0,0.9287329536164217,4.227814605994231,-3.796679870227651,0,21,67
1,0.9289457707168517,4.227687362014142,-3.7966574651184075,1,21,67
