,ReH,ReE,ReHT,index,replica,set
0,-2.4125442232276733,-4.64998938041585,1.402548083360501,0,0,72
1,-2.412105388130964,-4.650883728180997,1.4026921908010954,1,0,72
2,-2.4094025183992063,-4.656392188023906,1.4035797762328261,2,0,72
3,-2.412316556643002,-4.650453365869508,1.4026228459515901,3,0,72
0,-1.904187023119332,0.7265551151174328,-3.8350182632113308,0,1,72
1,-1.9032956349585355,0.72424421735208,-3.8334400059424496,1,1,72
2,-1.9041224278409952,0.726387653746257,-3.8349038933199497,2,1,72
3,-1.904256665066736,0.7267356598314445,-3.8351415685395702,3,1,72
0,1.2171672833317713,2.496510293369715,-8.25047592315574,0,2,72
1,1.2171682317803239,2.4965144818750575,-8.25047707040228,1,2,72
2,1.2171776354649682,2.496556009778405,-8.250488445066521,2,2,72
3,1.2171664438618448,2.4965065862247977,-8.250474907744962,3,2,72
0,0.6118751649651848,4.588250477081412,1.0832251480525885,0,3,72
1,0.6118671618672162,4.5882497529872435,1.0832241673321752,1,3,72
2,0.6118665348214523,4.588249696251916,1.0832240904804546,2,3,72
3,0.6118658666494873,4.588249635807301,1.0832240086254261,3,3,72
0,1.078547879136004,1.2433776342725582,-0.4660998881443831,0,4,72
1,1.0785495226038178,1.2433748571827725,-0.4661019182137591,1,4,72
2,1.078548593158377,1.2433764276307329,-0.46610077025874563,2,4,72
3,1.0785418037272385,1.243387900816967,-0.4660923830032628,3,4,72
0,1.3473574900491738,0.5416827578839438,-6.190196839074439,0,5,72
1,1.3476605567157587,0.5417609085004109,-6.190821906400008,1,5,72
2,1.3473800579950468,0.5416885773889163,-6.190243384894682,2,5,72
3,1.3473997394478356,0.5416936525673364,-6.1902839773931095,3,5,72
0,0.8603765183552927,2.3092799297225053,2.403665052503266,0,6,72
1,0.860383104975182,2.3092810246752826,2.403663958110836,1,6,72
2,0.8603632472565763,2.309277723542566,2.403667257540346,2,6,72
3,0.8601996739513258,2.309250531244296,2.4036944358303685,3,6,72
0,1.738631274350488,-4.055592737452496,2.0978274968119335,0,7,72
1,1.7386149660583152,-4.055813443949807,2.0976103970496345,1,7,72
2,1.7386172415238828,-4.055782649186929,2.0976406885687693,2,7,72
3,1.7386161545324952,-4.055797359875831,2.0976262182837653,3,7,72
0,1.9451523301480684,-5.0314158538438996,-2.8220786627148247,0,8,72
1,1.945137848194463,-5.031418640357396,-2.8220483962068226,1,8,72
2,1.9453154876762624,-5.03138446027984,-2.8224196531597388,2,8,72
3,1.9451234527509897,-5.031421410216666,-2.8220183105146095,3,8,72
0,1.4345294336760475,-1.2202617495005752,-1.4041693997978504,0,9,72
1,1.4345337636068722,-1.2202724671898555,-1.40416421040372,1,9,72
2,1.434538486909065,-1.2202841585854913,-1.4041585495547846,2,9,72
3,1.4345975729077793,-1.220430411674613,-1.404087735366381,3,9,72
0,1.6634350097257533,-2.0380090191698415,-4.59698838964815,0,10,72
1,1.6634344560733485,-2.0380081634939433,-4.596989263544831,1,10,72
2,1.6634357400920075,-2.0380101478786727,-4.596987236807951,2,10,72
3,1.6634446665474545,-2.0380239430466114,-4.596973146995175,3,10,72
0,0.5338390397021123,4.788336997732653,2.8989569203425885,0,11,72
1,0.5338251137657717,4.788337006002374,2.8989786961047823,1,11,72
2,0.5340162560163075,4.788336892592046,2.8986798101342988,2,11,72
3,0.533851952953418,4.788336990072054,2.8989367281058147,3,11,72
0,1.6496317235805593,-4.459764769598626,4.831683847728306,0,12,72
1,1.6499674174808798,-4.459668586938557,4.831941781509119,1,12,72
2,1.6499430193195523,-4.459675577473391,4.831923034936276,2,12,72
3,1.6499204036955977,-4.459682057279977,4.831905657995044,3,12,72
0,1.0507250072412355,1.325374973873386,0.764016234804905,0,13,72
1,1.0508897147818015,1.325810907317331,0.764549629970199,1,13,72
2,1.0507367531838723,1.325406062005591,0.7640542733201041,2,13,72
3,1.0507478957553005,1.325435553175831,0.7640903578306525,3,13,72
0,1.4059496149854014,-2.278525783104617,3.800825117102971,0,14,72
1,1.4059297942167728,-2.2785335925111943,3.8007865867397,1,14,72
2,1.4058105284243247,-2.2785805833904664,3.800554741305681,2,14,72
3,1.405939386344322,-2.27852981319999,3.8008052332554714,3,14,72
0,0.4633291837353256,7.481034626620895,-5.524295493320438,0,15,72
1,0.4632222408252337,7.480834854446457,-5.524157479611665,1,15,72
2,0.4632754650241726,7.480934278651782,-5.5242261673730635,2,15,72
3,0.46400622906397393,7.482299365154061,-5.525169244906831,3,15,72
0,1.1480075842824644,0.8711009160830843,-0.45634593286151665,0,16,72
1,1.1479637802690912,0.8708693125222149,-0.45627452231111143,1,16,72
2,1.14800258755624,0.8710744970512976,-0.4563377870583576,2,16,72
3,1.1480011955929799,0.8710671373698671,-0.4563355178425301,3,16,72
0,2.145462963910916,-6.890872678354203,-0.8447268792607447,0,17,72
1,2.1454522061171035,-6.890873498690642,-0.8447224202661111,1,17,72
2,2.1454614476619267,-6.8908727939719725,-0.8447262508120668,2,17,72
3,2.1454619792281107,-6.890872753435624,-0.8447264711418333,3,17,72
0,1.2600446510767849,0.1590999485998693,-1.6101520296581855,0,18,72
1,1.2600623933078718,0.15908117356822948,-1.6101605460552628,1,18,72
2,1.2600255954756974,0.15912011345482402,-1.610142882841031,2,18,72
3,1.2602862931248868,0.1588442402287098,-1.6102680195255727,3,18,72
0,1.1105558632190018,-6.867506799662988,8.10098423340849,0,19,72
1,1.1088332874657678,-6.862641892005098,8.097784990160928,1,19,72
2,1.108698706892019,-6.862261808828771,8.0975350412171,2,19,72
3,1.108553611871573,-6.861852030695143,8.097265564382074,3,19,72
0,0.6203249969367111,4.074137713196496,2.7095201570250236,0,20,72
1,0.620325474406926,4.074137572386764,2.709520619796201,1,20,72
2,0.6203259177125177,4.074137441673951,2.7095210494593918,2,20,72
