,ReH,ReE,ReHT,index,replica,set
0,1.9617408636551446,0.4083865714571454,-0.6125353223889138,0,0,87
1,1.9617413589705763,0.40838660464514653,-0.6125351621865234,1,0,87
2,1.961741110615398,0.4083865880066678,-0.6125352425179601,2,0,87
3,1.9617441563170344,0.4083867921495772,-0.6125342574576209,3,0,87
0,1.7395901817431505,4.4052947787972165,1.201130203532307,0,1,87
1,1.7398888397944576,4.4055620816391325,1.2010168025643493,1,1,87
2,1.73961201225104,4.405314317381418,1.2011219144552672,2,1,87
3,1.7396323293343412,4.405332501437906,1.2011142000223285,3,1,87
0,1.9000064819534517,1.1745249478892241,2.2358063695042496,0,2,87
1,1.9000064913822874,1.1745249516467342,2.2358063588484427,1,2,87
2,1.9000075613030583,1.174525400639257,2.235805113052744,2,2,87
3,1.9000053045019976,1.1745244558419414,2.23580773715255,3,2,87
0,1.4648403242171488,9.17596081533502,-7.4097109886585955,0,3,87
1,1.4661972685720581,9.192096733807425,-7.414793103948254,1,3,87
2,1.4649386564620626,9.177130119776908,-7.410079268902818,2,3,87
3,1.4650298629677247,9.178214689496155,-7.410420861378853,3,3,87
0,2.111743396547048,-2.338731562708854,-2.4825652067154307,0,4,87
1,2.1122614070646812,-2.3390933058282086,-2.4824871677385714,1,4,87
2,2.11218922832723,-2.339042901134332,-2.4824980415624855,2,4,87
3,2.1122241677489813,-2.3390673004386624,-2.482492777893107,3,4,87
0,1.8028471401523665,3.6724247530423426,-1.8193413069708808,0,5,87
1,1.8028442452292819,3.6725063346006284,-1.819352035448082,1,5,87
2,1.8028473979275024,3.6724174887016536,-1.8193403516666773,2,5,87
3,1.8028476527761639,3.6724103071737377,-1.8193394072347178,3,5,87
0,2.2054968114058804,-3.572319848428913,-4.509399269503378,0,6,87
1,2.2054812573940996,-3.5723486009599443,-4.5093852912646035,1,6,87
2,2.2054824004703235,-3.5723464878721423,-4.509386318552732,2,6,87
3,2.205480124304313,-3.572350695513911,-4.50938427297885,3,6,87
0,2.0760982756716206,-2.6039659313382497,4.270069406138775,0,7,87
1,2.076131955363909,-2.603969313950814,4.270080369502285,1,7,87
2,2.0765607025155424,-2.604012375112352,4.27021993459776,2,7,87
3,2.0760627724703564,-2.6039623655765807,4.2700578491960055,3,7,87
0,1.6904706439287909,7.001855642672629,-8.33902983171276,0,8,87
1,1.6904554676244392,7.001817052939414,-8.339021884446485,1,8,87
2,1.6904368809932633,7.001769791553489,-8.339012151318997,2,8,87
3,1.6906790138690995,7.002385477930069,-8.33913894730445,3,8,87
0,1.818701436319281,3.096156076842284,-0.04418904248399015,0,9,87
1,1.8187238810446533,3.09615428434169,-0.04419043321573546,1,9,87
2,1.8187485111431785,3.0961523173065113,-0.044191959351726144,2,9,87
3,1.819055702588062,3.0961277840781083,-0.04421099365888077,3,9,87
0,1.9448269460673018,-0.09389191487012408,4.763789949267205,0,10,87
1,1.9445679539631477,-0.09370262606922569,4.763673653421854,1,10,87
2,1.944523986989247,-0.09367049205459715,4.7636539108246705,2,10,87
3,1.9445464282974494,-0.09368689366738236,4.763663987700827,3,10,87
0,2.1501959200665013,-4.085474218680492,3.958650631651231,0,11,87
1,2.150194372876747,-4.085473109945886,3.9586520754506225,1,11,87
2,2.150194042441491,-4.08547287319163,3.9586523837082224,2,11,87
3,2.1501918293294118,-4.08547128633638,3.958654451154925,3,11,87
0,2.0178188435730626,0.10401683833210501,-5.2878923909410425,0,12,87
1,2.0178273435825353,0.1040245847968877,-5.28789543628181,1,12,87
2,2.0178367735286047,0.10403317875951093,-5.287898814807099,2,12,87
3,2.017708149383075,0.10391595739264768,-5.287852731837931,3,12,87
0,2.029518964464589,-1.5243658539484146,3.1333289263652233,0,13,87
1,2.029873381944411,-1.5244494369033021,3.1332742598119814,1,13,87
2,2.029567304819895,-1.5243772541453227,3.133321470183792,2,13,87
3,2.0295430204401947,-1.524371527112854,3.1333252158890854,3,13,87
0,1.8853818218868281,0.680215605686767,7.191352149031298,0,14,87
1,1.8853823147285205,0.6802155134586243,7.191352212118575,1,14,87
2,1.885375294390117,0.6802168268130357,7.191351313805121,2,14,87
