,set,replica,ReH,ReE,ReHT
7613,78.0,13.0,1.2688296971735866,-4.391889080333865,1.6834055588641823
7614,78.0,14.0,1.0104736220900095,-0.18414527493380348,-0.7248558574011809
7615,78.0,15.0,0.6701838343485617,2.9363754372724706,-0.19644135903460633
7616,78.0,16.0,1.0734207064534715,1.5184290337262842,-4.982937842355364
7617,78.0,17.0,1.0356138999847984,-3.08483700670899,3.206700006701811
7618,78.0,18.0,0.9071875274153418,1.483037680482666,-2.152592192304266
7619,78.0,19.0,0.9756336320259917,2.448524693269161,-3.4453322855519053
7620,78.0,20.0,1.398241777404901,-3.2437360806246343,-2.8007725863459756
7621,78.0,21.0,1.6284681741493257,-5.232543832798358,-2.639850027730046
7622,78.0,22.0,1.0979600973087538,-2.060674481711661,0.5502788950336692
7623,78.0,23.0,0.6542907006404572,6.317011484125148,-4.799695554369038
7624,78.0,24.0,0.2548208711830773,4.601603012293919,2.8509505414005076
7625,78.0,25.0,0.4493080346047644,3.1963046945897977,2.8834609689138526
7626,78.0,26.0,1.1470546785875047,-1.3846841809168495,-1.1304261551345074
7627,78.0,27.0,0.3386463477100924,3.706957939203779,3.7231925006150477
7628,78.0,28.0,1.7107953747583347,-4.195151638922619,-7.017380081895838
7629,78.0,29.0,0.750255737539689,-1.4698717496382256,4.991097597125247
7630,78.0,30.0,1.0687621975103334,-3.0221707559070343,2.6248278715063833
7631,78.0,31.0,0.24021671485042217,-1.1452357265282136,-2.5343273681135043
7632,78.0,32.0,2.1220745439590063,7.280464974317455,-2.973026433716048
7633,78.0,33.0,1.121984270062121,0.6158862829788143,-3.0881175098738542
7634,78.0,34.0,1.1524007898374222,-1.3991707206084372,-0.5676352980006621
7635,78.0,35.0,0.4125970790306153,1.8561262774713718,4.985369678582212
7636,78.0,36.0,0.8048932625104086,3.5754882949138027,-3.3651905653515612
7637,78.0,37.0,0.8731022631015906,2.755765623606685,-1.2600524016297783
7638,78.0,38.0,1.3836303877747556,-2.1229680444063375,-3.594154290568819
7639,78.0,39.0,0.6898402433099526,3.3401853302415483,-1.0887768685274088
7640,78.0,40.0,1.0113633957640733,-3.7483514346499116,4.78380114972453
7641,78.0,41.0,1.714273122889008,-3.465574478068584,-6.0888649996204425
7642,78.0,42.0,1.0534508595634342,-2.898013549237814,2.6336310367207894
7643,78.0,43.0,0.7265070444626833,4.218060867011946,-2.9129941041998153
7644,78.0,44.0,0.4910297331573342,2.8311389625039953,2.2245518006355613
7645,78.0,45.0,1.1194267743270543,-0.6146888222551679,-1.629406403349026
7646,78.0,46.0,1.6511106355520098,-6.851817598560457,-0.5444265581508709
7647,78.0,47.0,0.30377832452391834,5.8050130403427165,0.9318362684659213
7648,78.0,48.0,-0.15077366163867054,5.868973190686843,-9.789613021240477
7649,78.0,49.0,1.537779389024883,-3.9990029208471687,-4.054599433835417
7650,78.0,50.0,1.1027782864698539,-3.2022402419785108,2.079435904284112
7651,78.0,51.0,0.8985484910048173,4.58245389447617,-6.048037275441815
7652,78.0,52.0,1.1653872828761047,0.8738639188083389,-4.362812356889554
7653,78.0,53.0,1.0846149096865652,-2.644009801663045,1.4620247248054734
7654,78.0,54.0,0.9375274129524187,0.4142023746912079,-0.8977776325560167
7655,78.0,55.0,1.228857254358815,-1.3643228551359576,-3.5807485221072364
7656,78.0,56.0,1.556937435892845,-1.89598243934483,-5.900613220534552
7657,78.0,57.0,1.1604404177521372,-4.10619131014583,2.628463268388111
7658,78.0,58.0,0.8762334692680476,5.474813998867974,-8.622182111072721
7659,78.0,59.0,1.6164463391583017,-5.71583392480729,-1.7025688025467487
7660,78.0,60.0,1.0313874853159153,1.4122815461844427,-3.8585175439692687
7661,78.0,61.0,0.6104134778060986,5.752685474325471,-3.3808944698806167
7662,78.0,62.0,0.33025992470770615,5.750088892626607,1.281641819476133
7663,78.0,63.0,2.238069606440938,-8.312781926327128,-4.815402485773273
7664,78.0,64.0,0.8975345331030072,3.0160380183476145,-4.137144679457601
7665,78.0,65.0,1.69883565623456,-5.890686305933171,-2.082941570730683
7666,78.0,66.0,0.6087797404876765,2.1180356832506595,2.0161333087353395
7667,78.0,67.0,1.806168201007716,-5.942209438888282,-5.0977564344255875
7668,78.0,68.0,0.682784676996457,4.845536857213737,-3.454302743079311
7669,78.0,69.0,1.1480557335218413,-0.06509874316424127,-3.4598660181833893
7670,78.0,70.0,0.6715416009533834,4.8901190902364196,-3.109394150475495
7671,78.0,71.0,1.2951995976429342,-3.755819667546735,0.462998260258513
7672,78.0,72.0,-3.208807133715272,-1.5106314460872297,4.423740455390382
7673,78.0,73.0,1.1279097048945483,-3.6405017726148885,2.8666170123052366
7674,78.0,74.0,2.943086480101152,3.1402608441828646,7.307574554981156
7675,78.0,75.0,0.9774401447654224,-2.517259741539977,3.080207395555618
7676,78.0,76.0,0.6862337025433429,2.2072851547868955,0.4185017998570465
7677,78.0,77.0,1.3425990011720916,-2.002756145650794,-3.0621685210032945
7678,78.0,78.0,1.3481519818709815,-6.90099042666316,4.363357708531551
7679,78.0,79.0,0.6870172693246308,1.1484793407253495,2.136450721608777
7680,78.0,80.0,1.2274384773205629,-2.6424217295680683,-0.7425894259058488
7681,78.0,81.0,1.864097983383083,-9.577592921206625,2.536167297752102
7682,78.0,82.0,0.9279872262158243,0.12644152501996303,-0.12434322797331299
7683,78.0,83.0,1.145736350539821,-1.532078891138234,-1.3161864304829947
7684,78.0,84.0,1.4104095725075363,-2.703589897817024,-2.5129861650357954
7685,78.0,85.0,1.1911420155364938,-0.6844890856955279,-2.037782720279067
7686,78.0,86.0,0.4472176180166558,4.141349293246953,1.3276693279992755
7687,78.0,87.0,0.8655617806608902,5.246315285354855,-6.997157649266573
7688,78.0,88.0,1.012484534849151,-2.3541955805724175,1.9436645398804748
7689,78.0,89.0,1.7328521516945723,-5.166731165164556,-3.9403709790049053
7690,78.0,90.0,1.0631895134220768,-0.3369807002109513,-2.8248135278798494
7691,78.0,91.0,-3.2102569010660322,-8.038837752201315,-9.623377914158848
7692,78.0,92.0,-1.3398030874477012,9.02349298264475,6.064381971836333
7693,78.0,93.0,0.1430378249848622,6.098560933711364,3.5670033215772134
7694,78.0,94.0,1.2574758039848608,-4.093262858393656,0.9373323159383142
7695,78.0,95.0,0.8276209923370574,-3.698433660524392,7.313493597086531
7696,78.0,96.0,1.3818420807946137,-4.813243539955915,-0.2122509129001763
7697,78.0,97.0,1.050354555000908,8.63341472589464,4.5347351089251084
7698,78.0,98.0,1.4576293945237122,-6.206524217715239,1.0403060767286965
7699,78.0,99.0,0.11289429200256076,4.861287866796036,5.440585761096983
7700,79.0,0.0,1.9326357455923047,-6.0881857514861295,-0.6369309972799954
7701,79.0,1.0,1.6570285016653927,-6.753052931120081,3.418525985838335
7702,79.0,2.0,1.4167636689176222,4.160051685157093,-3.630726601788922
7703,79.0,3.0,1.292402779438858,0.4121989800108161,3.3181688105237406
7704,79.0,4.0,1.0239632799689575,-8.771489331090198,4.079871400783057
7705,79.0,5.0,1.5883088714686908,2.851604392595567,-3.895061702378422
7706,79.0,6.0,1.18087379184795,3.3639434026075423,2.2070462299786664
7707,79.0,7.0,1.0377711111513124,6.531530115415621,1.6395243373584332
7708,79.0,8.0,1.3250055038080293,0.4365072226173257,2.7633123450017485
7709,79.0,9.0,1.0445747611522669,6.561290016151838,1.3458383723025755
7710,79.0,10.0,1.0541106780733278,7.028817808408843,1.4849373760439222
7711,79.0,11.0,1.457428004747989,-2.4358431513669836,3.1947250181845304
7712,79.0,12.0,0.9648936348373611,3.0966057932810287,5.4938726059184955
7713,79.0,13.0,1.201607592370908,4.837056371939385,0.49822081008007035
7714,79.0,14.0,0.9645198176254648,0.26255474683708685,7.905998351439349
7715,79.0,15.0,2.075521373773813,-2.439030661537347,-4.726773617612087
7716,79.0,16.0,1.948925821610054,-1.4765852732853721,-4.917465737391283
7717,79.0,17.0,1.670034640768905,-4.76558568392919,2.5003197335165543
7718,79.0,18.0,1.1756487645911262,3.417212925506783,2.530488072848596
7719,79.0,19.0,0.8053299254385684,7.716717564183204,3.375428507779514
7720,79.0,20.0,1.4560568447743762,2.8414186386711875,-2.108193061862039
7721,79.0,21.0,2.1785084891501985,-8.113300545866277,-1.9246835049662638
7722,79.0,22.0,1.3753703915751692,3.3941835415176396,-1.2152899384238445
7723,79.0,23.0,1.3778708397052921,4.981694750220257,-2.6453940903526814
7724,79.0,24.0,1.2503814553508674,3.4675297833321377,0.8113066912992284
7725,79.0,25.0,1.511927609376883,1.01738453174318,-1.0577070087654812
7726,79.0,26.0,1.6821901892460152,-3.3695716039395,0.1645467150264149
7727,79.0,27.0,1.4100540881516794,3.127865155895443,-1.0160848901070652
7728,79.0,28.0,1.7452142099308816,-0.1904895000728996,-3.683779908688184
7729,79.0,29.0,1.3244358882613678,7.790459587506433,-3.400665799701531
7730,79.0,30.0,1.9752281903399675,-2.52550628802077,-4.406360073533149
7731,79.0,31.0,1.4776819070414413,6.17324509666905,-5.558683990427591
7732,79.0,32.0,1.5417916720826077,-1.4146576997222677,1.1238436389501987
7733,79.0,33.0,1.0554419639850474,4.231758548963168,3.971271536246215
7734,79.0,34.0,-4.49781368960017,-0.961586114087168,-2.7639449452224802
7735,79.0,35.0,1.499269874165805,0.1672426632908669,0.3581709660593684
7736,79.0,36.0,1.242822821514606,-0.2978334075182863,4.777119740114637
7737,79.0,37.0,1.6856558127242396,-1.4662011489267983,0.3636350244154208
7738,79.0,38.0,1.595372621791677,0.9009143553479408,-1.0515568179211137
7739,79.0,39.0,1.475232116303895,1.2828228849418335,-0.6860733957341238
7740,79.0,40.0,1.7964081336596376,-0.7243703510339995,-4.233507073942474
7741,79.0,41.0,1.4580046239260296,3.7636893271749905,-2.9721734718568813
7742,79.0,42.0,1.4525991854765214,1.4826925458825553,1.7945624693583553
7743,79.0,43.0,1.4474746943575965,0.16562955105876817,1.1096882536366173
7744,79.0,44.0,1.3150298441149637,-0.6437722296616362,3.5541155997294753
7745,79.0,45.0,1.947314657944184,-4.812202311820179,-2.3898561921391064
7746,79.0,46.0,-0.9273759843467391,-2.6658682367131474,-9.951440167831844
7747,79.0,47.0,-2.843892331787049,6.698673763364867,8.807709963974796
7748,79.0,48.0,1.1919152581515138,0.10179437904792764,5.511233297965251
7749,79.0,49.0,1.7148006351755265,-4.573755610995976,1.785219473823898
7750,79.0,50.0,1.5875292159055259,-2.376647671377159,1.005578557900709
7751,79.0,51.0,1.6202287467167258,0.8406067778480579,-2.50253670145549
7752,79.0,52.0,1.4157879213710467,2.904255053568342,-1.1361552717516796
7753,79.0,53.0,1.6668033046327748,1.984747195934756,-4.239474571939262
7754,79.0,54.0,1.1894485415519576,2.629452760556299,3.149942182067751
7755,79.0,55.0,1.7297476178622957,2.053693605287962,-4.678997506509111
