#Set,index,k,QQ,x_b,t,phi_x,F,errF,varF,F1,F2,gReH,gReE,gReHTilde,ReH,e_ReH,ReE,e_ReE,ReHtilde,e_ReHtilde,gdvcs,dvcs,e_dvcs
1,0,2.75,1.20485,0.571359,-0.537906,8,0.607496,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,1,2.75,1.20485,0.571359,-0.537906,16,0.542289,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,2,2.75,1.20485,0.571359,-0.537906,24,0.456229,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,3,2.75,1.20485,0.571359,-0.537906,32,0.368314,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,4,2.75,1.20485,0.571359,-0.537906,40,0.290248,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,5,2.75,1.20485,0.571359,-0.537906,48,0.22651,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,6,2.75,1.20485,0.571359,-0.537906,56,0.177088,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,7,2.75,1.20485,0.571359,-0.537906,64,0.139983,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,8,2.75,1.20485,0.571359,-0.537906,72,0.112689,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,9,2.75,1.20485,0.571359,-0.537906,80,0.0928789,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,10,2.75,1.20485,0.571359,-0.537906,88,0.0786326,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,11,2.75,1.20485,0.571359,-0.537906,96,0.0684596,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,12,2.75,1.20485,0.571359,-0.537906,104,0.0612393,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,13,2.75,1.20485,0.571359,-0.537906,112,0.0561459,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,14,2.75,1.20485,0.571359,-0.537906,120,0.052577,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,15,2.75,1.20485,0.571359,-0.537906,128,0.0500964,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,16,2.75,1.20485,0.571359,-0.537906,136,0.0483898,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,17,2.75,1.20485,0.571359,-0.537906,144,0.0472317,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,18,2.75,1.20485,0.571359,-0.537906,152,0.0464623,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,19,2.75,1.20485,0.571359,-0.537906,160,0.0459699,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,20,2.75,1.20485,0.571359,-0.537906,168,0.0456796,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,21,2.75,1.20485,0.571359,-0.537906,176,0.0455454,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,22,2.75,1.20485,0.571359,-0.537906,184,0.0455454,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,23,2.75,1.20485,0.571359,-0.537906,192,0.0456796,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,24,2.75,1.20485,0.571359,-0.537906,200,0.0459699,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,25,2.75,1.20485,0.571359,-0.537906,208,0.0464623,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,26,2.75,1.20485,0.571359,-0.537906,216,0.0472317,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,27,2.75,1.20485,0.571359,-0.537906,224,0.0483898,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,28,2.75,1.20485,0.571359,-0.537906,232,0.0500964,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,29,2.75,1.20485,0.571359,-0.537906,240,0.052577,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,30,2.75,1.20485,0.571359,-0.537906,248,0.0561459,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,31,2.75,1.20485,0.571359,-0.537906,256,0.0612393,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,32,2.75,1.20485,0.571359,-0.537906,264,0.0684596,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,33,2.75,1.20485,0.571359,-0.537906,272,0.0786326,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,34,2.75,1.20485,0.571359,-0.537906,280,0.0928789,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,35,2.75,1.20485,0.571359,-0.537906,288,0.112689,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,36,2.75,1.20485,0.571359,-0.537906,296,0.139983,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,37,2.75,1.20485,0.571359,-0.537906,304,0.177088,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,38,2.75,1.20485,0.571359,-0.537906,312,0.22651,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,39,2.75,1.20485,0.571359,-0.537906,320,0.290248,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,40,2.75,1.20485,0.571359,-0.537906,328,0.368314,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,41,2.75,1.20485,0.571359,-0.537906,336,0.456229,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,42,2.75,1.20485,0.571359,-0.537906,344,0.542289,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,43,2.75,1.20485,0.571359,-0.537906,352,0.607496,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
1,44,2.75,1.20485,0.571359,-0.537906,360,0.632129,0,0,0.393633,0.51237,2.09962,-2.91025,5.5296,1.98852,2.42443e-12,-3.32486,9.13593e-12,5.73984,6.90195e-12,0.0906293,0.0906293,7.32016e-14
2,0,2.75,1.84791,0.552388,-0.538479,8,0.224411,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,1,2.75,1.84791,0.552388,-0.538479,16,0.206414,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,2,2.75,1.84791,0.552388,-0.538479,24,0.181456,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,3,2.75,1.84791,0.552388,-0.538479,32,0.154254,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,4,2.75,1.84791,0.552388,-0.538479,40,0.128246,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,5,2.75,1.84791,0.552388,-0.538479,48,0.105262,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,6,2.75,1.84791,0.552388,-0.538479,56,0.0859054,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,7,2.75,1.84791,0.552388,-0.538479,64,0.0700811,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,8,2.75,1.84791,0.552388,-0.538479,72,0.0573756,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,9,2.75,1.84791,0.552388,-0.538479,80,0.0472843,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,10,2.75,1.84791,0.552388,-0.538479,88,0.0393211,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,11,2.75,1.84791,0.552388,-0.538479,96,0.033062,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,12,2.75,1.84791,0.552388,-0.538479,104,0.0281554,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,13,2.75,1.84791,0.552388,-0.538479,112,0.0243182,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,14,2.75,1.84791,0.552388,-0.538479,120,0.0213265,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,15,2.75,1.84791,0.552388,-0.538479,128,0.0190054,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,16,2.75,1.84791,0.552388,-0.538479,136,0.0172193,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,17,2.75,1.84791,0.552388,-0.538479,144,0.0158647,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,18,2.75,1.84791,0.552388,-0.538479,152,0.0148635,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,19,2.75,1.84791,0.552388,-0.538479,160,0.0141585,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,20,2.75,1.84791,0.552388,-0.538479,168,0.0137095,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,21,2.75,1.84791,0.552388,-0.538479,176,0.0134912,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,22,2.75,1.84791,0.552388,-0.538479,184,0.0134912,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,23,2.75,1.84791,0.552388,-0.538479,192,0.0137095,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,24,2.75,1.84791,0.552388,-0.538479,200,0.0141585,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,25,2.75,1.84791,0.552388,-0.538479,208,0.0148635,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,26,2.75,1.84791,0.552388,-0.538479,216,0.0158647,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,27,2.75,1.84791,0.552388,-0.538479,224,0.0172193,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,28,2.75,1.84791,0.552388,-0.538479,232,0.0190054,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,29,2.75,1.84791,0.552388,-0.538479,240,0.0213265,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,30,2.75,1.84791,0.552388,-0.538479,248,0.0243182,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,31,2.75,1.84791,0.552388,-0.538479,256,0.0281554,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,32,2.75,1.84791,0.552388,-0.538479,264,0.033062,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,33,2.75,1.84791,0.552388,-0.538479,272,0.0393211,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,34,2.75,1.84791,0.552388,-0.538479,280,0.0472843,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,35,2.75,1.84791,0.552388,-0.538479,288,0.0573756,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,36,2.75,1.84791,0.552388,-0.538479,296,0.0700811,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,37,2.75,1.84791,0.552388,-0.538479,304,0.0859054,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,38,2.75,1.84791,0.552388,-0.538479,312,0.105262,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,39,2.75,1.84791,0.552388,-0.538479,320,0.128246,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,40,2.75,1.84791,0.552388,-0.538479,328,0.154254,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,41,2.75,1.84791,0.552388,-0.538479,336,0.181456,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,42,2.75,1.84791,0.552388,-0.538479,344,0.206414,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,43,2.75,1.84791,0.552388,-0.538479,352,0.224411,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
2,44,2.75,1.84791,0.552388,-0.538479,360,0.231027,0,0,0.39335,0.511863,2.06006,-2.88085,5.44738,1.97228,8.58466e-09,-3.30972,4.97605e-08,5.64452,2.25256e-08,0.0228407,0.0228407,9.03657e-11
3,0,2.75,1.51694,0.582424,-0.573419,8,0.308608,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,1,2.75,1.51694,0.582424,-0.573419,16,0.284081,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,2,2.75,1.51694,0.582424,-0.573419,24,0.249886,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,3,2.75,1.51694,0.582424,-0.573419,32,0.212446,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,4,2.75,1.51694,0.582424,-0.573419,40,0.176591,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,5,2.75,1.51694,0.582424,-0.573419,48,0.144989,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,6,2.75,1.51694,0.582424,-0.573419,56,0.118578,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,7,2.75,1.51694,0.582424,-0.573419,64,0.0972547,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,8,2.75,1.51694,0.582424,-0.573419,72,0.0804217,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,9,2.75,1.51694,0.582424,-0.573419,80,0.0673276,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,10,2.75,1.51694,0.582424,-0.573419,88,0.0572402,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,11,2.75,1.51694,0.582424,-0.573419,96,0.04952,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,12,2.75,1.51694,0.582424,-0.573419,104,0.043639,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,13,2.75,1.51694,0.582424,-0.573419,112,0.0391761,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,14,2.75,1.51694,0.582424,-0.573419,120,0.0358024,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,15,2.75,1.51694,0.582424,-0.573419,128,0.0332645,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,16,2.75,1.51694,0.582424,-0.573419,136,0.0313697,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,17,2.75,1.51694,0.582424,-0.573419,144,0.0299731,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,18,2.75,1.51694,0.582424,-0.573419,152,0.028967,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,19,2.75,1.51694,0.582424,-0.573419,160,0.0282737,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,20,2.75,1.51694,0.582424,-0.573419,168,0.0278394,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,21,2.75,1.51694,0.582424,-0.573419,176,0.0276304,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,22,2.75,1.51694,0.582424,-0.573419,184,0.0276304,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
3,23,2.75,1.51694,0.582424,-0.573419,192,0.0278394,0,0,0.376707,0.482321,2.32248,-3.08921,5.77471,2.19147,2.58124e-05,-3.54588,9.47017e-05,6.01613,6.54721e-05,0.0488894,0.0488895,3.7454e-07
