#Set,index,k,QQ,x_b,t,F1,F2,phi_x,F,sigmaF
8,2,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,20,0.0192546,0.000962729
8,3,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,30,0.0206521,0.00103261
8,4,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,40,0.0254494,0.00127247
8,5,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,50,0.0274018,0.00137009
8,6,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,60,0.0315464,0.00157732
8,7,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,70,0.0288903,0.00144451
8,8,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,80,0.029939,0.00149695
8,9,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,90,0.0338562,0.00169281
8,10,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,100,0.0329924,0.00164962
8,11,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,110,0.0317959,0.0015898
8,12,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,120,0.0287732,0.00143866
8,13,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,130,0.0286679,0.00143339
8,14,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,140,0.0306248,0.00153124
8,15,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,150,0.0283837,0.00141919
8,16,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,160,0.0306266,0.00153133
8,17,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,170,0.0287703,0.00143852
8,18,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,180,0.0303969,0.00151985
8,19,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,190,0.028698,0.0014349
8,20,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,200,0.0304547,0.00152274
8,21,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,210,0.0285718,0.00142859
8,22,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,220,0.0304246,0.00152123
8,23,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,230,0.0288499,0.00144249
8,24,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,240,0.0294624,0.00147312
8,25,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,250,0.0317619,0.0015881
8,26,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,260,0.0309435,0.00154718
8,27,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,270,0.0336159,0.0016808
8,28,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,280,0.0306303,0.00153151
8,29,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,290,0.0311986,0.00155993
8,30,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,300,0.0311713,0.00155856
8,31,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,310,0.0290331,0.00145166
8,32,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,320,0.0243433,0.00121716
8,33,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,330,0.0219494,0.00109747
8,34,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,340,0.0183398,0.000916992
8,35,5.75,2.12776,0.359331,-0.327916,0.525553,0.763756,350,0.0148707,0.000743533
9,0,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,0,0.0253754,0.00126877
9,1,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,10,0.023167,0.00115835
9,2,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,20,0.0271862,0.00135931
9,3,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,30,0.0291407,0.00145703
9,4,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,40,0.0288747,0.00144374
9,5,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,50,0.0337582,0.00168791
9,6,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,60,0.0295799,0.00147899
9,7,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,70,0.0376421,0.00188211
9,8,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,80,0.0325337,0.00162668
9,9,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,90,0.0340828,0.00170414
9,10,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,100,0.0351893,0.00175947
9,11,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,110,0.0329972,0.00164986
9,12,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,120,0.0321454,0.00160727
9,13,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,130,0.0319836,0.00159918
9,14,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,140,0.0304038,0.00152019
9,15,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,150,0.0278577,0.00139288
9,16,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,160,0.0304243,0.00152122
9,17,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,170,0.029928,0.0014964
9,18,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,180,0.0291023,0.00145511
9,19,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,190,0.0313543,0.00156772
9,20,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,200,0.0306651,0.00153325
9,21,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,210,0.032291,0.00161455
9,22,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,220,0.0307711,0.00153855
9,23,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,230,0.0304481,0.0015224
9,24,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,240,0.0308708,0.00154354
9,25,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,250,0.0292512,0.00146256
9,26,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,260,0.0327733,0.00163867
9,27,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,270,0.0331926,0.00165963
9,28,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,280,0.037007,0.00185035
9,29,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,290,0.0339604,0.00169802
9,30,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,300,0.0342821,0.00171411
9,31,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,310,0.0294348,0.00147174
9,32,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,320,0.0307761,0.0015388
9,33,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,330,0.0272702,0.00136351
9,34,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,340,0.0252134,0.00126067
9,35,5.75,2.12776,0.359331,-0.310845,0.539532,0.791921,350,0.0236204,0.00118102
10,0,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,0,0.0242073,0.00121036
10,1,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,10,0.0246091,0.00123045
10,2,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,20,0.0242128,0.00121064
10,3,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,30,0.02893,0.0014465
10,4,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,40,0.0289377,0.00144689
10,5,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,50,0.032075,0.00160375
10,6,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,60,0.0329962,0.00164981
10,7,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,70,0.0330857,0.00165428
10,8,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,80,0.0387012,0.00193506
10,9,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,90,0.0320641,0.00160321
10,10,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,100,0.0348038,0.00174019
10,11,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,110,0.0333893,0.00166947
10,12,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,120,0.0297729,0.00148864
10,13,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,130,0.0330011,0.00165005
10,14,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,140,0.0306412,0.00153206
10,15,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,150,0.0308302,0.00154151
10,16,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,160,0.0328196,0.00164098
10,17,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,170,0.0313442,0.00156721
10,18,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,180,0.0294578,0.00147289
10,19,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,190,0.0300041,0.0015002
10,20,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,200,0.0342455,0.00171228
10,21,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,210,0.0271907,0.00135954
10,22,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,220,0.0300062,0.00150031
10,23,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,230,0.0302767,0.00151383
10,24,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,240,0.0354394,0.00177197
10,25,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,250,0.0346404,0.00173202
10,26,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,260,0.0337301,0.00168651
10,27,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,270,0.0308643,0.00154322
10,28,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,280,0.0318717,0.00159359
10,29,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,290,0.0332864,0.00166432
10,30,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,300,0.0369179,0.0018459
10,31,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,310,0.0303638,0.00151819
10,32,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,320,0.0314404,0.00157202
10,33,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,330,0.0260258,0.00130129
10,34,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,340,0.0273078,0.00136539
10,35,5.75,2.12776,0.359331,-0.310413,0.539893,0.792653,350,0.0256498,0.00128249
11,0,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,0,0.0126437,0.000632186
11,1,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,10,0.013647,0.000682348
11,2,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,20,0.0185874,0.00092937
11,3,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,30,0.0210892,0.00105446
11,4,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,40,0.0262807,0.00131404
11,5,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,50,0.026238,0.0013119
11,6,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,60,0.028841,0.00144205
11,7,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,70,0.0310728,0.00155364
11,8,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,80,0.0294022,0.00147011
11,9,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,90,0.0271627,0.00135813
11,10,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,100,0.026012,0.0013006
11,11,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,110,0.0275077,0.00137539
11,12,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,120,0.0296049,0.00148024
11,13,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,130,0.0276157,0.00138079
11,14,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,140,0.0243793,0.00121897
11,15,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,150,0.0253748,0.00126874
11,16,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,160,0.0284949,0.00142475
11,17,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,170,0.0257356,0.00128678
11,18,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,180,0.0259667,0.00129834
11,19,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,190,0.0274988,0.00137494
11,20,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,200,0.0255312,0.00127656
11,21,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,210,0.0269887,0.00134943
11,22,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,220,0.0279687,0.00139843
11,23,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,230,0.0272658,0.00136329
11,24,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,240,0.0273693,0.00136847
11,25,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,250,0.0280528,0.00140264
11,26,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,260,0.0284739,0.00142369
11,27,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,270,0.0306957,0.00153478
11,28,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,280,0.0292813,0.00146407
11,29,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,290,0.0281311,0.00140655
11,30,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,300,0.0309217,0.00154608
11,31,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,310,0.0259589,0.00129795
11,32,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,320,0.0249852,0.00124926
11,33,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,330,0.0224185,0.00112093
11,34,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,340,0.0182265,0.000911327
11,35,6.75,2.15389,0.312747,-0.353153,0.506002,0.724798,350,0.0138132,0.000690659
12,0,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,0,0.0172075,0.000860377
12,1,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,10,0.0175716,0.00087858
12,2,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,20,0.0237756,0.00118878
12,3,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,30,0.0254864,0.00127432
12,4,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,40,0.0269634,0.00134817
12,5,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,50,0.0304146,0.00152073
12,6,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,60,0.0308828,0.00154414
12,7,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,70,0.0287544,0.00143772
12,8,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,80,0.028757,0.00143785
12,9,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,90,0.0298953,0.00149476
12,10,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,100,0.0279414,0.00139707
12,11,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,110,0.0304144,0.00152072
12,12,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,120,0.026797,0.00133985
12,13,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,130,0.0259311,0.00129656
12,14,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,140,0.0253259,0.0012663
12,15,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,150,0.0260349,0.00130175
12,16,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,160,0.0269074,0.00134537
12,17,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,170,0.0251472,0.00125736
12,18,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,180,0.0276368,0.00138184
12,19,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,190,0.0267377,0.00133689
12,20,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,200,0.0265379,0.0013269
12,21,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,210,0.0252799,0.00126399
12,22,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,220,0.0261302,0.00130651
12,23,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,230,0.0259618,0.00129809
12,24,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,240,0.0267722,0.00133861
12,25,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,250,0.0265791,0.00132896
12,26,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,260,0.0307883,0.00153942
12,27,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,270,0.0319602,0.00159801
12,28,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,280,0.030752,0.0015376
12,29,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,290,0.0333328,0.00166664
12,30,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,300,0.0286252,0.00143126
12,31,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,310,0.0303388,0.00151694
12,32,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,320,0.0273368,0.00136684
12,33,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,330,0.0274211,0.00137106
12,34,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,340,0.0206991,0.00103495
12,35,6.75,2.18733,0.309525,-0.362207,0.499289,0.711544,350,0.0184474,0.000922372
13,0,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,0,0.00156554,7.82771e-05
13,1,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,10,0.0026364,0.00013182
13,2,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,20,0.00548451,0.000274226
13,3,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,30,0.00821876,0.000410938
13,4,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,40,0.0120008,0.000600042
13,5,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,50,0.0151877,0.000759386
13,6,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,60,0.0195419,0.000977094
13,7,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,70,0.0206416,0.00103208
13,8,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,80,0.0198324,0.000991622
13,9,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,90,0.0232834,0.00116417
13,10,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,100,0.023484,0.0011742
13,11,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,110,0.0228999,0.001145
13,12,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,120,0.0234072,0.00117036
13,13,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,130,0.0237503,0.00118752
13,14,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,140,0.0246846,0.00123423
13,15,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,150,0.0246414,0.00123207
13,16,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,160,0.0230049,0.00115025
13,17,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,170,0.0224847,0.00112423
13,18,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,180,0.0262535,0.00131268
13,19,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,190,0.024853,0.00124265
13,20,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,200,0.0222487,0.00111243
13,21,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,210,0.0234719,0.0011736
13,22,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,220,0.0224254,0.00112127
13,23,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,230,0.0229888,0.00114944
13,24,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,240,0.0248977,0.00124489
13,25,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,250,0.0255406,0.00127703
13,26,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,260,0.0212445,0.00106223
13,27,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,270,0.0216087,0.00108043
13,28,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,280,0.020646,0.0010323
13,29,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,290,0.0205213,0.00102606
13,30,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,300,0.0180883,0.000904415
13,31,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,310,0.0158888,0.000794441
13,32,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,320,0.0126051,0.000630257
13,33,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,330,0.00820776,0.000410388
13,34,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,340,0.00512085,0.000256043
13,35,7.75,2.73187,0.347235,-0.344517,0.512549,0.737787,350,0.00272012,0.000136006
14,0,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,0,0.0269709,0.00134855
14,1,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,10,0.0269244,0.00134622
14,2,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,20,0.0253156,0.00126578
14,3,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,30,0.0286433,0.00143216
14,4,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,40,0.027245,0.00136225
14,5,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,50,0.0289942,0.00144971
14,6,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,60,0.0289308,0.00144654
14,7,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,70,0.0283893,0.00141947
14,8,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,80,0.0327335,0.00163668
14,9,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,90,0.0268849,0.00134424
14,10,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,100,0.0290564,0.00145282
14,11,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,110,0.0278476,0.00139238
14,12,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,120,0.0248658,0.00124329
14,13,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,130,0.0276429,0.00138215
14,14,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,140,0.0257614,0.00128807
14,15,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,150,0.0260179,0.0013009
14,16,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,160,0.0277853,0.00138926
14,17,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,170,0.0265927,0.00132963
14,18,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,180,0.0250109,0.00125054
14,19,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,190,0.0254557,0.00127279
14,20,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,200,0.0289925,0.00144962
14,21,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,210,0.0229465,0.00114733
14,22,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,220,0.0252276,0.00126138
14,23,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,230,0.0253609,0.00126804
14,24,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,240,0.0295985,0.00147992
14,25,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,250,0.028891,0.00144455
14,26,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,260,0.02816,0.001408
14,27,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,270,0.0258788,0.00129394
14,28,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,280,0.0269571,0.00134786
14,29,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,290,0.0285616,0.00142808
14,30,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,300,0.0323694,0.00161847
14,31,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,310,0.0274474,0.00137237
14,32,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,320,0.0296013,0.00148006
14,33,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,330,0.0257679,0.0012884
14,34,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,340,0.0285516,0.00142758
14,35,7.75,2.49331,0.315663,-0.31125,0.539192,0.791234,350,0.028063,0.00140315
15,0,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,0,0.000646517,3.23259e-05
15,1,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,10,0.0017456,8.72802e-05
15,2,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,20,0.00477536,0.000238768
15,3,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,30,0.00793068,0.000396534
15,4,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,40,0.0122408,0.00061204
15,5,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,50,0.0161219,0.000806096
15,6,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,60,0.0214482,0.00107241
15,7,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,70,0.0233378,0.00116689
15,8,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,80,0.0230306,0.00115153
15,9,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,90,0.0276905,0.00138453
15,10,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,100,0.0285164,0.00142582
15,11,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,110,0.0283025,0.00141512
15,12,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,120,0.029352,0.0014676
15,13,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,130,0.0301263,0.00150631
15,14,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,140,0.0315854,0.00157927
15,15,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,150,0.0317286,0.00158643
15,16,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,160,0.0297453,0.00148727
15,17,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,170,0.0291415,0.00145708
15,18,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,180,0.0340523,0.00170261
15,19,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,190,0.032211,0.00161055
15,20,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,200,0.0287675,0.00143837
15,21,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,210,0.0302227,0.00151114
15,22,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,220,0.0286946,0.00143473
15,23,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,230,0.0291602,0.00145801
15,24,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,240,0.0312211,0.00156106
15,25,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,250,0.0315662,0.00157831
15,26,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,260,0.025797,0.00128985
15,27,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,270,0.0256988,0.00128494
15,28,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,280,0.0239753,0.00119877
15,29,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,290,0.0232018,0.00116009
15,30,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,300,0.0198528,0.000992641
15,31,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,310,0.0168662,0.000843308
15,32,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,320,0.0128572,0.00064286
15,33,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,330,0.00792006,0.000396003
15,34,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,340,0.00445872,0.000222936
15,35,7.75,2.21495,0.327278,-0.299943,0.548801,0.810731,350,0.00180104,9.00518e-05
16,0,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,0,0.00922307,0.000461153
16,1,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,10,0.00988999,0.0004945
16,2,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,20,0.013435,0.000671751
16,3,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,30,0.0154433,0.000772164
16,4,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,40,0.0196863,0.000984314
