0.126	1.11	0.2	217.68	0.7481	0.0658	0.0948
0.126	1.11	0.2	232.75	0.9311	0.0931	0.0677
0.126	1.11	0.2	247.83	0.999	0.0967	0.1017
0.126	1.11	0.2	262.91	1.536	0.1214	0.1171
0.126	1.11	0.2	278	1.834	0.1551	0.361
0.126	1.11	0.2	292.47	2.8245	0.2851	0.396
0.126	1.11	0.2	303.81	0	0	0
0.126	1.11	0.2	322.5	0	0	0
0.126	1.11	0.2	337.5	0	0	0
0.126	1.11	0.2	352.5	0	0	0
0.126	1.11	0.26	7.5	0	0	0
0.126	1.11	0.26	22.5	0	0	0
0.126	1.11	0.26	37.5	0	0	0
0.126	1.11	0.26	55.41	2.2281	0.2864	0.3472
0.126	1.11	0.26	66.94	2.2591	0.2104	0.2915
0.126	1.11	0.26	81.98	1.2245	0.1087	0.1177
0.126	1.11	0.26	97.08	0.7881	0.0707	0.0826
0.126	1.11	0.26	112.16	0.7875	0.0663	0.1246
0.126	1.11	0.26	127.24	0.5334	0.0598	0.0721
0.126	1.11	0.26	142.32	0.485	0.0471	0.0294
0.126	1.11	0.26	157.39	0.5123	0.0463	0.0366
0.126	1.11	0.26	172.46	0.5262	0.0519	0.0413
0.126	1.11	0.26	187.54	0.3819	0.0485	0.0333
0.126	1.11	0.26	202.61	0.406	0.0409	0.0524
0.126	1.11	0.26	217.68	0.462	0.0435	0.0453
0.126	1.11	0.26	232.76	0.5933	0.0578	0.0636
0.126	1.11	0.26	247.84	0.5589	0.0621	0.0552
0.126	1.11	0.26	262.92	0.8558	0.0749	0.0672
0.126	1.11	0.26	278.02	1.2099	0.1	0.2443
0.126	1.11	0.26	293.06	1.7066	0.1666	0.2957
0.126	1.11	0.26	304.59	2.4484	0.3194	0.3525
0.126	1.11	0.26	322.5	0	0	0
0.126	1.11	0.26	337.5	0	0	0
0.126	1.11	0.26	352.5	0	0	0
0.126	1.11	0.34	7.5	0	0	0
0.126	1.11	0.34	22.5	0	0	0
0.126	1.11	0.34	43.8	0	0	0
0.126	1.11	0.34	53.26	1.5748	0.1358	0.3926
0.126	1.11	0.34	66.86	1.0215	0.1056	0.2201
0.126	1.11	0.34	81.98	0.7974	0.0752	0.0974
0.126	1.11	0.34	97.07	0.5145	0.0468	0.0496
0.126	1.11	0.34	112.16	0.3987	0.0378	0.033
0.126	1.11	0.34	127.24	0.4166	0.0467	0.0517
0.126	1.11	0.34	142.31	0.3327	0.0345	0.0397
0.126	1.11	0.34	157.39	0.2754	0.0288	0.0159
0.126	1.11	0.34	172.46	0.293	0.033	0.0437
0.126	1.11	0.34	187.54	0.3073	0.0382	0.023
0.126	1.11	0.34	202.61	0.3363	0.0339	0.0362
0.126	1.11	0.34	217.69	0.2558	0.0272	0.0399
0.126	1.11	0.34	232.76	0.3312	0.0365	0.0321
0.126	1.11	0.34	247.84	0.3611	0.0432	0.078
0.126	1.11	0.34	262.93	0.5974	0.0514	0.0747
0.126	1.11	0.34	278.02	0.6848	0.0607	0.0746
0.126	1.11	0.34	293.14	1.1823	0.1052	0.2628
0.126	1.11	0.34	306.74	1.1396	0.1275	0.1558
0.126	1.11	0.34	316.2	0	0	0
0.126	1.11	0.34	337.5	0	0	0
0.126	1.11	0.34	352.5	0	0	0
0.126	1.11	0.45	7.5	0	0	0
0.126	1.11	0.45	22.5	0	0	0
0.126	1.11	0.45	41.56	0.9642	0.0841	0.1194
0.126	1.11	0.45	51.83	0.8493	0.0623	0.1599
0.126	1.11	0.45	66.87	0.6147	0.0571	0.0862
0.126	1.11	0.45	81.97	0.3942	0.0382	0.0295
0.126	1.11	0.45	97.06	0.2724	0.0254	0.032
0.126	1.11	0.45	112.15	0.2626	0.0252	0.0338
0.126	1.11	0.45	127.23	0.1885	0.025	0.0254
0.126	1.11	0.45	142.31	0.1759	0.022	0.0172
0.126	1.11	0.45	157.39	0.1818	0.02	0.0103
0.126	1.11	0.45	172.46	0.1567	0.0196	0.0146
0.126	1.11	0.45	187.54	0.1513	0.0227	0.0259
0.126	1.11	0.45	202.61	0.1315	0.018	0.0114
0.126	1.11	0.45	217.69	0.1585	0.0182	0.0135
0.126	1.11	0.45	232.77	0.1984	0.0228	0.025
0.126	1.11	0.45	247.85	0.2037	0.0262	0.0164
0.126	1.11	0.45	262.94	0.2671	0.0257	0.0192
0.126	1.11	0.45	278.03	0.3425	0.0312	0.022
0.126	1.11	0.45	293.13	0.5723	0.0497	0.0478
0.126	1.11	0.45	308.17	0.8164	0.0767	0.0552
0.126	1.11	0.45	318.44	0	0	0
0.126	1.11	0.45	337.5	0	0	0
0.126	1.11	0.45	352.5	0	0	0
0.154	1.27	0.11	10.2	0	0	0
0.154	1.27	0.11	25.75	0	0	0
0.154	1.27	0.11	39.49	8.4447	0.4798	1.4078
0.154	1.27	0.11	52.77	4.7947	0.2755	0.3854
0.154	1.27	0.11	67.03	3.134	0.2163	0.4234
0.154	1.27	0.11	82.09	2.3581	0.1447	0.1791
0.154	1.27	0.11	97.15	1.944	0.1318	0.1878
0.154	1.27	0.11	112.2	1.6184	0.145	0.177
0.154	1.27	0.11	127.26	1.1996	0.1376	0.1055
0.154	1.27	0.11	142.33	1.1766	0.1098	0.1131
0.154	1.27	0.11	157.4	1.0584	0.1018	0.0809
0.154	1.27	0.11	172.46	1.1094	0.132	0.1428
0.154	1.27	0.11	187.54	0.9541	0.1178	0.1327
0.154	1.27	0.11	202.6	1.0561	0.1001	0.1092
0.154	1.27	0.11	217.67	1.1877	0.1124	0.0713
0.154	1.27	0.11	232.74	1.0885	0.1309	0.1484
0.154	1.27	0.11	247.8	1.2801	0.1161	0.0901
0.154	1.27	0.11	262.85	1.8438	0.1269	0.2238
0.154	1.27	0.11	277.91	2.5906	0.1672	0.3818
0.154	1.27	0.11	292.97	2.9282	0.2048	0.2438
0.154	1.27	0.11	307.23	4.5416	0.2312	0.369
0.154	1.27	0.11	320.51	7.144	0.3702	0.7751
0.154	1.27	0.11	334.25	0	0	0
0.154	1.27	0.11	349.8	0	0	0
0.154	1.27	0.15	7.5	0	0	0
0.154	1.27	0.15	29.3	0	0	0
0.154	1.27	0.15	41.24	0	0	0
0.154	1.27	0.15	53.18	3.5923	0.2252	0.2999
0.154	1.27	0.15	66.96	2.2993	0.1682	0.1721
0.154	1.27	0.15	82.04	1.5455	0.1041	0.1594
0.154	1.27	0.15	97.11	1.167	0.0832	0.1011
0.154	1.27	0.15	112.18	0.8174	0.0743	0.0618
0.154	1.27	0.15	127.25	0.7534	0.0895	0.0757
0.154	1.27	0.15	142.32	0.6568	0.0679	0.0484
0.154	1.27	0.15	157.39	0.5349	0.058	0.0352
0.154	1.27	0.15	172.46	0.6159	0.0728	0.0618
0.154	1.27	0.15	187.54	0.6326	0.0792	0.0824
0.154	1.27	0.15	202.61	0.5483	0.0598	0.0713
0.154	1.27	0.15	217.68	0.7841	0.0712	0.1249
0.154	1.27	0.15	232.75	0.6841	0.081	0.0758
0.154	1.27	0.15	247.82	0.8313	0.0791	0.0485
0.154	1.27	0.15	262.89	1.0538	0.0779	0.0683
0.154	1.27	0.15	277.96	1.5095	0.1009	0.0998
0.154	1.27	0.15	293.04	2.3509	0.1674	0.1633
0.154	1.27	0.15	306.82	3.5059	0.2188	0.3129
0.154	1.27	0.15	318.76	0	0	0
0.154	1.27	0.15	330.7	0	0	0
0.154	1.27	0.15	352.5	0	0	0
0.154	1.27	0.2	7.5	0	0	0
0.154	1.27	0.2	22.5	0	0	0
0.154	1.27	0.2	42.63	0	0	0
0.154	1.27	0.2	53.03	2.4735	0.1978	0.2552
0.154	1.27	0.2	66.9	1.4534	0.1417	0.0957
0.154	1.27	0.2	82	1.0145	0.0887	0.0897
0.154	1.27	0.2	97.09	0.8253	0.0688	0.0717
0.154	1.27	0.2	112.17	0.6273	0.0615	0.0552
0.154	1.27	0.2	127.24	0.5037	0.0691	0.0619
0.154	1.27	0.2	142.31	0.3612	0.0485	0.042
0.154	1.27	0.2	157.39	0.435	0.0498	0.0576
0.154	1.27	0.2	172.46	0.3221	0.0467	0.0322
0.154	1.27	0.2	187.54	0.3545	0.0562	0.0258
0.154	1.27	0.2	202.61	0.5319	0.0589	0.065
0.154	1.27	0.2	217.69	0.5126	0.0548	0.0402
0.154	1.27	0.2	232.76	0.3888	0.0547	0.0379
0.154	1.27	0.2	247.83	0.5469	0.0634	0.0553
0.154	1.27	0.2	262.91	0.8198	0.0687	0.0573
0.154	1.27	0.2	278	1.0263	0.0861	0.1684
0.154	1.27	0.2	293.1	1.4254	0.1341	0.1108
0.154	1.27	0.2	306.97	2.0991	0.1888	0.199
0.154	1.27	0.2	317.37	0	0	0
0.154	1.27	0.2	337.5	0	0	0
0.154	1.27	0.2	352.5	0	0	0
0.154	1.27	0.26	7.5	0	0	0
0.154	1.27	0.26	22.5	0	0	0
0.154	1.27	0.26	43.01	0	0	0
0.154	1.27	0.26	52.39	1.4858	0.1218	0.0952
0.154	1.27	0.26	66.86	0.8723	0.0918	0.106
0.154	1.27	0.26	81.97	0.66	0.0609	0.0418
0.154	1.27	0.26	97.07	0.4891	0.044	0.0585
0.154	1.27	0.26	112.15	0.4394	0.0428	0.0699
0.154	1.27	0.26	127.23	0.2856	0.0405	0.0359
0.154	1.27	0.26	142.31	0.3743	0.0426	0.0313
0.154	1.27	0.26	157.39	0.2181	0.0283	0.0311
0.154	1.27	0.26	172.46	0.2576	0.0334	0.0288
0.154	1.27	0.26	187.54	0.3326	0.0484	0.0315
0.154	1.27	0.26	202.61	0.2636	0.033	0.0165
0.154	1.27	0.26	217.69	0.2902	0.0335	0.0438
0.154	1.27	0.26	232.77	0.263	0.0363	0.0379
0.154	1.27	0.26	247.85	0.3767	0.0462	0.0517
0.154	1.27	0.26	262.93	0.4043	0.0409	0.068
0.154	1.27	0.26	278.03	0.8051	0.0635	0.1099
0.154	1.27	0.26	293.14	0.8908	0.0872	0.0658
0.154	1.27	0.26	307.61	1.7107	0.1526	0.1506
0.154	1.27	0.26	316.99	0	0	0
0.154	1.27	0.26	337.5	0	0	0
0.154	1.27	0.26	352.5	0	0	0
0.154	1.27	0.34	7.5	0	0	0
0.154	1.27	0.34	22.5	0	0	0
0.154	1.27	0.34	42.82	0	0	0
0.154	1.27	0.34	51.8	0.8891	0.0744	0.1499
0.154	1.27	0.34	66.83	0.5785	0.0609	0.0872
0.154	1.27	0.34	81.95	0.3016	0.0368	0.0332
0.154	1.27	0.34	97.05	0.3132	0.0308	0.0328
0.154	1.27	0.34	112.14	0.2228	0.0257	0.0137
0.154	1.27	0.34	127.23	0.2088	0.0315	0.0398
0.154	1.27	0.34	142.31	0.1059	0.0206	0.0221
0.154	1.27	0.34	157.38	0.1421	0.0217	0.028
0.154	1.27	0.34	172.46	0.102	0.0181	0.0108
0.154	1.27	0.34	187.54	0.1145	0.0241	0.0208
0.154	1.27	0.34	202.62	0.1599	0.0239	0.012
0.154	1.27	0.34	217.69	0.1868	0.0232	0.017
0.154	1.27	0.34	232.77	0.1553	0.0231	0.0226
0.154	1.27	0.34	247.86	0.2422	0.0337	0.0226
0.154	1.27	0.34	262.95	0.3157	0.0319	0.0191
0.154	1.27	0.34	278.05	0.3731	0.0359	0.0226
0.154	1.27	0.34	293.17	0.5313	0.0547	0.0378
0.154	1.27	0.34	308.2	0.9415	0.0928	0.0877
0.154	1.27	0.34	317.18	0	0	0
0.154	1.27	0.34	337.5	0	0	0
0.154	1.27	0.34	352.5	0	0	0
0.154	1.27	0.45	7.5	0	0	0
0.154	1.27	0.45	22.5	0	0	0
0.154	1.27	0.45	41.09	1.0955	0.096	0.085
0.154	1.27	0.45	51.65	0.479	0.039	0.046
0.154	1.27	0.45	66.81	0.302	0.0327	0.0364
0.154	1.27	0.45	81.93	0.1867	0.0246	0.0357
0.154	1.27	0.45	97.04	0.154	0.0176	0.0112
0.154	1.27	0.45	112.13	0.1275	0.0159	0.0092
0.154	1.27	0.45	127.22	0.0709	0.0135	0.0123
0.154	1.27	0.45	142.3	0.0954	0.018	0.0101
0.154	1.27	0.45	157.38	0.0842	0.0158	0.0073
0.154	1.27	0.45	172.46	0.0698	0.015	0.0171
0.154	1.27	0.45	187.54	0.0553	0.0178	0.0238
0.154	1.27	0.45	202.62	0.091	0.0185	0.0099
0.154	1.27	0.45	217.7	0.0978	0.0157	0.0177
0.154	1.27	0.45	232.78	0.1107	0.0165	0.0163
0.154	1.27	0.45	247.87	0.1414	0.0218	0.0103
0.154	1.27	0.45	262.96	0.1561	0.0183	0.0098
0.154	1.27	0.45	278.07	0.1689	0.0194	0.0134
0.154	1.27	0.45	293.19	0.3617	0.0333	0.0297
0.154	1.27	0.45	308.35	0.5071	0.0509	0.0396
0.154	1.27	0.45	318.91	0.9431	0.088	0.0839
0.154	1.27	0.45	337.5	0	0	0
0.154	1.27	0.45	352.5	0	0	0
0.155	1.39	0.11	7.5	0	0	0
0.155	1.39	0.11	22.5	0	0	0
0.155	1.39	0.11	44.3	0	0	0
0.155	1.39	0.11	56.08	0	0	0
0.155	1.39	0.11	68.41	4.9278	0.28	0.54
0.155	1.39	0.11	82.12	3.1648	0.1686	0.2962
0.155	1.39	0.11	97.15	2.5254	0.1516	0.2072
0.155	1.39	0.11	112.22	1.9683	0.1622	0.2679
0.155	1.39	0.11	127.28	1.6288	0.1457	0.1775
0.155	1.39	0.11	142.34	1.6075	0.1215	0.1164
0.155	1.39	0.11	157.4	1.2713	0.108	0.0889
0.155	1.39	0.11	172.47	1.1431	0.1266	0.1252
0.155	1.39	0.11	187.53	1.1655	0.1225	0.1291
0.155	1.39	0.11	202.6	1.3029	0.1128	0.1364
0.155	1.39	0.11	217.66	1.6213	0.1358	0.1425
0.155	1.39	0.11	232.72	1.6767	0.1533	0.1236
0.155	1.39	0.11	247.78	1.5828	0.1239	0.1035
0.155	1.39	0.11	262.85	2.6652	0.1524	0.373
0.155	1.39	0.11	277.88	2.7624	0.1693	0.1671
0.155	1.39	0.11	291.59	4.7012	0.2716	0.5317
0.155	1.39	0.11	303.92	0	0	0
0.155	1.39	0.11	315.7	0	0	0
0.155	1.39	0.11	337.5	0	0	0
0.155	1.39	0.11	352.5	0	0	0
0.155	1.39	0.15	7.5	0	0	0
0.155	1.39	0.15	22.5	0	0	0
0.155	1.39	0.15	37.5	0	0	0
0.155	1.39	0.15	56.69	0	0	0
0.155	1.39	0.15	68.06	2.8819	0.1799	0.1922
0.155	1.39	0.15	82.05	1.7514	0.1065	0.1285
0.155	1.39	0.15	97.13	1.5676	0.0972	0.1617
0.155	1.39	0.15	112.2	1.3226	0.1014	0.1708
0.155	1.39	0.15	127.27	0.9156	0.0896	0.066
0.155	1.39	0.15	142.33	0.6753	0.0644	0.13
0.155	1.39	0.15	157.4	0.8193	0.0697	0.0887
0.155	1.39	0.15	172.47	0.7601	0.0803	0.0507
0.155	1.39	0.15	187.53	0.8771	0.0899	0.0887
0.155	1.39	0.15	202.6	0.7889	0.0709	0.0974
0.155	1.39	0.15	217.67	0.8822	0.0759	0.0606
0.155	1.39	0.15	232.73	1.0459	0.0979	0.0873
0.155	1.39	0.15	247.8	1.0511	0.0876	0.093
0.155	1.39	0.15	262.87	1.3204	0.0868	0.0811
0.155	1.39	0.15	277.95	1.9731	0.1197	0.1847
0.155	1.39	0.15	291.94	2.8219	0.1722	0.2193
0.155	1.39	0.15	303.31	0	0	0
0.155	1.39	0.15	322.5	0	0	0
0.155	1.39	0.15	337.5	0	0	0
0.155	1.39	0.15	352.5	0	0	0
0.155	1.39	0.2	7.5	0	0	0
0.155	1.39	0.2	22.5	0	0	0
0.155	1.39	0.2	37.5	0	0	0
0.155	1.39	0.2	56.53	0	0	0
0.155	1.39	0.2	67.32	1.76	0.1394	0.1321
0.155	1.39	0.2	82.02	1.1427	0.0894	0.0886
0.155	1.39	0.2	97.11	0.9893	0.0765	0.0997
0.155	1.39	0.2	112.19	0.6613	0.0658	0.0727
0.155	1.39	0.2	127.26	0.5539	0.0651	0.0473
0.155	1.39	0.2	142.33	0.503	0.0545	0.0374
0.155	1.39	0.2	157.4	0.4168	0.0474	0.0581
0.155	1.39	0.2	172.47	0.4626	0.0577	0.0429
0.155	1.39	0.2	187.53	0.3445	0.0513	0.0549
0.155	1.39	0.2	202.6	0.4444	0.0483	0.0528
0.155	1.39	0.2	217.67	0.6003	0.0579	0.0454
0.155	1.39	0.2	232.74	0.6781	0.0739	0.0853
0.155	1.39	0.2	247.81	0.715	0.0706	0.0634
0.155	1.39	0.2	262.89	1.0285	0.0775	0.1043
0.155	1.39	0.2	277.98	1.1287	0.0857	0.0718
0.155	1.39	0.2	292.68	1.8929	0.1422	0.3014
0.155	1.39	0.2	303.47	0	0	0
0.155	1.39	0.2	322.5	0	0	0
0.155	1.39	0.2	337.5	0	0	0
0.155	1.39	0.2	352.5	0	0	0
0.155	1.39	0.26	7.5	0	0	0
0.155	1.39	0.26	22.5	0	0	0
0.155	1.39	0.26	37.5	0	0	0
0.155	1.39	0.26	56.03	0	0	0
0.155	1.39	0.26	66.92	1.2582	0.0985	0.1086
0.155	1.39	0.26	82	0.7821	0.0644	0.0762
0.155	1.39	0.26	97.09	0.4133	0.0394	0.0431
0.155	1.39	0.26	112.18	0.445	0.0446	0.0378
0.155	1.39	0.26	127.25	0.3276	0.0416	0.0337
0.155	1.39	0.26	142.32	0.2976	0.036	0.0222
0.155	1.39	0.26	157.39	0.2753	0.0324	0.046
0.155	1.39	0.26	172.46	0.2821	0.036	0.0812
0.155	1.39	0.26	187.54	0.225	0.0347	0.0465
0.155	1.39	0.26	202.61	0.3381	0.0363	0.0201
0.155	1.39	0.26	217.68	0.2467	0.03	0.0212
0.155	1.39	0.26	232.75	0.3753	0.0418	0.0333
0.155	1.39	0.26	247.82	0.3111	0.039	0.0267
0.155	1.39	0.26	262.91	0.5864	0.049	0.0568
0.155	1.39	0.26	278	0.791	0.0606	0.0947
0.155	1.39	0.26	293.08	1.1056	0.0914	0.0779
0.155	1.39	0.26	303.97	0	0	0
0.155	1.39	0.26	322.5	0	0	0
0.155	1.39	0.26	337.5	0	0	0
0.155	1.39	0.26	352.5	0	0	0
0.155	1.39	0.34	7.5	0	0	0
0.155	1.39	0.34	22.5	0	0	0
0.155	1.39	0.34	44.3	0	0	0
0.155	1.39	0.34	54.08	1.057	0.0848	0.1135
0.155	1.39	0.34	66.88	0.7246	0.0617	0.0923
0.155	1.39	0.34	81.99	0.4383	0.0421	0.0269
0.155	1.39	0.34	97.08	0.3362	0.0316	0.0229
0.155	1.39	0.34	112.17	0.3073	0.0318	0.0377
0.155	1.39	0.34	127.25	0.2201	0.0298	0.0185
0.155	1.39	0.34	142.32	0.2008	0.0262	0.0146
0.155	1.39	0.34	157.39	0.1836	0.0235	0.017
0.155	1.39	0.34	172.46	0.1949	0.0255	0.0159
0.155	1.39	0.34	187.54	0.1815	0.0279	0.0372
0.155	1.39	0.34	202.61	0.2127	0.0261	0.0249
0.155	1.39	0.34	217.68	0.1884	0.0226	0.0118
0.155	1.39	0.34	232.75	0.2227	0.0283	0.0232
0.155	1.39	0.34	247.83	0.2037	0.0291	0.0157
0.155	1.39	0.34	262.92	0.2977	0.0306	0.0288
0.155	1.39	0.34	278.01	0.4361	0.0377	0.0383
0.155	1.39	0.34	293.12	0.5538	0.0539	0.0433
0.155	1.39	0.34	305.92	1.1538	0.0973	0.0728
0.155	1.39	0.34	315.7	0	0	0
0.155	1.39	0.34	337.5	0	0	0
0.155	1.39	0.34	352.5	0	0	0
0.155	1.39	0.45	7.5	0	0	0
0.155	1.39	0.45	22.5	0	0	0
0.155	1.39	0.45	42.85	0	0	0
0.155	1.39	0.45	51.97	0.6221	0.0417	0.0477
0.155	1.39	0.45	66.88	0.3719	0.0331	0.0378
0.155	1.39	0.45	81.98	0.1963	0.0224	0.0209
0.155	1.39	0.45	97.08	0.1649	0.018	0.0176
0.155	1.39	0.45	112.16	0.1348	0.0164	0.0118
0.155	1.39	0.45	127.24	0.1146	0.0176	0.0147
0.155	1.39	0.45	142.32	0.1176	0.0172	0.0311
0.155	1.39	0.45	157.39	0.1303	0.0161	0.0208
0.155	1.39	0.45	172.46	0.1189	0.0162	0.011
0.155	1.39	0.45	187.54	0.0996	0.0175	0.0199
0.155	1.39	0.45	202.61	0.0952	0.0145	0.0055
0.155	1.39	0.45	217.68	0.1121	0.0143	0.0103
0.155	1.39	0.45	232.76	0.0987	0.0152	0.0076
0.155	1.39	0.45	247.84	0.1369	0.0201	0.0117
0.155	1.39	0.45	262.92	0.167	0.0189	0.0101
0.155	1.39	0.45	278.02	0.2314	0.0218	0.02
0.155	1.39	0.45	293.12	0.3358	0.0323	0.0232
0.155	1.39	0.45	308.03	0.5584	0.0475	0.0662
0.155	1.39	0.45	317.15	0	0	0
0.155	1.39	0.45	337.5	0	0	0
0.155	1.39	0.45	352.5	0	0	0
0.184	1.45	0.11	7.85	4.035	0.2391	0.346
0.184	1.45	0.11	22.93	4.1777	0.1827	0.2745
0.184	1.45	0.11	37.42	3.0824	0.1366	0.2187
0.184	1.45	0.11	52.08	2.2973	0.1363	0.1611
0.184	1.45	0.11	67.09	1.9029	0.1526	0.2466
0.184	1.45	0.11	82.13	1.21	0.1003	0.128
0.184	1.45	0.11	97.17	1.113	0.0889	0.1393
0.184	1.45	0.11	112.21	0.8355	0.0826	0.0895
0.184	1.45	0.11	127.27	0.7907	0.0969	0.074
0.184	1.45	0.11	142.33	0.5471	0.0619	0.0599
0.184	1.45	0.11	157.39	0.5532	0.0563	0.0943
0.184	1.45	0.11	172.46	0.4869	0.0643	0.0435
0.184	1.45	0.11	187.54	0.5022	0.0695	0.1276
0.184	1.45	0.11	202.61	0.4334	0.0516	0.0283
0.184	1.45	0.11	217.67	0.5621	0.0621	0.0349
0.184	1.45	0.11	232.73	0.6076	0.0802	0.0494
0.184	1.45	0.11	247.79	0.7304	0.0744	0.0692
0.184	1.45	0.11	262.83	0.9625	0.0822	0.0806
0.184	1.45	0.11	277.87	1.2243	0.0999	0.0754
0.184	1.45	0.11	292.91	1.9561	0.1489	0.1735
0.184	1.45	0.11	307.92	2.5557	0.1402	0.2199
0.184	1.45	0.11	322.58	3.29	0.1431	0.2456
0.184	1.45	0.11	337.07	3.9039	0.1762	0.3082
0.184	1.45	0.11	352.15	4.7351	0.2735	0.5392
0.184	1.45	0.15	8.73	0	0	0
0.184	1.45	0.15	24.27	4.9119	0.2721	0.5318
0.184	1.45	0.15	38	2.5609	0.1175	0.1637
0.184	1.45	0.15	51.97	1.9062	0.0978	0.1735
0.184	1.45	0.15	67.01	1.2143	0.0903	0.0677
0.184	1.45	0.15	82.07	0.8716	0.0683	0.0673
0.184	1.45	0.15	97.13	0.6479	0.0542	0.0714
0.184	1.45	0.15	112.19	0.5814	0.0548	0.0512
0.184	1.45	0.15	127.25	0.3401	0.0502	0.0265
0.184	1.45	0.15	142.32	0.2909	0.0395	0.0239
0.184	1.45	0.15	157.39	0.3961	0.0418	0.0241
0.184	1.45	0.15	172.46	0.2718	0.0388	0.0172
0.184	1.45	0.15	187.54	0.3153	0.0475	0.0304
0.184	1.45	0.15	202.61	0.4299	0.0457	0.0346
0.184	1.45	0.15	217.68	0.3719	0.0432	0.0405
0.184	1.45	0.15	232.75	0.4732	0.0596	0.032
0.184	1.45	0.15	247.81	0.5282	0.0564	0.0424
0.184	1.45	0.15	262.87	0.7802	0.0605	0.0583
0.184	1.45	0.15	277.93	1.0058	0.0686	0.0821
0.184	1.45	0.15	292.99	1.3495	0.0956	0.1103
0.184	1.45	0.15	308.03	1.6663	0.0968	0.1544
0.184	1.45	0.15	322	2.5455	0.1167	0.1748
0.184	1.45	0.15	335.73	3.7992	0.2123	0.3064
0.184	1.45	0.15	351.27	0	0	0
0.184	1.45	0.2	7.5	0	0	0
0.184	1.45	0.2	26.97	0	0	0
0.184	1.45	0.2	38.92	2.2199	0.1344	0.1854
0.184	1.45	0.2	51.87	1.2909	0.0806	0.0936
0.184	1.45	0.2	66.95	0.7185	0.0677	0.0699
0.184	1.45	0.2	82.03	0.5357	0.0517	0.057
0.184	1.45	0.2	97.1	0.4989	0.045	0.038
0.184	1.45	0.2	112.17	0.4026	0.0419	0.033
0.184	1.45	0.2	127.24	0.2864	0.0426	0.0413
0.184	1.45	0.2	142.31	0.2655	0.0387	0.0308
