0,1,2,3,4
0.0,7.45326355,10.826581066666668,6.0534895833333335,0.05942730133333333
1.0,6.868645083333333,7.498324749999999,6.856706999999999,0.057048999666666676
2.0,4.689694733333334,5.753123333333334,4.173281889999999,0.04051811483333333
3.0,8.3711407,4.938562883333334,-1.3871835783333333,0.03197454734333333
4.0,1.6257881833333334,-0.17059052333333324,1.3327796433333334,0.010686561055000002
5.0,4.0732414666666665,0.8758953149999998,0.29387861509999996,-0.009608242916666664
6.0,0.7723997183333333,-1.4402742233333334,2.0950338616666664,0.025744419166666668
7.0,2.6121128166666665,4.559679083333333,6.888041766666667,0.0560165265
8.0,1.5373587899999999,-0.7068230500000001,1.6881425433333332,0.036575879166666665
9.0,4.6755314666666665,1.5412378916666665,3.5719319499999997,0.0198963865
10.0,4.5981708333333335,2.6037237416666668,2.634277491666667,0.0267424815
11.0,2.96879505,12.896532766666667,6.035564400000001,0.10429676316666668
12.0,2.15705135,0.9165055850000002,-0.46365087600000005,-0.026971088249999997
13.0,3.3049437000000004,10.791578033333332,7.5385938,-0.5469214110166667
14.0,5.081453316666667,6.10213195,7.448645250000001,0.04418059600000001
15.0,3.05306908,2.522447833333333,3.945472061666667,0.016348436166666664
16.0,4.454997716666667,2.760338155,3.799479,0.015300562366666668
17.0,2.1043826379999997,0.5532954283333336,2.311307597666666,-0.0044301425666666665
18.0,0.734030675,1.6163445333333335,-2.36694325,-0.00909386
19.0,2.3468424000000003,0.5525305750000001,1.6993013733333333,0.016254782833333332
20.0,6.531449833333332,-3.8563438886666663,1.62327756,0.007913966316666667
21.0,7.0932971,3.817534035,0.773394145,0.04636167416666667
22.0,3.0951878833333333,33.37260821666667,8.22153425,0.16122751933333332
23.0,3.5327197,1.6941469550000001,2.2625123216666667,0.008521403326666668
24.0,8.145583983333333,-4.753932533333333,-0.36599218333333333,-0.025642421
25.0,2.577943298333333,-1.7730114583333332,-1.8535058266666666,0.002545796333333333
26.0,1.792714,0.015511261666666646,2.8783735166666666,-0.010773609699999999
27.0,1.5325941516666663,0.9468378333333333,8.413643449999999,0.04744746049999999
28.0,2.6309880333333333,-3.3723274166666664,-0.26198106499999996,0.009923866766666666
29.0,0.4934342866666667,-2.0916512333333332,2.4761583083333334,0.010035969702833334
30.0,4.351193666666666,1.9988277666666667,5.247804066666666,0.0161621705
31.0,4.550187633333333,2.0539740666666666,5.0983884999999995,0.011555731999999999
32.0,9.571999283333334,7.193318033333333,10.362569466666667,0.027023411166666664
33.0,2.251679643333333,-3.2579712793333333,7.913239016666666,0.05656077549999999
34.0,-0.8982213533333332,-4.941816,5.181615283333333,0.03194811351666667
35.0,2.201973283333333,-13.374027233333335,7.245419266666667,0.025754387333333333
36.0,1.2648577333333335,-0.6724747999999999,1.0520793433333333,0.016427650000000002
37.0,4.69007345,3.4007271833333337,2.45391748,0.042114635000000004
38.0,0.5084476166666666,-1.7002419900000003,2.1813145911666663,0.004626930071666668
39.0,2.838451775,-1.4166985391666664,1.6240474033333332,0.009591402833333335
40.0,3.0812363,0.7974365033333334,3.626459083333333,0.027973082666666666
41.0,4.4611391000000005,0.9277951583333334,2.8860480900000005,0.005760866666666667
42.0,4.28043115,4.506289776666667,4.264961516666666,0.021569998666666663
43.0,5.3524107,3.9234489,2.789953433333333,-0.0832290075
44.0,4.83679825,3.2711,5.475556300000001,0.04087837316666667
45.0,6.7650458333333345,5.6276064833333335,8.122724923333333,0.04094576666666666
46.0,13.798581233333335,3.5558856666666667,-2.9190665916666663,0.016495300333333334
47.0,2.527015045,-5.197753683333333,-3.540929683333333,-0.023566833666666665
48.0,7.091846526666667,-2.3010937166666667,-4.04989625,-0.015391955833333332
49.0,8.2878034,5.497275850000001,7.179263766666666,0.019634522333333335
50.0,8.660664500000001,7.47105205,-0.5117425933333332,0.007220135116666668
51.0,7.351788683333332,-1.439786915,-6.07014075355,0.023076964666666668
52.0,11.063982216666668,27.787853083333335,2.6468284,0.07143461733333333
53.0,1.4428225333333333,-0.03780229999999992,1.0397344783333333,-0.004988935333333333
