,0,1,2,3
0,5.188043,19.146591,7.686473,0.092508115
1,3.5440328,14.797091,5.6250844,0.051206686
2,2.3775601,3.1636393,0.17725794,0.040269118
3,1.2780367,1.2750437,7.5476336,0.06680941
4,3.4623356,4.8147583,5.381154,0.06299485
5,4.9438086,7.5110793,3.036347,0.030522173
6,1.0571986,2.6344268,1.8762796,-0.005860416
7,6.036683,12.420909,5.9699955,0.050948735
8,3.8451502,6.2296195,3.9244912,0.014655861
9,0.8591529,1.9592617,-2.9306858,-0.044290476
10,3.5546138,6.3857627,1.9638115,0.017326463
11,16.507315,23.330248,10.829142,0.064887755
12,4.0183043,5.5625434,3.0909925,0.01134032
13,0.8269841,3.0548797,-1.9288495,0.0031620339
14,-1.3824,-2.1963556,8.998766,0.05505858
15,0.13062638,2.3074932,0.67430997,0.016788092
16,4.701465,4.8650246,4.3733344,0.012870502
17,9.317257,11.557531,11.481117,0.034093924
18,-3.8605812,-6.6564293,12.936897,0.08023193
19,4.2851977,6.091796,6.237248,0.040942337
20,2.8007486,4.361404,0.02543377,0.0028916448
21,2.1320698,3.1478133,7.291295,0.059858814
22,2.2505198,4.847719,2.8013644,0.022562856
23,3.6731486,7.00661,7.502023,0.05319877
24,6.745316,15.357184,7.600465,0.06057894
25,11.208063,-4.5293336,-15.686354,-0.039010294
26,4.7741027,8.7308445,6.00948,0.014609903
27,10.6912565,27.026594,9.101244,0.097175226
28,2.1903784,4.1544623,1.8095193,0.0036909496
29,-2.3176365,-3.6192718,5.789912,0.047366202
30,1.4754066,2.662165,5.2521815,0.041735526
31,3.7191226,5.5174913,6.4822354,0.013956381
32,3.2849092,6.762605,3.8700688,0.022930125
33,5.2110825,8.764949,5.1392846,0.026100634
34,2.430264,3.8559134,0.7737833,0.0015120441
35,3.7559512,7.308936,5.0158606,0.021494385
36,2.1824334,3.756405,3.4452963,0.008332092
37,1.9344696,2.1029918,-0.18898372,-0.009825908
38,-3.4024851,-4.5328608,10.121189,0.039110877
39,-0.77341735,-1.7290385,3.9731822,0.006763503
40,2.2455957,5.129782,6.5160756,0.04670483
41,5.2108727,7.6955986,7.994207,0.024401788
42,12.279885,25.603788,11.811706,0.09560329
43,5.011971,10.126427,9.913793,0.027467502
44,3.426564,6.6070666,1.5977805,0.010666551
45,-0.9668029,-1.0491077,-0.30107546,-0.002954159
46,7.6268144,10.790493,9.112533,0.09144008
47,6.460119,6.960619,6.163958,0.0181056
48,17.039738,23.021873,8.95569,0.07433124
49,15.082308,20.216349,21.445995,0.066154286
50,3.157055,5.748293,3.664621,0.02137898
51,19.3095,-22.613962,-22.441158,-0.06852264
52,3.0809543,6.1183515,5.5320363,0.024116568
53,2.8460877,5.3731976,3.8553696,0.0146405585
54,0.8014234,2.9919987,-1.3732395,0.006434912
55,2.525476,3.6552372,0.01792208,-0.0020712214
56,9.409341,9.842513,9.154245,0.023600321
57,12.900974,21.817667,12.958447,0.07213359
58,15.004718,25.069021,19.711666,0.06005051
59,3.9296641,7.523507,5.5545716,0.031388436
60,0.23921664,-0.17493922,6.858835,0.05055208
61,4.496177,10.275532,10.944846,0.03513556
62,-1.1778289,-2.816278,4.5103507,0.04463105
63,15.783493,13.555972,14.261585,0.054159664
64,8.836587,7.9491405,9.469105,0.024443354
65,3.139157,6.4191647,4.0017657,0.02457041
66,5.27374,15.04702,7.8362246,0.05005446
67,0.14237611,-0.47647253,-4.736086,-0.014924055
68,1.1527787,2.2178602,3.439847,0.011628207
69,15.1020775,24.39602,11.63199,0.0914341
70,-0.49987978,-1.1604391,5.0814614,0.041306145
71,0.2983103,1.6113644,4.2993746,0.012512492
72,19.65645,30.49751,26.836624,0.106835574
73,19.482687,36.480465,10.653821,0.08612991
74,6.3658795,18.815838,6.7497,0.06756358
75,3.1916432,1.6898712,-7.222939,-0.010223467
76,18.512823,44.62765,15.724702,0.119663216
77,3.308357,8.499495,4.8735886,0.02156588
78,1.1827127,2.4382555,-0.8125774,-0.01057937
79,3.389219,4.1475873,2.207296,0.006897399
80,21.829697,33.182552,22.169563,0.085260004
81,2.8399673,5.129795,1.8603506,0.005692281
82,5.9270353,9.077017,6.008687,0.014789738
83,-0.28960004,-8.31626,7.7660694,0.05333706
84,5.053905,11.786677,1.47454,0.017546311
85,-4.6399775,-10.055632,18.6119,0.050663754
86,1.3906524,1.9789494,1.0555227,-0.0036079101
87,0.7803859,2.0423453,0.1583586,0.008298577
88,-2.758871,-4.8055654,10.977182,0.027709894
89,2.5366142,8.180023,4.280452,0.013647307
90,0.93196344,-0.29768288,2.7267065,0.021074189
91,6.6037498,25.647488,3.6186383,0.07886969
92,1.7374681,2.3763373,-0.54554236,-0.0006234539
93,-0.109080344,0.5562294,-2.3839903,0.00025872095
94,2.1400034,2.0668058,6.5257716,0.060074057
95,18.395092,30.56221,18.319475,0.10034089
96,-1.5543617,-6.08127,9.202227,0.030876761
97,3.3092608,6.0369296,1.7552341,0.0030292645
98,1.6180542,-1.341086,7.574947,0.08271742
99,1.6965551,2.0641196,-0.76359075,0.004273927
100,2.8111684,5.349068,-0.0787707,0.0042873863
101,-0.050079815,1.5526524,1.5914392,0.0049628336
102,4.4050236,6.0096693,3.4836779,0.076449126
103,-2.5895743,-5.435646,7.308637,0.021545699
104,-0.9602433,-3.4367883,7.2562995,0.029621007
105,1.8665733,5.8699703,1.1379623,0.02814465
106,2.3531594,5.787735,-0.18104398,0.0016639084
107,-1.3533149,-1.9068459,3.6299126,0.0064608254
108,0.6059689,0.8863777,-0.7295641,-0.0024817102
109,12.665189,29.637293,15.006123,0.14147717
110,2.607581,4.092769,0.59329575,0.0031061398
111,2.0615616,3.456651,0.22533698,0.001086479
112,0.7655382,2.158329,-1.9580002,-0.0156839
113,2.929276,5.8462787,-0.19199027,0.003755744
114,-0.91167605,-3.724892,7.4535365,0.019275734
115,3.8989437,8.172005,2.0945766,0.008042395
116,1.0457472,1.2937739,-3.5838525,-0.004271585
117,3.1764596,3.9904158,2.5085158,0.008992712
118,3.176934,5.687179,2.0112183,0.0149437655
119,-9.2203865,-12.741866,38.795525,0.11499346
120,1.068904,2.164952,-1.5414796,-0.001863719
121,-0.2582683,1.0789918,-3.5911806,-0.008042957
122,3.0718074,4.736879,2.992254,0.016299304
123,18.328054,28.215803,18.273296,0.13786398
124,1.3835495,2.5063345,0.2259768,-0.0039013817
125,4.6093206,8.131989,4.5908327,0.016736036
126,0.5978026,2.1426704,1.709929,0.011281587
127,-6.436289,-12.15706,22.756754,0.08890536
128,3.0410163,6.5033746,1.4908208,0.03781554
129,1.5517977,3.5303445,-1.0771676,0.001662399
130,0.010239018,-0.25392798,-1.5640494,5.0831703e-05
131,3.4411316,6.146816,1.99858,0.003850152
132,-8.064383,-14.341356,29.13863,0.08795534
133,8.061226,11.691107,9.542351,0.04455315
134,2.390022,4.5777936,4.989217,0.03677066
135,10.294402,22.80474,9.80823,0.107363
136,8.555374,22.600697,15.85385,0.05390326
137,2.2432501,4.525725,0.98550534,0.0037873648
138,-5.5563774,-8.189051,22.890352,0.06999279
139,1.787475,1.7990545,-0.40601325,0.0045434847
140,13.36406,14.73315,9.1231365,0.047195606
141,-1.0270265,-6.710664,8.266074,0.06723555
142,0.27829027,1.8751768,-1.408227,-0.0018995963
143,-1.1870648,-5.4421935,8.419957,0.02308529
144,1.3765358,2.7116752,-3.553196,0.0010675117
145,-1.1591736,-2.787447,5.1365795,0.017805709
146,-0.67635703,1.2594571,-2.759863,-0.0013648272
147,13.9433975,16.891914,17.361084,0.071205355
148,1.2826751,0.2520635,-1.0021926,0.00015202817
149,17.001099,29.191473,10.070313,0.122275464
150,-2.046665,-4.3959064,5.6717095,0.0063581043
151,10.560907,17.48949,15.801076,0.05106477
152,0.69057125,-0.28114986,-2.46588,-0.007163398
153,1.7775676,3.0380392,-1.22763,0.0028014106
154,-2.615936,-7.182586,11.81283,0.013003473
155,-4.7363753,-9.088085,24.680265,0.049119785
156,23.305367,37.17032,28.351427,0.10884429
157,1.1254234,4.0473595,-0.59702116,0.001308254
158,-3.3057191,-1.8242925,2.210109,-0.003531595
159,-1.535485,-0.52995545,5.995501,0.009677924
160,1.001926,3.5827172,-0.20064421,-0.00023685768
161,0.25505465,1.9715406,-2.1806984,-0.0003089693
162,3.661511,6.0604568,2.0663097,0.006609489
163,1.7330506,4.4835277,-0.8795826,0.0014810583
164,1.9242096,3.838608,-0.90689975,0.00082958944
165,-4.1078186,-6.2141824,26.073027,0.04932674
166,1.5940403,2.675099,-1.3161219,0.0016340669
167,1.1485775,3.3913481,-1.1955445,0.002796533
