-1.75620	-2.00186	0.44778	0.02540
-1.23611	-0.42841	-0.50873	0.01754
-2.10112	-0.14419	0.28861	0.01782
-1.58911	-0.40345	-0.17013	0.01464
-2.09788	0.30127	0.31995	0.01450
-1.36040	-0.57078	-0.69834	0.01199
-0.61352	-0.03679	-0.07987	0.01048
-1.15435	-0.13081	-0.12875	0.00929
-3.95113	-2.22013	6.32530	0.01475
-1.12810	-0.33385	-0.14942	0.00762
-0.38039	-0.57844	-2.78456	0.01137
-1.26301	-0.31794	-0.20355	0.01388
-0.49808	0.49940	-2.38330	0.01069
-1.40386	-0.69509	-0.69087	0.01118
-1.94279	-0.15195	0.13979	0.01198
-1.22922	-0.64237	-0.40769	0.01207
-4.46094	-3.54297	6.66156	0.02237
-1.52303	-0.19671	-0.17139	0.01131
-1.66410	-1.25344	-0.61162	0.00951
3.04908	-11.49257	-8.40375	-0.00176
0.78181	0.41824	-4.98883	0.00166
-1.44806	-1.17873	-0.98482	0.00341
-0.22452	-4.94532	-1.52560	0.00219
-1.36605	-0.58723	-0.26796	0.00260
-1.36139	-0.39552	-0.28596	0.00251
-0.66509	-1.54824	-0.83847	0.00221
-1.24253	-0.76350	-0.47161	0.00208
-1.09631	-0.84823	-0.72816	0.00217
-1.12785	-0.43532	-0.28782	0.00211
-0.42859	-6.65585	-1.03995	0.00104
-1.23361	-0.54978	-0.52602	0.00120
-1.46285	-0.10152	-0.76391	0.00106
-1.21890	-0.39804	0.09221	0.00123
-1.09037	-0.22523	-0.35527	0.00104
0.92704	-6.76654	-3.15325	0.00041
2.33996	1.72423	-6.21378	0.00022
-0.97610	-0.57914	-0.63569	0.00391
-0.81821	-0.13974	-0.24934	0.00374
-0.52382	2.64644	-2.44635	0.00279
1.74842	-3.06970	-4.46293	0.00043
0.01965	-1.69257	-1.67219	0.00080
0.18196	-2.18380	-1.67755	0.00068
-0.60158	-0.52393	-0.34852	0.00079
-0.06031	-1.96151	-1.09120	0.00065
-1.31579	1.82279	-0.53683	0.00081
-0.37400	0.15195	-0.19281	0.00056
-0.50750	0.21015	-0.00766	0.00055
-0.67184	-0.10092	-0.14421	0.00049
-1.15319	-0.19048	-0.12145	0.00055
0.83729	-1.08960	-3.35845	0.00019
-0.47869	-0.74019	-0.65695	0.00017
-0.63250	-0.06509	-0.05328	0.00022
-0.61830	-0.34014	-0.66799	0.00017
-0.83988	-0.40504	-0.18969	0.00021
3.29638	-10.52264	-2.59970	0.00003
-0.01826	-0.53570	-0.64837	0.00032
-0.35770	-0.76832	-0.10635	0.00030
-0.31144	-0.37830	-0.25529	0.00028
0.06725	-2.11036	-0.20745	0.00024
2.36454	0.42651	-5.67504	0.00444
-0.15337	-0.04723	-0.52210	0.00009
-0.38207	0.03990	-0.57939	0.00008
-0.11292	-0.01829	-0.03817	0.00008
-0.53846	0.47690	-0.25384	0.00008
-2.63847	2.49006	1.20567	0.00009
-5.36062	-9.05642	3.35594	0.07601
-0.89178	10.22295	-2.72058	0.17583
-3.26362	24.43464	-15.88660	0.03881
-1.83722	12.85708	-21.11128	0.00018
-0.71378	-0.38971	-0.77058	0.12690
-3.23418	-0.01622	-3.57959	0.03184
0.15312	0.11544	-0.02297	0.10969
-3.46384	24.65899	-17.99660	0.00394
-0.27435	0.03776	-0.24677	0.06321
-9.05487	-14.83333	25.72815	0.06505
-3.77308	21.75384	-2.68954	0.06373
-2.64260	-1.17661	-3.76096	0.01853
-0.45382	-1.52196	-6.65568	0.02234
5.27453	-35.81384	-23.19438	-0.06607
-0.92275	-0.24745	-0.84129	0.07366
-4.58855	7.61841	-3.42380	0.00616
-0.33074	-0.37422	-0.39330	0.05591
-1.54610	-0.48787	-1.09348	0.02712
-3.09886	-20.76093	1.12726	0.01734
-0.04063	-0.03030	-0.11975	0.06829
-0.70266	-0.31239	-1.39035	0.03969
-2.57939	-0.86508	-2.36304	0.01132
1.37055	-18.88227	-11.83621	-0.01618
-1.61439	-1.42099	-1.04671	0.03572
-6.44084	36.58073	0.43083	0.03756
-2.21404	-1.88885	-0.94981	0.02413
0.05528	-0.17361	-0.07972	0.04012
-2.36601	-0.44108	-1.15301	0.01489
1.33879	52.73575	-18.58718	0.00635
-1.77238	-1.37194	-0.59496	0.02100
-0.31217	-0.10721	0.06649	0.03026
-3.67410	0.60987	-1.51824	0.00434
-0.68323	1.16900	-5.84398	0.00806
3.51215	-13.05963	-14.67981	-0.01882
-1.38593	-0.76458	-0.45231	0.03065
