,0,1,2,3
0,4.9379687,19.196585,8.595667,0.09755401
1,3.6594787,11.439811,7.005567,0.05293832
2,2.1004992,1.9668232,0.75978845,0.024149705
3,1.8937814,-0.09117722,5.668206,0.054843068
4,4.6264863,4.5500355,3.6004803,0.05049575
5,5.236619,5.407643,4.470603,0.030698337
6,1.4564717,0.68232757,1.2173853,-0.017835408
7,6.659452,8.943799,7.2815785,0.04417765
8,3.6200125,3.7387514,3.8867128,0.017283851
9,0.30051738,-0.03921198,-0.93992585,-0.011944007
10,3.8354745,4.197791,3.266436,0.022217205
11,15.382992,19.668962,14.550007,0.07179259
12,3.7021718,3.5168579,4.3342257,0.0218681
13,0.6128518,-0.13934927,-0.5369649,0.0030852254
14,0.9715104,0.22374065,2.859348,0.0006584246
