#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2
84,36,10,3.68838,0.439937,-0.425894,296,0.00722682,0.000361341,0.05,0.456052,0.627785
84,37,10,3.68838,0.439937,-0.425894,304,0.00719723,0.000359861,0.05,0.456052,0.627785
84,38,10,3.68838,0.439937,-0.425894,312,0.00827497,0.000413749,0.05,0.456052,0.627785
84,39,10,3.68838,0.439937,-0.425894,320,0.00984309,0.000492154,0.05,0.456052,0.627785
84,40,10,3.68838,0.439937,-0.425894,328,0.00964664,0.000482332,0.05,0.456052,0.627785
84,41,10,3.68838,0.439937,-0.425894,336,0.00938082,0.000469041,0.05,0.456052,0.627785
84,42,10,3.68838,0.439937,-0.425894,344,0.0100238,0.000501192,0.05,0.456052,0.627785
84,43,10,3.68838,0.439937,-0.425894,352,0.0102569,0.000512844,0.05,0.456052,0.627785
84,44,10,3.68838,0.439937,-0.425894,360,0.0106084,0.000530421,0.05,0.456052,0.627785
85,0,10,4.77584,0.454214,-0.490858,8,0.00681474,0.000340737,0.05,0.418031,0.55665
85,1,10,4.77584,0.454214,-0.490858,16,0.00658793,0.000329396,0.05,0.418031,0.55665
85,2,10,4.77584,0.454214,-0.490858,24,0.00670212,0.000335106,0.05,0.418031,0.55665
85,3,10,4.77584,0.454214,-0.490858,32,0.00573073,0.000286537,0.05,0.418031,0.55665
85,4,10,4.77584,0.454214,-0.490858,40,0.00569336,0.000284668,0.05,0.418031,0.55665
85,5,10,4.77584,0.454214,-0.490858,48,0.00519897,0.000259948,0.05,0.418031,0.55665
85,6,10,4.77584,0.454214,-0.490858,56,0.00467095,0.000233548,0.05,0.418031,0.55665
85,7,10,4.77584,0.454214,-0.490858,64,0.00462577,0.000231288,0.05,0.418031,0.55665
85,8,10,4.77584,0.454214,-0.490858,72,0.00414734,0.000207367,0.05,0.418031,0.55665
85,9,10,4.77584,0.454214,-0.490858,80,0.00398009,0.000199005,0.05,0.418031,0.55665
85,10,10,4.77584,0.454214,-0.490858,88,0.00356821,0.000178411,0.05,0.418031,0.55665
85,11,10,4.77584,0.454214,-0.490858,96,0.00353686,0.000176843,0.05,0.418031,0.55665
85,12,10,4.77584,0.454214,-0.490858,104,0.00299057,0.000149528,0.05,0.418031,0.55665
85,13,10,4.77584,0.454214,-0.490858,112,0.00329927,0.000164964,0.05,0.418031,0.55665
85,14,10,4.77584,0.454214,-0.490858,120,0.00299497,0.000149749,0.05,0.418031,0.55665
85,15,10,4.77584,0.454214,-0.490858,128,0.00317232,0.000158616,0.05,0.418031,0.55665
85,16,10,4.77584,0.454214,-0.490858,136,0.0032275,0.000161375,0.05,0.418031,0.55665
85,17,10,4.77584,0.454214,-0.490858,144,0.00280716,0.000140358,0.05,0.418031,0.55665
85,18,10,4.77584,0.454214,-0.490858,152,0.00308649,0.000154324,0.05,0.418031,0.55665
85,19,10,4.77584,0.454214,-0.490858,160,0.00270935,0.000135467,0.05,0.418031,0.55665
85,20,10,4.77584,0.454214,-0.490858,168,0.00275521,0.000137761,0.05,0.418031,0.55665
85,21,10,4.77584,0.454214,-0.490858,176,0.00305685,0.000152842,0.05,0.418031,0.55665
85,22,10,4.77584,0.454214,-0.490858,184,0.00293732,0.000146866,0.05,0.418031,0.55665
85,23,10,4.77584,0.454214,-0.490858,192,0.0029251,0.000146255,0.05,0.418031,0.55665
85,24,10,4.77584,0.454214,-0.490858,200,0.00301077,0.000150539,0.05,0.418031,0.55665
85,25,10,4.77584,0.454214,-0.490858,208,0.0029415,0.000147075,0.05,0.418031,0.55665
85,26,10,4.77584,0.454214,-0.490858,216,0.00292568,0.000146284,0.05,0.418031,0.55665
85,27,10,4.77584,0.454214,-0.490858,224,0.00310219,0.000155109,0.05,0.418031,0.55665
85,28,10,4.77584,0.454214,-0.490858,232,0.00292258,0.000146129,0.05,0.418031,0.55665
85,29,10,4.77584,0.454214,-0.490858,240,0.00295975,0.000147988,0.05,0.418031,0.55665
85,30,10,4.77584,0.454214,-0.490858,248,0.00307134,0.000153567,0.05,0.418031,0.55665
85,31,10,4.77584,0.454214,-0.490858,256,0.00313986,0.000156993,0.05,0.418031,0.55665
85,32,10,4.77584,0.454214,-0.490858,264,0.00316205,0.000158103,0.05,0.418031,0.55665
85,33,10,4.77584,0.454214,-0.490858,272,0.0037931,0.000189655,0.05,0.418031,0.55665
85,34,10,4.77584,0.454214,-0.490858,280,0.00372529,0.000186265,0.05,0.418031,0.55665
85,35,10,4.77584,0.454214,-0.490858,288,0.0039759,0.000198795,0.05,0.418031,0.55665
85,36,10,4.77584,0.454214,-0.490858,296,0.00449092,0.000224546,0.05,0.418031,0.55665
85,37,10,4.77584,0.454214,-0.490858,304,0.00461952,0.000230976,0.05,0.418031,0.55665
85,38,10,4.77584,0.454214,-0.490858,312,0.00545085,0.000272543,0.05,0.418031,0.55665
85,39,10,4.77584,0.454214,-0.490858,320,0.00577426,0.000288713,0.05,0.418031,0.55665
85,40,10,4.77584,0.454214,-0.490858,328,0.00623907,0.000311953,0.05,0.418031,0.55665
85,41,10,4.77584,0.454214,-0.490858,336,0.00646574,0.000323287,0.05,0.418031,0.55665
85,42,10,4.77584,0.454214,-0.490858,344,0.00767201,0.0003836,0.05,0.418031,0.55665
85,43,10,4.77584,0.454214,-0.490858,352,0.00705787,0.000352894,0.05,0.418031,0.55665
85,44,10,4.77584,0.454214,-0.490858,360,0.00687552,0.000343776,0.05,0.418031,0.55665
86,0,10,1.66994,0.423396,-0.413501,8,0.0595232,0.00297616,0.05,0.463959,0.642885
86,1,10,1.66994,0.423396,-0.413501,16,0.0621283,0.00310642,0.05,0.463959,0.642885
86,2,10,1.66994,0.423396,-0.413501,24,0.0531262,0.00265631,0.05,0.463959,0.642885
86,3,10,1.66994,0.423396,-0.413501,32,0.055794,0.0027897,0.05,0.463959,0.642885
86,4,10,1.66994,0.423396,-0.413501,40,0.0492937,0.00246468,0.05,0.463959,0.642885
86,5,10,1.66994,0.423396,-0.413501,48,0.0489079,0.0024454,0.05,0.463959,0.642885
86,6,10,1.66994,0.423396,-0.413501,56,0.0462866,0.00231433,0.05,0.463959,0.642885
86,7,10,1.66994,0.423396,-0.413501,64,0.0462033,0.00231016,0.05,0.463959,0.642885
86,8,10,1.66994,0.423396,-0.413501,72,0.0439533,0.00219767,0.05,0.463959,0.642885
86,9,10,1.66994,0.423396,-0.413501,80,0.0443882,0.00221941,0.05,0.463959,0.642885
86,10,10,1.66994,0.423396,-0.413501,88,0.0384402,0.00192201,0.05,0.463959,0.642885
86,11,10,1.66994,0.423396,-0.413501,96,0.0380978,0.00190489,0.05,0.463959,0.642885
86,12,10,1.66994,0.423396,-0.413501,104,0.0384577,0.00192289,0.05,0.463959,0.642885
86,13,10,1.66994,0.423396,-0.413501,112,0.0361514,0.00180757,0.05,0.463959,0.642885
86,14,10,1.66994,0.423396,-0.413501,120,0.0382111,0.00191056,0.05,0.463959,0.642885
86,15,10,1.66994,0.423396,-0.413501,128,0.035723,0.00178615,0.05,0.463959,0.642885
86,16,10,1.66994,0.423396,-0.413501,136,0.0382898,0.00191449,0.05,0.463959,0.642885
86,17,10,1.66994,0.423396,-0.413501,144,0.0383199,0.001916,0.05,0.463959,0.642885
86,18,10,1.66994,0.423396,-0.413501,152,0.0370325,0.00185163,0.05,0.463959,0.642885
86,19,10,1.66994,0.423396,-0.413501,160,0.0368476,0.00184238,0.05,0.463959,0.642885
86,20,10,1.66994,0.423396,-0.413501,168,0.0407664,0.00203832,0.05,0.463959,0.642885
86,21,10,1.66994,0.423396,-0.413501,176,0.0369934,0.00184967,0.05,0.463959,0.642885
86,22,10,1.66994,0.423396,-0.413501,184,0.0352794,0.00176397,0.05,0.463959,0.642885
86,23,10,1.66994,0.423396,-0.413501,192,0.0382857,0.00191429,0.05,0.463959,0.642885
86,24,10,1.66994,0.423396,-0.413501,200,0.0383909,0.00191954,0.05,0.463959,0.642885
86,25,10,1.66994,0.423396,-0.413501,208,0.0417184,0.00208592,0.05,0.463959,0.642885
86,26,10,1.66994,0.423396,-0.413501,216,0.040975,0.00204875,0.05,0.463959,0.642885
86,27,10,1.66994,0.423396,-0.413501,224,0.0393697,0.00196848,0.05,0.463959,0.642885
86,28,10,1.66994,0.423396,-0.413501,232,0.0341327,0.00170663,0.05,0.463959,0.642885
86,29,10,1.66994,0.423396,-0.413501,240,0.0428453,0.00214226,0.05,0.463959,0.642885
86,30,10,1.66994,0.423396,-0.413501,248,0.0410669,0.00205334,0.05,0.463959,0.642885
86,31,10,1.66994,0.423396,-0.413501,256,0.0374298,0.00187149,0.05,0.463959,0.642885
86,32,10,1.66994,0.423396,-0.413501,264,0.035371,0.00176855,0.05,0.463959,0.642885
86,33,10,1.66994,0.423396,-0.413501,272,0.0341857,0.00170929,0.05,0.463959,0.642885
86,34,10,1.66994,0.423396,-0.413501,280,0.040657,0.00203285,0.05,0.463959,0.642885
86,35,10,1.66994,0.423396,-0.413501,288,0.0417639,0.0020882,0.05,0.463959,0.642885
86,36,10,1.66994,0.423396,-0.413501,296,0.0415407,0.00207703,0.05,0.463959,0.642885
86,37,10,1.66994,0.423396,-0.413501,304,0.0420683,0.00210341,0.05,0.463959,0.642885
86,38,10,1.66994,0.423396,-0.413501,312,0.0501715,0.00250857,0.05,0.463959,0.642885
86,39,10,1.66994,0.423396,-0.413501,320,0.0466883,0.00233442,0.05,0.463959,0.642885
86,40,10,1.66994,0.423396,-0.413501,328,0.0466296,0.00233148,0.05,0.463959,0.642885
86,41,10,1.66994,0.423396,-0.413501,336,0.055877,0.00279385,0.05,0.463959,0.642885
86,42,10,1.66994,0.423396,-0.413501,344,0.0609004,0.00304502,0.05,0.463959,0.642885
86,43,10,1.66994,0.423396,-0.413501,352,0.0595258,0.00297629,0.05,0.463959,0.642885
86,44,10,1.66994,0.423396,-0.413501,360,0.0682925,0.00341462,0.05,0.463959,0.642885
87,0,10,1.31324,0.289039,-0.147012,8,0.131497,0.00657487,0.05,0.716513,1.1656
87,1,10,1.31324,0.289039,-0.147012,16,0.12154,0.006077,0.05,0.716513,1.1656
87,2,10,1.31324,0.289039,-0.147012,24,0.109152,0.00545762,0.05,0.716513,1.1656
87,3,10,1.31324,0.289039,-0.147012,32,0.111531,0.00557656,0.05,0.716513,1.1656
87,4,10,1.31324,0.289039,-0.147012,40,0.0952589,0.00476294,0.05,0.716513,1.1656
87,5,10,1.31324,0.289039,-0.147012,48,0.0862086,0.00431043,0.05,0.716513,1.1656
87,6,10,1.31324,0.289039,-0.147012,56,0.0791839,0.0039592,0.05,0.716513,1.1656
87,7,10,1.31324,0.289039,-0.147012,64,0.074326,0.0037163,0.05,0.716513,1.1656
87,8,10,1.31324,0.289039,-0.147012,72,0.0596878,0.00298439,0.05,0.716513,1.1656
87,9,10,1.31324,0.289039,-0.147012,80,0.0540757,0.00270378,0.05,0.716513,1.1656
87,10,10,1.31324,0.289039,-0.147012,88,0.0444525,0.00222262,0.05,0.716513,1.1656
87,11,10,1.31324,0.289039,-0.147012,96,0.0434574,0.00217287,0.05,0.716513,1.1656
87,12,10,1.31324,0.289039,-0.147012,104,0.041072,0.0020536,0.05,0.716513,1.1656
87,13,10,1.31324,0.289039,-0.147012,112,0.034463,0.00172315,0.05,0.716513,1.1656
87,14,10,1.31324,0.289039,-0.147012,120,0.0337309,0.00168655,0.05,0.716513,1.1656
87,15,10,1.31324,0.289039,-0.147012,128,0.0328639,0.00164319,0.05,0.716513,1.1656
87,16,10,1.31324,0.289039,-0.147012,136,0.0320123,0.00160062,0.05,0.716513,1.1656
87,17,10,1.31324,0.289039,-0.147012,144,0.0272231,0.00136116,0.05,0.716513,1.1656
87,18,10,1.31324,0.289039,-0.147012,152,0.0283491,0.00141746,0.05,0.716513,1.1656
87,19,10,1.31324,0.289039,-0.147012,160,0.0292761,0.00146381,0.05,0.716513,1.1656
87,20,10,1.31324,0.289039,-0.147012,168,0.0287353,0.00143677,0.05,0.716513,1.1656
87,21,10,1.31324,0.289039,-0.147012,176,0.0268179,0.00134089,0.05,0.716513,1.1656
87,22,10,1.31324,0.289039,-0.147012,184,0.0260004,0.00130002,0.05,0.716513,1.1656
87,23,10,1.31324,0.289039,-0.147012,192,0.0283504,0.00141752,0.05,0.716513,1.1656
87,24,10,1.31324,0.289039,-0.147012,200,0.0292675,0.00146337,0.05,0.716513,1.1656
87,25,10,1.31324,0.289039,-0.147012,208,0.0285268,0.00142634,0.05,0.716513,1.1656
87,26,10,1.31324,0.289039,-0.147012,216,0.0311769,0.00155885,0.05,0.716513,1.1656
87,27,10,1.31324,0.289039,-0.147012,224,0.0323581,0.0016179,0.05,0.716513,1.1656
87,28,10,1.31324,0.289039,-0.147012,232,0.028783,0.00143915,0.05,0.716513,1.1656
87,29,10,1.31324,0.289039,-0.147012,240,0.0327063,0.00163531,0.05,0.716513,1.1656
87,30,10,1.31324,0.289039,-0.147012,248,0.0358723,0.00179361,0.05,0.716513,1.1656
87,31,10,1.31324,0.289039,-0.147012,256,0.0415494,0.00207747,0.05,0.716513,1.1656
87,32,10,1.31324,0.289039,-0.147012,264,0.0463119,0.0023156,0.05,0.716513,1.1656
87,33,10,1.31324,0.289039,-0.147012,272,0.0458151,0.00229075,0.05,0.716513,1.1656
87,34,10,1.31324,0.289039,-0.147012,280,0.0532308,0.00266154,0.05,0.716513,1.1656
87,35,10,1.31324,0.289039,-0.147012,288,0.0631562,0.00315781,0.05,0.716513,1.1656
87,36,10,1.31324,0.289039,-0.147012,296,0.0690347,0.00345173,0.05,0.716513,1.1656
87,37,10,1.31324,0.289039,-0.147012,304,0.0806315,0.00403157,0.05,0.716513,1.1656
87,38,10,1.31324,0.289039,-0.147012,312,0.09024,0.004512,0.05,0.716513,1.1656
87,39,10,1.31324,0.289039,-0.147012,320,0.0988618,0.00494309,0.05,0.716513,1.1656
87,40,10,1.31324,0.289039,-0.147012,328,0.104753,0.00523766,0.05,0.716513,1.1656
87,41,10,1.31324,0.289039,-0.147012,336,0.119049,0.00595246,0.05,0.716513,1.1656
87,42,10,1.31324,0.289039,-0.147012,344,0.126091,0.00630454,0.05,0.716513,1.1656
87,43,10,1.31324,0.289039,-0.147012,352,0.133208,0.00666039,0.05,0.716513,1.1656
87,44,10,1.31324,0.289039,-0.147012,360,0.123941,0.00619703,0.05,0.716513,1.1656
88,0,10,2.28901,0.577853,-0.498316,8,0.0243656,0.00121828,0.05,0.414001,0.549261
88,1,10,2.28901,0.577853,-0.498316,16,0.0236843,0.00118422,0.05,0.414001,0.549261
88,2,10,2.28901,0.577853,-0.498316,24,0.0244501,0.00122251,0.05,0.414001,0.549261
88,3,10,2.28901,0.577853,-0.498316,32,0.0238287,0.00119143,0.05,0.414001,0.549261
88,4,10,2.28901,0.577853,-0.498316,40,0.0235447,0.00117724,0.05,0.414001,0.549261
88,5,10,2.28901,0.577853,-0.498316,48,0.0213068,0.00106534,0.05,0.414001,0.549261
88,6,10,2.28901,0.577853,-0.498316,56,0.0232152,0.00116076,0.05,0.414001,0.549261
88,7,10,2.28901,0.577853,-0.498316,64,0.0210705,0.00105353,0.05,0.414001,0.549261
88,8,10,2.28901,0.577853,-0.498316,72,0.0217555,0.00108778,0.05,0.414001,0.549261
88,9,10,2.28901,0.577853,-0.498316,80,0.0224895,0.00112448,0.05,0.414001,0.549261
88,10,10,2.28901,0.577853,-0.498316,88,0.0207816,0.00103908,0.05,0.414001,0.549261
88,11,10,2.28901,0.577853,-0.498316,96,0.0205264,0.00102632,0.05,0.414001,0.549261
88,12,10,2.28901,0.577853,-0.498316,104,0.0206068,0.00103034,0.05,0.414001,0.549261
88,13,10,2.28901,0.577853,-0.498316,112,0.0213989,0.00106994,0.05,0.414001,0.549261
88,14,10,2.28901,0.577853,-0.498316,120,0.0206129,0.00103065,0.05,0.414001,0.549261
88,15,10,2.28901,0.577853,-0.498316,128,0.0207109,0.00103554,0.05,0.414001,0.549261
88,16,10,2.28901,0.577853,-0.498316,136,0.0203618,0.00101809,0.05,0.414001,0.549261
88,17,10,2.28901,0.577853,-0.498316,144,0.0200517,0.00100258,0.05,0.414001,0.549261
88,18,10,2.28901,0.577853,-0.498316,152,0.0211666,0.00105833,0.05,0.414001,0.549261
88,19,10,2.28901,0.577853,-0.498316,160,0.0181065,0.000905326,0.05,0.414001,0.549261
88,20,10,2.28901,0.577853,-0.498316,168,0.0203171,0.00101586,0.05,0.414001,0.549261
88,21,10,2.28901,0.577853,-0.498316,176,0.0210545,0.00105273,0.05,0.414001,0.549261
88,22,10,2.28901,0.577853,-0.498316,184,0.0207942,0.00103971,0.05,0.414001,0.549261
88,23,10,2.28901,0.577853,-0.498316,192,0.0214127,0.00107064,0.05,0.414001,0.549261
88,24,10,2.28901,0.577853,-0.498316,200,0.0212723,0.00106362,0.05,0.414001,0.549261
88,25,10,2.28901,0.577853,-0.498316,208,0.01887,0.000943498,0.05,0.414001,0.549261
88,26,10,2.28901,0.577853,-0.498316,216,0.0222685,0.00111343,0.05,0.414001,0.549261
88,27,10,2.28901,0.577853,-0.498316,224,0.0200134,0.00100067,0.05,0.414001,0.549261
88,28,10,2.28901,0.577853,-0.498316,232,0.0221091,0.00110545,0.05,0.414001,0.549261
88,29,10,2.28901,0.577853,-0.498316,240,0.0202712,0.00101356,0.05,0.414001,0.549261
88,30,10,2.28901,0.577853,-0.498316,248,0.0208995,0.00104498,0.05,0.414001,0.549261
88,31,10,2.28901,0.577853,-0.498316,256,0.0222184,0.00111092,0.05,0.414001,0.549261
88,32,10,2.28901,0.577853,-0.498316,264,0.0219043,0.00109521,0.05,0.414001,0.549261
88,33,10,2.28901,0.577853,-0.498316,272,0.0227207,0.00113604,0.05,0.414001,0.549261
88,34,10,2.28901,0.577853,-0.498316,280,0.0206535,0.00103267,0.05,0.414001,0.549261
88,35,10,2.28901,0.577853,-0.498316,288,0.0219202,0.00109601,0.05,0.414001,0.549261
88,36,10,2.28901,0.577853,-0.498316,296,0.0216271,0.00108135,0.05,0.414001,0.549261
88,37,10,2.28901,0.577853,-0.498316,304,0.0243019,0.00121509,0.05,0.414001,0.549261
88,38,10,2.28901,0.577853,-0.498316,312,0.0223606,0.00111803,0.05,0.414001,0.549261
88,39,10,2.28901,0.577853,-0.498316,320,0.0231279,0.0011564,0.05,0.414001,0.549261
88,40,10,2.28901,0.577853,-0.498316,328,0.0243419,0.0012171,0.05,0.414001,0.549261
88,41,10,2.28901,0.577853,-0.498316,336,0.023533,0.00117665,0.05,0.414001,0.549261
88,42,10,2.28901,0.577853,-0.498316,344,0.0234989,0.00117495,0.05,0.414001,0.549261
88,43,10,2.28901,0.577853,-0.498316,352,0.0222074,0.00111037,0.05,0.414001,0.549261
88,44,10,2.28901,0.577853,-0.498316,360,0.0222556,0.00111278,0.05,0.414001,0.549261
89,0,10,6.06888,0.493909,-0.45394,8,0.00449353,0.000224676,0.05,0.438962,0.595504
89,1,10,6.06888,0.493909,-0.45394,16,0.00379197,0.000189599,0.05,0.438962,0.595504
89,2,10,6.06888,0.493909,-0.45394,24,0.00379254,0.000189627,0.05,0.438962,0.595504
89,3,10,6.06888,0.493909,-0.45394,32,0.00388333,0.000194166,0.05,0.438962,0.595504
89,4,10,6.06888,0.493909,-0.45394,40,0.00335342,0.000167671,0.05,0.438962,0.595504
89,5,10,6.06888,0.493909,-0.45394,48,0.00342512,0.000171256,0.05,0.438962,0.595504
89,6,10,6.06888,0.493909,-0.45394,56,0.00333702,0.000166851,0.05,0.438962,0.595504
89,7,10,6.06888,0.493909,-0.45394,64,0.00281748,0.000140874,0.05,0.438962,0.595504
89,8,10,6.06888,0.493909,-0.45394,72,0.00257794,0.000128897,0.05,0.438962,0.595504
89,9,10,6.06888,0.493909,-0.45394,80,0.00267249,0.000133625,0.05,0.438962,0.595504
89,10,10,6.06888,0.493909,-0.45394,88,0.00247307,0.000123654,0.05,0.438962,0.595504
89,11,10,6.06888,0.493909,-0.45394,96,0.00227296,0.000113648,0.05,0.438962,0.595504
89,12,10,6.06888,0.493909,-0.45394,104,0.00222738,0.000111369,0.05,0.438962,0.595504
89,13,10,6.06888,0.493909,-0.45394,112,0.00223596,0.000111798,0.05,0.438962,0.595504
89,14,10,6.06888,0.493909,-0.45394,120,0.00214367,0.000107183,0.05,0.438962,0.595504
89,15,10,6.06888,0.493909,-0.45394,128,0.00191338,9.56689E-05,0.05,0.438962,0.595504
89,16,10,6.06888,0.493909,-0.45394,136,0.00199524,9.9762E-05,0.05,0.438962,0.595504
89,17,10,6.06888,0.493909,-0.45394,144,0.0018495,9.24751E-05,0.05,0.438962,0.595504
89,18,10,6.06888,0.493909,-0.45394,152,0.00189198,9.45989E-05,0.05,0.438962,0.595504
89,19,10,6.06888,0.493909,-0.45394,160,0.00177007,8.85037E-05,0.05,0.438962,0.595504
89,20,10,6.06888,0.493909,-0.45394,168,0.00190848,9.5424E-05,0.05,0.438962,0.595504
89,21,10,6.06888,0.493909,-0.45394,176,0.00190332,9.51662E-05,0.05,0.438962,0.595504
89,22,10,6.06888,0.493909,-0.45394,184,0.00183649,9.18245E-05,0.05,0.438962,0.595504
89,23,10,6.06888,0.493909,-0.45394,192,0.00186069,9.30345E-05,0.05,0.438962,0.595504
89,24,10,6.06888,0.493909,-0.45394,200,0.00197564,9.87821E-05,0.05,0.438962,0.595504
89,25,10,6.06888,0.493909,-0.45394,208,0.0020945,0.000104725,0.05,0.438962,0.595504
89,26,10,6.06888,0.493909,-0.45394,216,0.00195355,9.76776E-05,0.05,0.438962,0.595504
89,27,10,6.06888,0.493909,-0.45394,224,0.00202949,0.000101475,0.05,0.438962,0.595504
89,28,10,6.06888,0.493909,-0.45394,232,0.00195781,9.78906E-05,0.05,0.438962,0.595504
89,29,10,6.06888,0.493909,-0.45394,240,0.00216259,0.000108129,0.05,0.438962,0.595504
89,30,10,6.06888,0.493909,-0.45394,248,0.00200946,0.000100473,0.05,0.438962,0.595504
89,31,10,6.06888,0.493909,-0.45394,256,0.00227797,0.000113898,0.05,0.438962,0.595504
89,32,10,6.06888,0.493909,-0.45394,264,0.00235239,0.00011762,0.05,0.438962,0.595504
89,33,10,6.06888,0.493909,-0.45394,272,0.00248802,0.000124401,0.05,0.438962,0.595504
89,34,10,6.06888,0.493909,-0.45394,280,0.00269671,0.000134835,0.05,0.438962,0.595504
89,35,10,6.06888,0.493909,-0.45394,288,0.00271883,0.000135941,0.05,0.438962,0.595504
89,36,10,6.06888,0.493909,-0.45394,296,0.0027085,0.000135425,0.05,0.438962,0.595504
89,37,10,6.06888,0.493909,-0.45394,304,0.00308037,0.000154018,0.05,0.438962,0.595504
89,38,10,6.06888,0.493909,-0.45394,312,0.00343915,0.000171958,0.05,0.438962,0.595504
89,39,10,6.06888,0.493909,-0.45394,320,0.00351576,0.000175788,0.05,0.438962,0.595504
89,40,10,6.06888,0.493909,-0.45394,328,0.00365254,0.000182627,0.05,0.438962,0.595504
89,41,10,6.06888,0.493909,-0.45394,336,0.00371163,0.000185581,0.05,0.438962,0.595504
89,42,10,6.06888,0.493909,-0.45394,344,0.00369555,0.000184778,0.05,0.438962,0.595504
89,43,10,6.06888,0.493909,-0.45394,352,0.0039759,0.000198795,0.05,0.438962,0.595504
89,44,10,6.06888,0.493909,-0.45394,360,0.0040572,0.00020286,0.05,0.438962,0.595504
90,0,10,4.09215,0.527618,-0.492024,8,0.00655506,0.000327753,0.05,0.417396,0.555485
90,1,10,4.09215,0.527618,-0.492024,16,0.00563816,0.000281908,0.05,0.417396,0.555485
90,2,10,4.09215,0.527618,-0.492024,24,0.00609189,0.000304594,0.05,0.417396,0.555485
90,3,10,4.09215,0.527618,-0.492024,32,0.00554273,0.000277137,0.05,0.417396,0.555485
90,4,10,4.09215,0.527618,-0.492024,40,0.00598152,0.000299076,0.05,0.417396,0.555485
90,5,10,4.09215,0.527618,-0.492024,48,0.00561008,0.000280504,0.05,0.417396,0.555485
90,6,10,4.09215,0.527618,-0.492024,56,0.00492895,0.000246447,0.05,0.417396,0.555485
90,7,10,4.09215,0.527618,-0.492024,64,0.00553233,0.000276616,0.05,0.417396,0.555485
90,8,10,4.09215,0.527618,-0.492024,72,0.00511442,0.000255721,0.05,0.417396,0.555485
90,9,10,4.09215,0.527618,-0.492024,80,0.00496872,0.000248436,0.05,0.417396,0.555485
90,10,10,4.09215,0.527618,-0.492024,88,0.00461448,0.000230724,0.05,0.417396,0.555485
90,11,10,4.09215,0.527618,-0.492024,96,0.0045684,0.00022842,0.05,0.417396,0.555485
90,12,10,4.09215,0.527618,-0.492024,104,0.00472774,0.000236387,0.05,0.417396,0.555485
90,13,10,4.09215,0.527618,-0.492024,112,0.00438055,0.000219027,0.05,0.417396,0.555485
90,14,10,4.09215,0.527618,-0.492024,120,0.00454999,0.000227499,0.05,0.417396,0.555485
90,15,10,4.09215,0.527618,-0.492024,128,0.00449097,0.000224548,0.05,0.417396,0.555485
90,16,10,4.09215,0.527618,-0.492024,136,0.00460516,0.000230258,0.05,0.417396,0.555485
90,17,10,4.09215,0.527618,-0.492024,144,0.00431351,0.000215676,0.05,0.417396,0.555485
90,18,10,4.09215,0.527618,-0.492024,152,0.00373036,0.000186518,0.05,0.417396,0.555485
90,19,10,4.09215,0.527618,-0.492024,160,0.00415022,0.000207511,0.05,0.417396,0.555485
90,20,10,4.09215,0.527618,-0.492024,168,0.00448155,0.000224078,0.05,0.417396,0.555485
90,21,10,4.09215,0.527618,-0.492024,176,0.00428305,0.000214152,0.05,0.417396,0.555485
90,22,10,4.09215,0.527618,-0.492024,184,0.0042797,0.000213985,0.05,0.417396,0.555485
90,23,10,4.09215,0.527618,-0.492024,192,0.00420259,0.00021013,0.05,0.417396,0.555485
90,24,10,4.09215,0.527618,-0.492024,200,0.00431037,0.000215519,0.05,0.417396,0.555485
90,25,10,4.09215,0.527618,-0.492024,208,0.00409369,0.000204685,0.05,0.417396,0.555485
90,26,10,4.09215,0.527618,-0.492024,216,0.00442654,0.000221327,0.05,0.417396,0.555485
90,27,10,4.09215,0.527618,-0.492024,224,0.00453227,0.000226613,0.05,0.417396,0.555485
90,28,10,4.09215,0.527618,-0.492024,232,0.00468305,0.000234152,0.05,0.417396,0.555485
90,29,10,4.09215,0.527618,-0.492024,240,0.00451572,0.000225786,0.05,0.417396,0.555485
90,30,10,4.09215,0.527618,-0.492024,248,0.00415266,0.000207633,0.05,0.417396,0.555485
90,31,10,4.09215,0.527618,-0.492024,256,0.00421039,0.00021052,0.05,0.417396,0.555485
90,32,10,4.09215,0.527618,-0.492024,264,0.00438631,0.000219316,0.05,0.417396,0.555485
90,33,10,4.09215,0.527618,-0.492024,272,0.00416063,0.000208031,0.05,0.417396,0.555485
90,34,10,4.09215,0.527618,-0.492024,280,0.00496636,0.000248318,0.05,0.417396,0.555485
90,35,10,4.09215,0.527618,-0.492024,288,0.00503503,0.000251751,0.05,0.417396,0.555485
90,36,10,4.09215,0.527618,-0.492024,296,0.00490865,0.000245433,0.05,0.417396,0.555485
90,37,10,4.09215,0.527618,-0.492024,304,0.00539131,0.000269566,0.05,0.417396,0.555485
90,38,10,4.09215,0.527618,-0.492024,312,0.00602822,0.000301411,0.05,0.417396,0.555485
90,39,10,4.09215,0.527618,-0.492024,320,0.00566777,0.000283388,0.05,0.417396,0.555485
90,40,10,4.09215,0.527618,-0.492024,328,0.00604462,0.000302231,0.05,0.417396,0.555485
90,41,10,4.09215,0.527618,-0.492024,336,0.00605171,0.000302586,0.05,0.417396,0.555485
90,42,10,4.09215,0.527618,-0.492024,344,0.0061597,0.000307985,0.05,0.417396,0.555485
90,43,10,4.09215,0.527618,-0.492024,352,0.00569001,0.000284501,0.05,0.417396,0.555485
90,44,10,4.09215,0.527618,-0.492024,360,0.00615446,0.000307723,0.05,0.417396,0.555485
